411821349.972744	2495.38181706921	2658.96572823402	3.12112315963606e-05	1.15235301994048e-06	5.09920392215536e-08
411834807.398447	2071.26102294564	2659.05261744882	3.05004242483758e-05	8.10792458035710e-07	4.42151731344611e-08
412156369.201675	2136.11295216132	2661.12881338753	2.83571011188047e-05	7.18312478638116e-07	3.78065969295695e-08
412129953.971793	2276.63076965423	2660.95826081428	2.85160122977502e-05	7.32699498839850e-07	3.76186514676945e-08
411929821.132402	2093.14443361253	2659.66608312347	3.03916067788327e-05	9.01135063618286e-07	4.87399540399092e-08
411634544.047585	2329.64995236507	2657.75959709764	2.63865766746696e-05	5.08218806513811e-07	5.20487107393900e-08
411649066.468920	2329.09602615461	2657.85336256323	3.02691945477901e-05	1.07818317432607e-06	5.68222373089362e-08
411626424.553761	2207.15180870856	2657.70717277381	2.92976179252763e-05	NaN	4.70096040033390e-08
412516968.160859	2884.09822146729	2663.45705662740	2.92808795996815e-05	9.30761717773271e-07	4.12469742605121e-08
412463943.212091	2963.68729102436	2663.11469574319	3.06978927036996e-05	9.04600628394323e-07	3.97487709262216e-08
411615324.929624	2593.37968522289	2657.63550694061	2.57702048343602e-05	8.62598037500937e-07	4.20151779741958e-08
412506097.802232	3044.80116097849	2663.38687106989	2.82234343251626e-05	9.28800790140665e-07	4.15626928816941e-08
411861758.700558	2824.31624845647	2659.22663122602	3.06558810470418e-05	8.38225231981557e-07	3.65386235754597e-08
410611336.549807	1866.23927997398	2651.15315556748	2.97680205763763e-05	8.19796624943383e-07	4.20549065241467e-08
410677088.699984	2208.65548059002	2651.57769090031	3.03696708982683e-05	9.82595217301948e-07	3.87061882889268e-08
