4.2	33.7
4.25	35.2
4.3	36.7
4.35	38.2
4.4	39.5
4.45	40.7
4.5	41.8
4.55	42.7
4.6	43.5
4.65	44
4.7	44.3
4.75	44.4
4.8	44.3
4.85	44
4.9	43.4
4.95	42.6
5	41.7
5.05	40.6
5.1	39.3
5.15	38
5.2	36.5
5.25	35
5.3	33.4
5.35	31.8
5.4	30.3
5.45	28.8
5.5	27.4
5.55	26.2
5.6	25
5.65	24
5.7	23.2
5.75	22.6
5.8	22.3
5.85	22.1
5.9	22.1
5.95	22.3
6	22.8
6.05	23.4
6.1	24.2
6.15	25.2
6.2	26.3
6.25	27.6
6.3	28.9
6.35	30.3
6.4	31.7
6.45	33.1
6.5	34.5
6.55	35.8
6.6	37
6.65	38.1
6.7	39.1
6.75	40
6.8	40.6
6.85	41.1
6.9	41.3
6.95	41.4
7	41.3
7.05	40.9
7.1	40.4
7.15	39.6
7.2	38.7
7.25	37.7
7.3	36.5
7.35	35.2
7.4	33.8
7.45	32.4
7.5	30.9
7.55	29.5
7.6	28
7.65	26.7
7.7	25.4
7.75	24.2
7.8	23.2
7.85	22.3
7.9	21.6
7.95	21
8	20.7
8.05	20.6
8.1	20.6
8.15	20.9
8.2	21.3
8.25	21.9
8.3	22.7
8.35	23.6
8.4	24.7
8.45	25.8
8.5	27.1
8.55	28.4
8.6	29.7
8.65	31
8.7	32.3
8.75	33.5
8.8	34.6
8.85	35.6
8.9	36.5
8.95	37.3
9	37.9
9.05	38.3
9.1	38.5
9.15	38.5
9.2	38.4
9.25	38
9.3	37.5
9.35	36.8
9.4	35.9
9.45	34.9
9.5	33.8
9.55	32.6
9.6	31.3
9.65	30
9.7	28.6
9.75	27.2
9.8	25.9
9.85	24.7
9.9	23.5
9.95	22.4
10	21.4
10.05	20.6
10.1	20
10.15	19.5
10.2	19.2
10.25	19.1
10.3	19.2
10.35	19.4
10.4	19.9
10.45	20.5
10.5	21.2
10.55	22.1
10.6	23.1
10.65	24.2
10.7	25.4
10.75	26.6
10.8	27.8
10.85	29
10.9	30.2
10.95	31.3
11	32.4
11.05	33.3
11.1	34.1
11.15	34.8
11.2	35.3
11.25	35.7
11.3	35.8
11.35	35.8
11.4	35.7
11.45	35.3
11.5	34.8
11.55	34.1
11.6	33.3
11.65	32.4
11.7	31.3
11.75	30.2
11.8	29
11.85	27.7
11.9	26.4
11.95	25.2
12	23.9
12.05	22.8
12.1	21.7
12.15	20.7
12.2	19.8
12.25	19.1
12.3	18.5
12.35	18.1
12.4	17.9
12.45	17.8
12.5	17.9
12.55	18.1
12.6	18.6
12.65	19.1
12.7	19.9
12.75	20.7
12.8	21.6
12.85	22.7
12.9	23.7
12.95	24.9
13	26
13.05	27.1
13.1	28.2
13.15	29.3
13.2	30.2
13.25	31.1
13.3	31.8
13.35	32.5
13.4	32.9
13.45	33.2
13.5	33.4
13.55	33.4
13.6	33.2
13.65	32.8
13.7	32.3
13.75	31.7
13.8	30.9
13.85	30
13.9	29
13.95	27.9
14	26.8
14.05	25.6
14.1	24.4
14.15	23.3
14.2	22.1
14.25	21.1
14.3	20.1
14.35	19.2
14.4	18.4
14.45	17.7
14.5	17.2
14.55	16.8
14.6	16.6
14.65	16.6
14.7	16.7
14.75	16.9
14.8	17.4
14.85	17.9
14.9	18.6
14.95	19.4
15	20.3
15.05	21.2
15.1	22.3
15.15	23.3
15.2	24.4
15.25	25.4
15.3	26.4
15.35	27.4
15.4	28.3
15.45	29.1
15.5	29.7
15.55	30.3
15.6	30.7
15.65	31
15.7	31.1
15.75	31
15.8	30.9
15.85	30.5
15.9	30
15.95	29.4
16	28.7
16.05	27.8
16.1	26.9
16.15	25.9
16.2	24.8
16.25	23.7
16.3	22.6
16.35	21.5
16.4	20.5
16.45	19.5
16.5	18.6
16.55	17.7
16.6	17
16.65	16.4
16.7	16
16.75	15.6
16.8	15.5
16.85	15.4
16.9	15.6
16.95	15.8
17	16.2
17.05	16.8
17.1	17.4
17.15	18.2
17.2	19
17.25	19.9
17.3	20.9
17.35	21.9
17.4	22.8
17.45	23.8
17.5	24.8
17.55	25.6
17.6	26.5
17.65	27.2
17.7	27.8
17.75	28.3
17.8	28.7
17.85	28.9
17.9	29
17.95	28.9
18	28.7
18.05	28.4
18.1	27.9
18.15	27.3
18.2	26.6
18.25	25.8
18.3	24.9
18.35	24
18.4	23
18.45	22
18.5	20.9
18.55	19.9
18.6	19
18.65	18.1
18.7	17.2
18.75	16.4
18.8	15.8
18.85	15.3
18.9	14.8
18.95	14.6
19	14.4
19.05	14.4
19.1	14.5
19.15	14.8
19.2	15.2
19.25	15.7
19.3	16.3
19.35	17.1
19.4	17.8
19.45	18.7
19.5	19.6
19.55	20.5
19.6	21.4
19.65	22.3
19.7	23.2
19.75	24
19.8	24.8
19.85	25.4
19.9	26
19.95	26.4
20	26.8
20.05	26.9
20.1	27
20.15	26.9
20.2	26.7
20.25	26.4
20.3	26
20.35	25.4
20.4	24.7
20.45	24
20.5	23.1
20.55	22.2
20.6	21.3
20.65	20.4
20.7	19.4
20.75	18.5
20.8	17.6
20.85	16.7
20.9	16
20.95	15.3
21	14.7
21.05	14.2
21.1	13.8
21.15	13.6
21.2	13.5
21.25	13.5
21.3	13.6
21.35	13.9
21.4	14.3
21.45	14.8
21.5	15.3
21.55	16
21.6	16.8
21.65	17.6
21.7	18.4
21.75	19.3
21.8	20.1
21.85	21
21.9	21.8
21.95	22.5
22	23.2
22.05	23.8
22.1	24.3
22.15	24.7
22.2	25
22.25	25.2
22.3	25.2
22.35	25.1
22.4	24.9
22.45	24.6
22.5	24.2
22.55	23.6
22.6	23
22.65	22.3
22.7	21.5
22.75	20.6
22.8	19.8
22.85	18.9
22.9	18
22.95	17.1
23	16.3
23.05	15.5
23.1	14.8
23.15	14.2
23.2	13.7
23.25	13.2
23.3	12.9
23.35	12.7
23.4	12.6
23.45	12.6
23.5	12.8
23.55	13
23.6	13.4
23.65	13.9
23.7	14.4
23.75	15.1
23.8	15.8
23.85	16.5
23.9	17.3
23.95	18.1
24	18.9
24.05	19.7
24.1	20.4
24.15	21.1
24.2	21.7
24.25	22.3
24.3	22.7
24.35	23.1
24.4	23.4
24.45	23.5
24.5	23.5
24.55	23.4
24.6	23.2
24.65	22.9
24.7	22.5
24.75	22
24.8	21.4
24.85	20.7
24.9	20
24.95	19.2
25	18.4
25.05	17.5
25.1	16.7
25.15	15.9
25.2	15.2
25.25	14.4
25.3	13.8
25.35	13.2
25.4	12.7
25.45	12.3
25.5	12
25.55	11.9
25.6	11.8
25.65	11.8
25.7	12
25.75	12.2
25.8	12.6
25.85	13
25.9	13.6
25.95	14.2
26	14.8
26.05	15.6
26.1	16.3
26.15	17
26.2	17.8
26.25	18.5
26.3	19.2
26.35	19.8
26.4	20.4
26.45	20.9
26.5	21.3
26.55	21.6
26.6	21.8
26.65	22
26.7	22
26.75	21.9
26.8	21.7
26.85	21.4
26.9	21
26.95	20.5
27	19.9
27.05	19.3
27.1	18.6
27.15	17.8
27.2	17.1
27.25	16.3
27.3	15.5
27.35	14.8
27.4	14.1
27.45	13.4
27.5	12.8
27.55	12.3
27.6	11.9
27.65	11.5
27.7	11.3
27.75	11.1
27.8	11
27.85	11.1
27.9	11.3
27.95	11.5
28	11.9
28.05	12.3
28.1	12.8
28.15	13.4
28.2	14
28.25	14.7
28.3	15.3
28.35	16
28.4	16.7
28.45	17.4
28.5	18
28.55	18.6
28.6	19.1
28.65	19.6
28.7	20
28.75	20.2
28.8	20.4
28.85	20.5
28.9	20.5
28.95	20.4
29	20.2
29.05	19.9
29.1	19.5
29.15	19.1
29.2	18.5
29.25	17.9
29.3	17.3
29.35	16.6
