grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.7663 5.5034899e+08 4918.8211 0.021654554 0.0010002109 2.2142461e-05 3.796358e-07 1.3784742e-05 1.8758827e-06 0.0074722047 7.4045833e-05 1.5511839 0.0065056428 2.3290301e-08 2.8044043e-10 0.00014720178 1.2667556e-05
0.91 5.83037 5.5034899e+08 4918.821 0.02165455 0.0010002011 2.2637245e-05 3.8811055e-07 1.3784743e-05 1.8758697e-06 0.0074722047 7.4045834e-05 1.5511841 0.0065056437 2.3290301e-08 2.8044043e-10 0.00014720147 1.2667644e-05
0.92 5.89444 5.5034899e+08 4918.8209 0.021654547 0.0010001917 2.3137496e-05 3.9667895e-07 1.3784744e-05 1.8758571e-06 0.0074722048 7.4045836e-05 1.5511842 0.0065056442 2.3290301e-08 2.8044043e-10 0.00014720116 1.2667729e-05
0.93 5.95851 5.5034899e+08 4918.8208 0.021654544 0.0010001825 2.3643215e-05 4.0534098e-07 1.3784745e-05 1.8758449e-06 0.0074722048 7.4045837e-05 1.5511843 0.0065056444 2.32903e-08 2.8044043e-10 0.00014720087 1.2667811e-05
0.94 6.02258 5.5034899e+08 4918.8207 0.021063064 0.001327482 2.4143148e-05 4.6886535e-07 9.8152985e-06 2.9744577e-06 0.0080996402 8.3973213e-05 -1.7393964 0.0065356591 2.3007323e-08 2.6826897e-10 0.00015004967 1.2909646e-05
0.95 6.08665 5.5034899e+08 4918.8207 0.021063458 0.0013274808 2.4659703e-05 4.788839e-07 9.8161727e-06 2.9743455e-06 0.0080996377 8.3973227e-05 -1.7393964 0.0065356631 2.3007325e-08 2.6826914e-10 0.00015005213 1.290966e-05
0.96 6.15072 5.5034899e+08 4918.8209 0.02106384 0.0013274796 2.5181724e-05 4.8900846e-07 9.8170238e-06 2.9742363e-06 0.0080996355 8.3973241e-05 -1.7393966 0.0065356645 2.3007328e-08 2.682693e-10 0.00015005454 1.2909674e-05
0.97 6.21479 5.5034899e+08 4918.8212 0.021064209 0.0013274784 2.5709211e-05 4.9923902e-07 9.8178431e-06 2.974131e-06 0.0080996334 8.3973252e-05 -1.7393969 0.0065356679 2.300733e-08 2.6826943e-10 0.00015005685 1.2909686e-05
0.98 6.27886 5.5034899e+08 4918.8218 0.021064565 0.0013274771 2.6242163e-05 5.0957557e-07 9.8186352e-06 2.9740289e-06 0.0080996314 8.3973261e-05 -1.7393975 0.0065356696 2.3007332e-08 2.6826955e-10 0.00015005908 1.2909698e-05
0.99 6.34293 5.50349e+08 4918.8226 0.021064907 0.0013274757 2.678058e-05 5.2001813e-07 9.8193962e-06 2.9739306e-06 0.0080996296 8.3973266e-05 -1.7393984 0.0065356717 2.3007333e-08 2.6826965e-10 0.00015006122 1.290971e-05
