grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.7663 5.5074169e+08 5068.6912 0.025096537 0.0011571802 2.3374122e-05 3.9818352e-07 1.6659116e-05 1.6983093e-06 0.0089298965 8.305571e-05 1.7775279 0.0060988541 2.2481628e-08 2.5339212e-10 0.00026246836 1.3210718e-05
0.91 5.83037 5.5074169e+08 5068.6912 0.025096447 0.0011571675 2.3896402e-05 4.0707262e-07 1.6659008e-05 1.6983071e-06 0.0089298958 8.3055708e-05 1.7775279 0.0060988544 2.2481628e-08 2.5339213e-10 0.00026246788 1.3210811e-05
0.92 5.89444 5.5074169e+08 5068.6911 0.02509636 0.0011571551 2.4424453e-05 4.1605994e-07 1.6658903e-05 1.6983049e-06 0.0089298952 8.3055706e-05 1.7775279 0.0060988552 2.2481628e-08 2.5339215e-10 0.00026246743 1.3210901e-05
0.93 5.95851 5.5074169e+08 5068.6911 0.025096276 0.0011571432 2.4958276e-05 4.2514549e-07 1.6658801e-05 1.6983029e-06 0.0089298947 8.3055703e-05 1.7775278 0.0060988555 2.2481628e-08 2.5339216e-10 0.00026246698 1.3210988e-05
0.94 6.02258 5.5074169e+08 5068.6909 0.026043469 0.00157401 2.5711597e-05 4.8889828e-07 1.6318688e-05 2.3971956e-06 0.0092927112 9.5200438e-05 -1.5078709 0.0064433364 2.2134033e-08 2.5343427e-10 0.00026663613 1.3385465e-05
0.95 6.08665 5.5074169e+08 5068.6908 0.026043485 0.0015739971 2.6261571e-05 4.9934577e-07 1.631872e-05 2.3971777e-06 0.0092927105 9.520055e-05 -1.5078709 0.0064433445 2.2134009e-08 2.5343425e-10 0.00026663604 1.3385534e-05
0.96 6.15072 5.5074169e+08 5068.6906 0.026043502 0.0015739845 2.6817364e-05 5.099038e-07 1.6318752e-05 2.3971602e-06 0.0092927097 9.5200658e-05 -1.507871 0.0064433524 2.2133986e-08 2.5343423e-10 0.00026663595 1.3385602e-05
0.97 6.21479 5.5074169e+08 5068.6904 0.026043521 0.0015739724 2.7378978e-05 5.2057239e-07 1.6318786e-05 2.397143e-06 0.009292709 9.5200762e-05 -1.5078712 0.0064433597 2.2133963e-08 2.534342e-10 0.00026663588 1.3385667e-05
0.98 6.27886 5.5074169e+08 5068.6901 0.026043539 0.0015739607 2.7946412e-05 5.3135152e-07 1.6318819e-05 2.3971261e-06 0.0092927082 9.5200862e-05 -1.5078713 0.0064433674 2.2133941e-08 2.5343419e-10 0.00026663581 1.338573e-05
0.99 6.34293 5.5074169e+08 5068.6898 0.026043558 0.0015739493 2.8519666e-05 5.4224122e-07 1.6318854e-05 2.3971096e-06 0.0092927073 9.5200958e-05 -1.5078715 0.0064433736 2.213392e-08 2.5343417e-10 0.00026663575 1.3385791e-05
1 6.407 5.5074169e+08 5068.6894 0.026043576 0.0015739383 2.909874e-05 5.5324146e-07 1.6318888e-05 2.3970935e-06 0.0092927064 9.520105e-05 -1.5078717 0.0064433795 2.21339e-08 2.5343416e-10 0.00026663569 1.338585e-05
1.01 6.47107 5.507417e+08 5068.689 0.026043595 0.0015739276 2.9683634e-05 5.6435225e-07 1.6318922e-05 2.3970778e-06 0.0092927054 9.5201139e-05 -1.5078719 0.0064433863 2.2133881e-08 2.5343414e-10 0.00026663563 1.3385907e-05
1.02 6.53514 5.507417e+08 5068.6885 0.026043613 0.0015739173 3.0274348e-05 5.755736e-07 1.6318955e-05 2.3970625e-06 0.0092927043 9.5201224e-05 -1.5078721 0.0064433917 2.2133862e-08 2.5343414e-10 0.00026663558 1.3385963e-05
1.03 6.59921 5.5074195e+08 5068.628 0.0260438 0.001573905 3.0870931e-05 5.8690272e-07 1.6319246e-05 2.3970118e-06 0.0092926147 9.5200513e-05 -1.5079021 0.0064434049 2.2133962e-08 2.5343606e-10 0.00026663608 1.3385949e-05
1.04 6.66328 5.5074168e+08 5068.6918 0.026043637 0.0015738976 3.1473232e-05 5.9834816e-07 1.6319002e-05 2.3970356e-06 0.0092927085 9.5201441e-05 -1.5078705 0.0064434041 2.2133819e-08 2.5343399e-10 0.00026663545 1.3386074e-05
1.05 6.72735 5.5074168e+08 5068.6918 0.026043652 0.0015738881 3.2081405e-05 6.099012e-07 1.631903e-05 2.3970219e-06 0.0092927082 9.5201525e-05 -1.5078705 0.0064434094 2.2133801e-08 2.5343396e-10 0.0002666354 1.3386125e-05
1.06 6.79142 5.5074168e+08 5068.6919 0.026043667 0.0015738788 3.2695397e-05 6.2156479e-07 1.6319058e-05 2.3970085e-06 0.0092927079 9.5201606e-05 -1.5078704 0.0064434153 2.2133783e-08 2.5343394e-10 0.00026663535 1.3386175e-05
1.07 6.85549 5.5074168e+08 5068.6919 0.026043682 0.0015738699 3.331521e-05 6.3333894e-07 1.6319085e-05 2.3969955e-06 0.0092927077 9.5201686e-05 -1.5078705 0.0064434203 2.2133766e-08 2.5343392e-10 0.00026663529 1.3386224e-05
1.08 6.91956 5.5074168e+08 5068.6919 0.026043695 0.0015738611 3.3940842e-05 6.4522364e-07 1.631911e-05 2.396983e-06 0.0092927074 9.5201762e-05 -1.5078705 0.0064434265 2.213375e-08 2.534339e-10 0.00026663524 1.3386271e-05
1.09 6.98363 5.5074168e+08 5068.6919 0.026043708 0.0015738526 3.4572294e-05 6.572189e-07 1.6319134e-05 2.3969709e-06 0.009292707 9.5201835e-05 -1.5078705 0.0064434317 2.2133734e-08 2.5343388e-10 0.00026663519 1.3386317e-05
1.1 7.0477 5.5074168e+08 5068.6918 0.02604372 0.0015738443 3.5209565e-05 6.6932471e-07 1.6319156e-05 2.3969591e-06 0.0092927067 9.5201907e-05 -1.5078705 0.0064434363 2.2133719e-08 2.5343386e-10 0.00026663514 1.3386361e-05
