grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.7663 5.503104e+08 3293.5022 0.026242555 0.0010370674 2.2791713e-05 3.4218573e-07 1.6574748e-05 1.4671209e-06 0.0090737804 7.4094632e-05 2.2068562 0.0053843902 2.3827519e-08 2.3909708e-10 0.00016725088 1.2712767e-05
0.91 5.83037 5.5031041e+08 3293.5019 0.026241428 0.0010370365 2.3300646e-05 3.4982541e-07 1.6573189e-05 1.467214e-06 0.009073773 7.4094595e-05 2.206856 0.0053843924 2.3827531e-08 2.390973e-10 0.00016724258 1.2713021e-05
0.92 5.89444 5.5031041e+08 3293.5019 0.02624131 0.0010370246 2.3815519e-05 3.5754869e-07 1.6573031e-05 1.467215e-06 0.0090737723 7.409459e-05 2.2068559 0.0053843924 2.3827532e-08 2.3909732e-10 0.00016724157 1.2713118e-05
0.93 5.95851 5.503104e+08 3293.5021 0.026241198 0.0010370132 2.4336019e-05 3.6535639e-07 1.6572881e-05 1.4672157e-06 0.0090737718 7.4094588e-05 2.206856 0.0053843927 2.3827533e-08 2.3909734e-10 0.0001672406 1.2713213e-05
0.94 6.02258 5.503104e+08 3293.5028 0.022118487 0.0012788226 2.3803961e-05 4.2458819e-07 6.3943451e-06 2.9151851e-06 0.009793207 8.3975891e-05 -0.90865692 0.0054149722 2.3247919e-08 2.269833e-10 0.0001504652 1.3385248e-05
0.95 6.08665 5.5031039e+08 3293.5045 0.022118488 0.0012788109 2.4313118e-05 4.3366122e-07 6.3943495e-06 2.9151638e-06 0.0097932073 8.3975905e-05 -0.90865586 0.0054149731 2.3247918e-08 2.2698332e-10 0.00015046489 1.3385337e-05
0.96 6.15072 5.5031038e+08 3293.5081 0.022118484 0.0012787996 2.482766e-05 4.4283034e-07 6.3943385e-06 2.9151451e-06 0.009793208 8.3975937e-05 -0.90865366 0.0054149749 2.3247915e-08 2.2698335e-10 0.00015046454 1.3385426e-05
0.97 6.21479 5.5031034e+08 3293.5152 0.022118469 0.0012787888 2.5347587e-05 4.5209561e-07 6.3942996e-06 2.9151304e-06 0.0097932096 8.3976003e-05 -0.90864923 0.0054149786 2.3247909e-08 2.2698342e-10 0.00015046412 1.3385518e-05
0.98 6.27886 5.5031024e+08 3293.5347 0.022118416 0.0012787788 2.5872889e-05 4.6145738e-07 6.3941648e-06 2.9151281e-06 0.0097932141 8.3976188e-05 -0.90863707 0.0054149888 2.324789e-08 2.2698361e-10 0.00015046344 1.3385628e-05
0.99 6.34293 5.503103e+08 3293.5233 0.022118454 0.0012787679 2.6403609e-05 4.7091396e-07 6.3942639e-06 2.9150974e-06 0.0097932113 8.3976077e-05 -0.90864418 0.0054149828 2.3247901e-08 2.2698351e-10 0.00015046342 1.3385686e-05
