grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
1 6.407 5.5045364e+08 2962.8981 0.027303788 0.0014463504 2.8313588e-05 4.8843286e-07 1.8021193e-05 2.0401415e-06 0.0096106307 8.6227043e-05 -1.8034403 0.0056486042 2.3253487e-08 2.3507464e-10 -0.00024190985 1.2936946e-05
1.01 6.47107 5.5045365e+08 2962.8948 0.027303699 0.0014463369 2.8882659e-05 4.9824174e-07 1.8021066e-05 2.0401408e-06 0.009610632 8.6227022e-05 -1.8034423 0.0056486019 2.3253486e-08 2.3507454e-10 -0.00024191053 1.2937016e-05
1.02 6.53514 5.5045367e+08 2962.8913 0.027303606 0.0014463236 2.9457391e-05 5.081482e-07 1.8020932e-05 2.0401409e-06 0.0096106334 8.6227e-05 -1.8034445 0.0056486002 2.3253484e-08 2.3507443e-10 -0.00024191123 1.2937085e-05
1.03 6.59921 5.5045369e+08 2962.8875 0.027303372 0.0014463071 3.0037736e-05 5.1815242e-07 1.8020598e-05 2.0401588e-06 0.0096106357 8.6226978e-05 -1.8034469 0.0056485971 2.3253482e-08 2.3507428e-10 -0.0002419127 1.293717e-05
1.04 6.66328 5.5045371e+08 2962.8836 0.02730303 0.0014462883 3.0623701e-05 5.2825436e-07 1.8020108e-05 2.0401907e-06 0.0096106385 8.6226957e-05 -1.8034493 0.0056485936 2.3253479e-08 2.3507411e-10 -0.00024191477 1.2937268e-05
1.05 6.72735 5.5045373e+08 2962.8796 0.027302682 0.0014462697 3.1215323e-05 5.3845391e-07 1.801961e-05 2.0402234e-06 0.0096106415 8.6226936e-05 -1.8034517 0.0056485902 2.3253475e-08 2.3507394e-10 -0.00024191687 1.2937365e-05
1.06 6.79142 5.5045375e+08 2962.8755 0.027302332 0.0014462513 3.1812602e-05 5.4875107e-07 1.8019109e-05 2.0402568e-06 0.0096106443 8.6226913e-05 -1.8034543 0.0056485865 2.3253472e-08 2.3507377e-10 -0.00024191897 1.2937461e-05
1.07 6.85549 5.5045376e+08 2962.8714 0.027301979 0.001446233 3.2415537e-05 5.5914584e-07 1.8018603e-05 2.0402907e-06 0.0096106474 8.6226891e-05 -1.8034568 0.0056485841 2.3253469e-08 2.3507359e-10 -0.00024192109 1.2937556e-05
1.08 6.91956 5.5045378e+08 2962.8674 0.027301623 0.001446215 3.302413e-05 5.6963823e-07 1.8018094e-05 2.0403253e-06 0.0096106504 8.622687e-05 -1.8034593 0.00564858 2.3253466e-08 2.3507342e-10 -0.00024192322 1.293765e-05
1.09 6.98363 5.504538e+08 2962.8635 0.027301266 0.0014461972 3.3638379e-05 5.8022823e-07 1.8017583e-05 2.0403603e-06 0.0096106533 8.6226849e-05 -1.8034617 0.0056485766 2.3253462e-08 2.3507325e-10 -0.00024192535 1.2937742e-05
1.1 7.0477 5.5045346e+08 2962.9345 0.027300808 0.0014461871 3.4258254e-05 5.9092012e-07 1.8016934e-05 2.0404217e-06 0.0096106348 8.6227296e-05 -1.8034175 0.0056486214 2.3253474e-08 2.3507513e-10 -0.00024192779 1.2937928e-05
