grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.7663 5.5056151e+08 3807.5568 0.024495746 0.0020298232 2.3290357e-05 6.885124e-07 1.3099337e-05 3.347217e-06 0.0056578303 0.00011952352 1.245804 0.013930559 2.9168992e-08 7.7534324e-10 0.00021662288 2.3385543e-05
0.91 5.83037 5.5056151e+08 3807.556 0.024495836 0.0020298426 2.3811191e-05 7.0389526e-07 1.3099298e-05 3.3472284e-06 0.0056579411 0.00011952041 1.2458033 0.013929933 2.9169871e-08 7.7533435e-10 0.00021662412 2.3385274e-05
0.92 5.89444 5.5056152e+08 3807.5556 0.024495923 0.0020298649 2.433779e-05 7.1944935e-07 1.309926e-05 3.3472448e-06 0.0056580276 0.00011952058 1.2458027 0.013929737 2.9169741e-08 7.7531968e-10 0.00021662534 2.3385034e-05
0.93 5.95851 5.5056152e+08 3807.5554 0.024496008 0.0020298903 2.4870153e-05 7.3517481e-07 1.3099221e-05 3.3472668e-06 0.0056580845 0.00011952447 1.2458022 0.013930034 2.9168466e-08 7.7529873e-10 0.00021662654 2.3384826e-05
0.94 6.02258 5.5056152e+08 3807.5554 0.021578465 0.0013876968 2.4007126e-05 4.6068273e-07 5.9949094e-06 3.2848607e-06 0.0096311271 8.9815528e-05 -1.6573734 0.0058914009 2.2590459e-08 2.3615971e-10 0.00018209135 1.3679808e-05
0.95 6.08665 5.5056152e+08 3807.5556 0.021578281 0.00138768 2.4520582e-05 4.7052806e-07 5.9945652e-06 3.2848794e-06 0.0096311267 8.9815526e-05 -1.6573732 0.0058914013 2.2590458e-08 2.3615971e-10 0.00018209043 1.367992e-05
0.96 6.15072 5.5056151e+08 3807.5559 0.021578102 0.0013876638 2.5039471e-05 4.8047758e-07 5.9942298e-06 3.2848978e-06 0.0096311264 8.9815526e-05 -1.6573729 0.0058914024 2.2590456e-08 2.361597e-10 0.00018208953 1.3680029e-05
0.97 6.21479 5.5056151e+08 3807.5563 0.021577926 0.001387648 2.5563792e-05 4.9053129e-07 5.9939014e-06 3.284916e-06 0.009631126 8.9815527e-05 -1.6573725 0.0058914019 2.2590455e-08 2.361597e-10 0.00018208866 1.3680134e-05
0.98 6.27886 5.5056151e+08 3807.5569 0.021577756 0.0013876327 2.6093547e-05 5.0068919e-07 5.9935823e-06 3.2849338e-06 0.0096311257 8.981553e-05 -1.657372 0.0058914032 2.2590454e-08 2.361597e-10 0.0001820878 1.3680237e-05
0.99 6.34293 5.505615e+08 3807.5576 0.021577591 0.0013876179 2.6628736e-05 5.1095127e-07 5.9932735e-06 3.284951e-06 0.0096311254 8.9815533e-05 -1.6573714 0.0058914028 2.2590453e-08 2.3615971e-10 0.00018208697 1.3680337e-05
1 6.407 5.505615e+08 3807.5583 0.021577429 0.0013876035 2.7169357e-05 5.2131755e-07 5.9929709e-06 3.2849681e-06 0.0096311251 8.9815536e-05 -1.6573707 0.0058914045 2.2590451e-08 2.3615971e-10 0.00018208616 1.3680434e-05
1.01 6.47107 5.5056121e+08 3807.6006 0.021577249 0.0013875936 2.7715403e-05 5.3178986e-07 5.9926209e-06 3.2850018e-06 0.0096311256 8.9815881e-05 -1.6573341 0.0058914305 2.259043e-08 2.3616039e-10 0.00018208523 1.3680579e-05
1.02 6.53514 5.5056123e+08 3807.5982 0.021577099 0.0013875798 2.8266891e-05 5.423644e-07 5.9923392e-06 3.2850166e-06 0.0096311252 8.981586e-05 -1.6573361 0.0058914284 2.259043e-08 2.3616035e-10 0.00018208447 1.3680667e-05
1.03 6.59921 5.5056124e+08 3807.5958 0.021576951 0.0013875662 2.8823813e-05 5.5304313e-07 5.9920632e-06 3.2850313e-06 0.0096311249 8.9815837e-05 -1.6573382 0.0058914264 2.2590431e-08 2.361603e-10 0.00018208373 1.3680752e-05
1.04 6.66328 5.5056126e+08 3807.5933 0.02157681 0.0013875531 2.9386168e-05 5.6382602e-07 5.9917975e-06 3.2850452e-06 0.0096311247 8.9815814e-05 -1.6573404 0.0058914251 2.2590431e-08 2.3616025e-10 0.00018208301 1.3680834e-05
1.05 6.72735 5.5056128e+08 3807.5908 0.021576669 0.0013875403 2.9953955e-05 5.7471311e-07 5.9915335e-06 3.2850595e-06 0.0096311244 8.9815792e-05 -1.6573425 0.005891425 2.2590431e-08 2.361602e-10 0.00018208231 1.3680915e-05
1.06 6.79142 5.5056129e+08 3807.5885 0.021576534 0.0013875279 3.0527177e-05 5.8570438e-07 5.9912799e-06 3.2850729e-06 0.0096311241 8.9815771e-05 -1.6573445 0.0058914239 2.2590432e-08 2.3616015e-10 0.00018208162 1.3680993e-05
1.07 6.85549 5.5056131e+08 3807.5864 0.021576399 0.0013875158 3.1105831e-05 5.9679985e-07 5.9910268e-06 3.2850868e-06 0.0096311239 8.9815752e-05 -1.6573464 0.0058914215 2.2590432e-08 2.3616011e-10 0.00018208095 1.368107e-05
1.08 6.91956 5.5056132e+08 3807.5846 0.021576269 0.0013875041 3.1689918e-05 6.0799951e-07 5.9907814e-06 3.2851003e-06 0.0096311236 8.9815735e-05 -1.6573479 0.0058914202 2.2590432e-08 2.3616008e-10 0.00018208029 1.3681144e-05
1.09 6.98363 5.5056133e+08 3807.5832 0.021576142 0.0013874927 3.2279438e-05 6.1930337e-07 5.9905414e-06 3.2851136e-06 0.0096311234 8.9815722e-05 -1.6573491 0.0058914201 2.2590432e-08 2.3616004e-10 0.00018207964 1.3681217e-05
1.1 7.0477 5.5056133e+08 3807.5831 0.021576016 0.0013874817 3.2874391e-05 6.3071149e-07 5.9903033e-06 3.2851275e-06 0.0096311232 8.981572e-05 -1.6573492 0.0058914208 2.2590431e-08 2.3616004e-10 0.000182079 1.368129e-05
