grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.7663 5.4977858e+08 4372.793 0.034451277 0.0013417197 2.6269798e-05 3.8599406e-07 2.5520236e-05 1.0289168e-06 0.0082798139 7.3724605e-05 1.8472395 0.0058637683 2.5624593e-08 2.822242e-10 -0.00022247925 1.188107e-05
0.91 5.83037 5.4977858e+08 4372.7929 0.03445124 0.0013417066 2.6856798e-05 3.9461091e-07 2.5520219e-05 1.0289122e-06 0.0082798138 7.3724603e-05 1.8472394 0.0058637676 2.5624593e-08 2.822242e-10 -0.00022247937 1.1881129e-05
0.92 5.89444 5.4977858e+08 4372.793 0.034451203 0.0013416938 2.7450283e-05 4.0332297e-07 2.5520201e-05 1.028908e-06 0.0082798138 7.3724603e-05 1.8472395 0.0058637684 2.5624593e-08 2.822242e-10 -0.0002224795 1.1881187e-05
0.93 5.95851 5.4977858e+08 4372.7934 0.034451163 0.0013416814 2.8050254e-05 4.1213025e-07 2.5520181e-05 1.028904e-06 0.0082798138 7.3724603e-05 1.8472396 0.0058637685 2.5624593e-08 2.822242e-10 -0.00022247963 1.1881243e-05
0.94 6.02258 5.4977858e+08 4372.7941 0.03323645 0.0017776308 2.8236986e-05 4.7694718e-07 2.2942342e-05 1.6951201e-06 0.0085605487 8.125174e-05 -1.437153 0.006013931 2.5821178e-08 2.8357681e-10 -0.00022669722 1.2156017e-05
0.95 6.08665 5.4977857e+08 4372.795 0.0332363 0.0017776117 2.8840928e-05 4.8713931e-07 2.2942201e-05 1.6951226e-06 0.0085605504 8.1251754e-05 -1.4371527 0.0060139318 2.5821173e-08 2.8357674e-10 -0.00022669796 1.2156082e-05
0.96 6.15072 5.4977857e+08 4372.796 0.033236145 0.001777593 2.9451258e-05 4.974393e-07 2.2942055e-05 1.6951259e-06 0.0085605524 8.125177e-05 -1.4371523 0.0060139313 2.5821168e-08 2.8357667e-10 -0.0002266987 1.2156147e-05
0.97 6.21479 5.4977857e+08 4372.7973 0.033235985 0.0017775746 3.0067976e-05 5.0784716e-07 2.2941905e-05 1.6951298e-06 0.0085605546 8.1251789e-05 -1.4371517 0.0060139311 2.5821162e-08 2.8357659e-10 -0.00022669946 1.215621e-05
0.98 6.27886 5.4977856e+08 4372.7987 0.033235822 0.0017775566 3.0691083e-05 5.1836288e-07 2.294175e-05 1.6951344e-06 0.0085605571 8.125181e-05 -1.4371512 0.0060139312 2.5821155e-08 2.835765e-10 -0.00022670023 1.2156273e-05
0.99 6.34293 5.4977856e+08 4372.8002 0.033235474 0.0017775343 3.1320526e-05 5.2898656e-07 2.2941412e-05 1.6951553e-06 0.0085605606 8.1251836e-05 -1.4371505 0.0060139312 2.5821147e-08 2.8357636e-10 -0.00022670173 1.215635e-05
1 6.407 5.4977835e+08 4372.8661 0.033234936 0.0017775138 3.1956312e-05 5.3972006e-07 2.2940879e-05 1.6951989e-06 0.0085606553 8.1252828e-05 -1.4371239 0.0060139373 2.5820867e-08 2.8357302e-10 -0.00022670368 1.2156474e-05
1.01 6.47107 5.4977838e+08 4372.8579 0.033234554 0.0017774906 3.2598516e-05 5.5055923e-07 2.2940508e-05 1.6952223e-06 0.0085606452 8.1252707e-05 -1.4371272 0.006013935 2.58209e-08 2.8357336e-10 -0.00022670535 1.2156546e-05
1.02 6.53514 5.497784e+08 4372.8504 0.033234167 0.0017774676 3.3247106e-05 5.6150627e-07 2.2940133e-05 1.6952465e-06 0.0085606362 8.1252598e-05 -1.4371301 0.0060139343 2.582093e-08 2.8357367e-10 -0.00022670702 1.2156618e-05
1.03 6.59921 5.4977842e+08 4372.8439 0.033233777 0.001777445 3.3902081e-05 5.725612e-07 2.2939752e-05 1.6952714e-06 0.0085606286 8.1252503e-05 -1.4371328 0.0060139316 2.5820955e-08 2.8357393e-10 -0.00022670871 1.215669e-05
1.04 6.66328 5.4977844e+08 4372.8386 0.033233382 0.0017774227 3.4563442e-05 5.8372401e-07 2.2939368e-05 1.6952969e-06 0.0085606226 8.1252426e-05 -1.4371349 0.0060139304 2.5820976e-08 2.8357413e-10 -0.0002267104 1.2156761e-05
