410172783.217662	4109.30399938336	2646.88598738189	3.65703903680832e-05	1.36520250600653e-06	3.84572981430373e-08
412028570.647197	2253.83418878122	2658.86156924343	4.07376218191638e-05	9.65613301428003e-07	3.97058674992156e-08
412318478.725030	2748.28394253301	2660.73237506049	4.12611340175655e-05	1.17357554308818e-06	4.10105331110000e-08
411974096.193831	3536.34568989181	2658.51004014841	3.81352990130961e-05	1.18464184009120e-06	4.08782929806863e-08
411905450.662281	3504.80674166098	2658.06706366877	3.51076576944589e-05	1.01082739715906e-06	3.65741563684686e-08
412349337.147913	2686.32901676003	2660.93150754920	3.84575786959892e-05	1.10497624513012e-06	3.77550792693501e-08
412526554.074524	4677.81438573400	2662.07510609831	3.64806424090917e-05	1.08581820397780e-06	3.39250135092561e-08
412434603.488535	4007.09680306588	2661.48173977186	3.42924508386868e-05	1.04451940215296e-06	3.37276934270382e-08
413108798.805138	4659.76665925405	2665.83238956943	3.50400921964546e-05	1.19825064439292e-06	3.60352462019635e-08
412205439.705781	3960.51301912448	2660.00292296537	3.72819291362772e-05	1.08579108126627e-06	3.58558556540215e-08
412148658.351707	3396.81011091164	2659.63650720940	3.50667604067276e-05	1.06165038359196e-06	3.36742215996600e-08
412049829.336743	2633.37339195813	2658.99875369294	3.69329833364477e-05	1.00941611796166e-06	3.67926022668662e-08
410688267.053654	2355.35426543199	2650.21245612394	3.74751184145574e-05	1.07294993445984e-06	3.73395773127512e-08
411770408.102804	4740.18056828562	2657.19562052821	3.64114679427356e-05	1.26374083330250e-06	3.23034689572929e-08
413146290.501572	4821.78242733333	2666.07432723569	3.54986980205116e-05	1.31045437994156e-06	3.36662521530715e-08
