Study Name	CuCrZrCCFE2MeV13uA0.025dpaV_single_crystal
Sample Name	2019-08-21
Run Name	4.99019E-6C45degSpot01
Operator	Angus Wylie
Date	8/21/2019
Time	17:28
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	17:30:08
	
Time	Amplitude
0.000000E+0	-2.398130E-4
5.000000E-11	-2.192576E-4
1.000000E-10	-2.124058E-4
1.500000E-10	-2.209706E-4
2.000000E-10	-2.261094E-4
2.500000E-10	-2.295353E-4
3.000000E-10	-2.329612E-4
3.500000E-10	-2.295353E-4
4.000000E-10	-2.175447E-4
4.500000E-10	-2.038411E-4
5.000000E-10	-1.935634E-4
5.500000E-10	-1.781468E-4
6.000000E-10	-1.627303E-4
6.500000E-10	-1.644432E-4
7.000000E-10	-1.815727E-4
7.500000E-10	-2.106929E-4
8.000000E-10	-2.552296E-4
8.500000E-10	-3.066181E-4
9.000000E-10	-3.614325E-4
9.500000E-10	-4.128210E-4
1.000000E-9	-4.453670E-4
1.050000E-9	-4.539318E-4
1.100000E-9	-4.385152E-4
1.150000E-9	-3.922656E-4
1.200000E-9	-3.083310E-4
1.250000E-9	-2.055540E-4
1.300000E-9	-1.010641E-4
1.350000E-9	-1.712950E-6
1.400000E-9	8.564750E-5
1.450000E-9	1.661562E-4
1.500000E-9	2.381001E-4
1.550000E-9	2.946274E-4
1.600000E-9	3.203217E-4
1.650000E-9	3.134699E-4
1.700000E-9	2.809238E-4
1.750000E-9	2.432389E-4
1.800000E-9	2.089799E-4
1.850000E-9	1.627303E-4
1.900000E-9	1.147677E-4
1.950000E-9	7.194390E-5
2.000000E-9	1.712950E-5
2.050000E-9	-4.453670E-5
2.100000E-9	-9.078635E-5
2.150000E-9	-1.387490E-4
2.200000E-9	-1.901375E-4
2.250000E-9	-2.158317E-4
2.300000E-9	-2.175447E-4
2.350000E-9	-2.106929E-4
2.400000E-9	-1.867116E-4
2.450000E-9	-1.524526E-4
2.500000E-9	-1.130547E-4
2.550000E-9	-7.023095E-5
2.600000E-9	-4.453670E-5
2.650000E-9	-5.481440E-5
2.700000E-9	-9.421225E-5
2.750000E-9	-1.678691E-4
2.800000E-9	-2.672202E-4
2.850000E-9	-3.717102E-4
2.900000E-9	-4.779131E-4
2.950000E-9	-5.789771E-4
3.000000E-9	-6.646246E-4
3.050000E-9	-7.177261E-4
3.100000E-9	-7.143002E-4
3.150000E-9	-6.611987E-4
3.200000E-9	-5.704124E-4
3.250000E-9	-4.487929E-4
3.300000E-9	-2.980533E-4
3.350000E-9	-1.404619E-4
3.400000E-9	5.138850E-6
3.450000E-9	1.267583E-4
3.500000E-9	2.192576E-4
3.550000E-9	2.620814E-4
3.600000E-9	2.398130E-4
3.650000E-9	1.798598E-4
3.700000E-9	8.736045E-5
3.750000E-9	-4.796260E-5
3.800000E-9	-1.815727E-4
3.850000E-9	-2.843497E-4
3.900000E-9	-3.768490E-4
3.950000E-9	-4.419411E-4
4.000000E-9	-4.556447E-4
4.050000E-9	-4.333764E-4
4.100000E-9	-3.819879E-4
4.150000E-9	-2.997663E-4
4.200000E-9	-2.038411E-4
4.250000E-9	-1.027770E-4
4.300000E-9	-6.851800E-6
4.350000E-9	5.824030E-5
4.400000E-9	8.736045E-5
4.450000E-9	7.536980E-5
4.500000E-9	3.425900E-5
4.550000E-9	-2.912015E-5
4.600000E-9	-1.130547E-4
4.650000E-9	-1.952763E-4
4.700000E-9	-2.603684E-4
4.750000E-9	-3.083310E-4
4.800000E-9	-3.271735E-4
4.850000E-9	-3.049051E-4
4.900000E-9	-2.535166E-4
4.950000E-9	-1.764339E-4
5.000000E-9	-8.222160E-5
5.050000E-9	2.569425E-5
5.100000E-9	1.336101E-4
5.150000E-9	2.124058E-4
5.200000E-9	2.432389E-4
5.250000E-9	2.569425E-4
5.300000E-9	2.535166E-4
5.350000E-9	2.106929E-4
5.400000E-9	1.438878E-4
5.450000E-9	6.680505E-5
5.500000E-9	-2.569425E-5
5.550000E-9	-1.216195E-4
5.600000E-9	-2.106929E-4
5.650000E-9	-2.843497E-4
5.700000E-9	-3.340253E-4
5.750000E-9	-3.511548E-4
5.800000E-9	-3.614325E-4
5.850000E-9	-3.751361E-4
