Study Name	CuCrZrCCFE2MeV13uA0.025dpaV_single_crystal
Sample Name	2019-08-21
Run Name	4.99019E-6C45degSpot10
Operator	Angus Wylie
Date	8/21/2019
Time	17:46
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	17:48:25
	
Time	Amplitude
0.000000E+0	-2.655073E-4
5.000000E-11	-1.901375E-4
1.000000E-10	-1.147677E-4
1.500000E-10	-3.597195E-5
2.000000E-10	2.740720E-5
2.500000E-10	4.967555E-5
3.000000E-10	3.768490E-5
3.500000E-10	6.851800E-6
4.000000E-10	-3.939785E-5
4.500000E-10	-9.935110E-5
5.000000E-10	-1.610173E-4
5.500000E-10	-1.935634E-4
6.000000E-10	-2.004152E-4
6.500000E-10	-1.884245E-4
7.000000E-10	-1.387490E-4
7.500000E-10	-6.166620E-5
8.000000E-10	3.083310E-5
8.500000E-10	1.387490E-4
9.000000E-10	2.381001E-4
9.500000E-10	3.066181E-4
1.000000E-9	3.460159E-4
1.050000E-9	3.562936E-4
1.100000E-9	3.117569E-4
1.150000E-9	2.124058E-4
1.200000E-9	8.050865E-5
1.250000E-9	-7.023095E-5
1.300000E-9	-2.295353E-4
1.350000E-9	-3.854138E-4
1.400000E-9	-5.173109E-4
1.450000E-9	-6.098102E-4
1.500000E-9	-6.851800E-4
1.550000E-9	-7.331426E-4
1.600000E-9	-7.399944E-4
1.650000E-9	-7.125872E-4
1.700000E-9	-6.526340E-4
1.750000E-9	-5.669865E-4
1.800000E-9	-4.796260E-4
1.850000E-9	-4.025433E-4
1.900000E-9	-3.151828E-4
1.950000E-9	-2.312483E-4
2.000000E-9	-1.798598E-4
2.050000E-9	-1.456008E-4
2.100000E-9	-1.027770E-4
2.150000E-9	-5.481440E-5
2.200000E-9	-2.740720E-5
2.250000E-9	-1.370360E-5
2.300000E-9	1.712950E-6
2.350000E-9	1.884245E-5
2.400000E-9	2.398130E-5
2.450000E-9	2.226835E-5
2.500000E-9	2.055540E-5
2.550000E-9	1.370360E-5
2.600000E-9	-3.425900E-6
2.650000E-9	-3.254605E-5
2.700000E-9	-7.536980E-5
2.750000E-9	-1.216195E-4
2.800000E-9	-1.575914E-4
2.850000E-9	-1.764339E-4
2.900000E-9	-1.798598E-4
2.950000E-9	-1.815727E-4
3.000000E-9	-1.678691E-4
3.050000E-9	-1.267583E-4
3.100000E-9	-7.708275E-5
