Study Name	CuCrZrCCFE2MeV13uA0.025dpaV_single_crystal
Sample Name	2019-08-21
Run Name	4.99019E-6C45degSpot08
Operator	Angus Wylie
Date	8/21/2019
Time	17:42
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	17:44:10
	
Time	Amplitude
0.000000E+0	-1.181936E-4
5.000000E-11	-9.078635E-5
1.000000E-10	-6.680505E-5
1.500000E-10	-3.425900E-5
2.000000E-10	1.712950E-6
2.500000E-10	1.884245E-5
3.000000E-10	2.569425E-5
3.500000E-10	3.768490E-5
4.000000E-10	4.111080E-5
4.500000E-10	3.597195E-5
5.000000E-10	3.083310E-5
5.500000E-10	3.083310E-5
6.000000E-10	1.884245E-5
6.500000E-10	8.564750E-6
7.000000E-10	6.851800E-6
7.500000E-10	-5.138850E-6
8.000000E-10	-3.939785E-5
8.500000E-10	-8.050865E-5
9.000000E-10	-1.216195E-4
9.500000E-10	-1.627303E-4
1.000000E-9	-2.124058E-4
1.050000E-9	-2.552296E-4
1.100000E-9	-2.894886E-4
1.150000E-9	-3.186087E-4
1.200000E-9	-3.391641E-4
1.250000E-9	-3.511548E-4
1.300000E-9	-3.494418E-4
1.350000E-9	-3.374512E-4
1.400000E-9	-3.271735E-4
1.450000E-9	-3.323123E-4
1.500000E-9	-3.443030E-4
1.550000E-9	-3.305994E-4
1.600000E-9	-3.014792E-4
1.650000E-9	-2.809238E-4
1.700000E-9	-2.637943E-4
1.750000E-9	-2.278224E-4
1.800000E-9	-1.610173E-4
1.850000E-9	-8.050865E-5
1.900000E-9	8.564750E-6
1.950000E-9	9.763815E-5
2.000000E-9	1.781468E-4
2.050000E-9	2.552296E-4
2.100000E-9	3.014792E-4
2.150000E-9	3.014792E-4
2.200000E-9	2.826368E-4
2.250000E-9	2.518037E-4
2.300000E-9	1.918504E-4
2.350000E-9	1.233324E-4
2.400000E-9	5.310145E-5
2.450000E-9	-2.912015E-5
2.500000E-9	-8.907340E-5
2.550000E-9	-9.592520E-5
2.600000E-9	-7.879570E-5
2.650000E-9	-4.796260E-5
2.700000E-9	1.712950E-5
2.750000E-9	8.736045E-5
2.800000E-9	1.250454E-4
2.850000E-9	1.336101E-4
2.900000E-9	1.199065E-4
