413878140.335617	6178.44031189363	2666.57547036835	5.72161795964812e-05	2.86266722279750e-06	3.24358449759650e-08
416510489.317468	5207.41085965892	2683.53543162351	5.29597497528792e-05	2.69522643090808e-06	4.46632676174622e-08
413650521.547914	6373.57846844378	2665.10894528106	4.57849633885900e-05	2.22702067444524e-06	2.62872314007522e-08
412090244.320004	3318.97412469973	2655.05623512935	4.80647576960056e-05	7.45857227745982e-07	3.21137354143282e-08
411580504.143723	6950.50562202204	2651.77203014759	5.29817443944007e-05	2.19327836106999e-06	2.96041851263090e-08
412420749.933063	2407.42208412748	2657.18564974373	4.88024146209156e-05	2.12155472851807e-06	4.90513985580352e-08
412855715.650109	1688.73720246543	2659.98809036209	4.90335431239222e-05	2.22645630521502e-06	5.55502112203991e-08
412140040.994619	2478.40343650663	2655.37707012423	5.04001764660231e-05	3.25471065961971e-06	6.98982831888055e-08
411996070.489569	2338.53529676975	2654.44948255725	4.93403031554675e-05	9.50423436333637e-07	5.64240784041557e-08
410176530.733141	7970.03550342956	2642.72636986056	5.14316366319777e-05	2.36072775676443e-06	3.28576680948729e-08
412535434.147275	2921.87592818016	2657.92454866748	4.72805766831038e-05	2.86218553616261e-06	5.18704140737637e-08
409984701.272863	4607.33897966748	2641.49043183093	5.09077439623505e-05	1.74748529262146e-06	3.00690056861733e-08
410446982.396720	16214.7130170487	2644.46886288383	5.53451385235838e-05	2.39629826344642e-06	2.60181397842570e-08
412507728.753359	12379.3045107012	2657.74604558501	5.73315100408303e-05	2.20901687541518e-06	2.99532760607706e-08
410139885.062076	8463.95027273572	2642.49026546645	5.30226853294989e-05	7.68858317627808e-07	2.66886675806800e-08
