Study Name	CuCrZrCCFE2MeV13uA0.025dpaV_single_crystal
Sample Name	2019-08-21
Run Name	4.99019E-6C45degSpot05
Operator	Angus Wylie
Date	8/21/2019
Time	17:36
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	17:37:59
	
Time	Amplitude
0.000000E+0	-3.168958E-4
5.000000E-11	-3.134699E-4
1.000000E-10	-3.049051E-4
1.500000E-10	-2.774979E-4
2.000000E-10	-2.500907E-4
2.500000E-10	-2.243965E-4
3.000000E-10	-1.884245E-4
3.500000E-10	-1.644432E-4
4.000000E-10	-1.575914E-4
4.500000E-10	-1.575914E-4
5.000000E-10	-1.661562E-4
5.500000E-10	-1.849986E-4
6.000000E-10	-2.072670E-4
6.500000E-10	-2.312483E-4
7.000000E-10	-2.500907E-4
7.500000E-10	-2.500907E-4
8.000000E-10	-2.106929E-4
8.500000E-10	-1.438878E-4
9.000000E-10	-8.564750E-5
9.500000E-10	-3.597195E-5
1.000000E-9	1.712950E-5
1.050000E-9	5.995325E-5
1.100000E-9	8.222160E-5
1.150000E-9	8.393455E-5
1.200000E-9	4.796260E-5
1.250000E-9	-2.569425E-5
1.300000E-9	-1.181936E-4
1.350000E-9	-2.381001E-4
1.400000E-9	-3.545807E-4
1.450000E-9	-4.419411E-4
1.500000E-9	-5.190239E-4
1.550000E-9	-5.789771E-4
1.600000E-9	-5.926807E-4
1.650000E-9	-5.686994E-4
1.700000E-9	-5.121721E-4
1.750000E-9	-4.213857E-4
1.800000E-9	-3.134699E-4
1.850000E-9	-2.106929E-4
1.900000E-9	-1.147677E-4
1.950000E-9	-2.398130E-5
2.000000E-9	5.138850E-5
2.050000E-9	1.113418E-4
2.100000E-9	1.456008E-4
2.150000E-9	1.507396E-4
2.200000E-9	1.387490E-4
2.250000E-9	1.216195E-4
2.300000E-9	1.113418E-4
2.350000E-9	9.249930E-5
2.400000E-9	6.166620E-5
2.450000E-9	3.425900E-5
2.500000E-9	1.712950E-6
2.550000E-9	-4.453670E-5
2.600000E-9	-9.249930E-5
2.650000E-9	-1.421749E-4
2.700000E-9	-1.987022E-4
2.750000E-9	-2.500907E-4
2.800000E-9	-2.894886E-4
2.850000E-9	-3.203217E-4
2.900000E-9	-3.374512E-4
2.950000E-9	-3.460159E-4
3.000000E-9	-3.545807E-4
3.050000E-9	-3.545807E-4
3.100000E-9	-3.408771E-4
3.150000E-9	-3.323123E-4
3.200000E-9	-3.271735E-4
3.250000E-9	-3.117569E-4
3.300000E-9	-2.946274E-4
3.350000E-9	-2.826368E-4
3.400000E-9	-2.672202E-4
3.450000E-9	-2.535166E-4
3.500000E-9	-2.398130E-4
3.550000E-9	-2.209706E-4
3.600000E-9	-1.849986E-4
3.650000E-9	-1.421749E-4
3.700000E-9	-1.027770E-4
3.750000E-9	-5.995325E-5
3.800000E-9	-2.226835E-5
3.850000E-9	-3.425900E-6
3.900000E-9	1.199065E-5
3.950000E-9	1.370360E-5
4.000000E-9	-8.564750E-6
4.050000E-9	-3.597195E-5
4.100000E-9	-5.481440E-5
4.150000E-9	-7.194390E-5
4.200000E-9	-7.365685E-5
4.250000E-9	-5.652735E-5
4.300000E-9	-4.624965E-5
4.350000E-9	-2.226835E-5
4.400000E-9	2.740720E-5
4.450000E-9	6.509210E-5
4.500000E-9	9.592520E-5
4.550000E-9	1.353231E-4
4.600000E-9	1.558785E-4
4.650000E-9	1.610173E-4
4.700000E-9	1.541655E-4
4.750000E-9	1.079159E-4
4.800000E-9	3.254605E-5
4.850000E-9	-5.310145E-5
4.900000E-9	-1.507396E-4
4.950000E-9	-2.466648E-4
5.000000E-9	-3.134699E-4
5.050000E-9	-3.717102E-4
5.100000E-9	-4.213857E-4
5.150000E-9	-4.282375E-4
5.200000E-9	-3.905526E-4
5.250000E-9	-3.374512E-4
5.300000E-9	-2.569425E-4
5.350000E-9	-1.421749E-4
5.400000E-9	-2.740720E-5
5.450000E-9	6.509210E-5
