Study Name	CuCrZrCCFE2MeV13uA0.025dpaV_single_crystal
Sample Name	2019-08-21
Run Name	4.99019E-6C45degSpot04
Operator	Angus Wylie
Date	8/21/2019
Time	17:34
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	17:36:04
	
Time	Amplitude
0.000000E+0	6.509210E-5
5.000000E-11	5.310145E-5
1.000000E-10	2.569425E-5
1.500000E-10	-3.425900E-5
2.000000E-10	-1.250454E-4
2.500000E-10	-2.158317E-4
3.000000E-10	-3.014792E-4
3.500000E-10	-3.905526E-4
4.000000E-10	-4.847649E-4
4.500000E-10	-5.515699E-4
5.000000E-10	-5.892548E-4
5.500000E-10	-6.046714E-4
6.000000E-10	-5.909678E-4
6.500000E-10	-5.412922E-4
7.000000E-10	-4.676354E-4
7.500000E-10	-3.871267E-4
8.000000E-10	-3.066181E-4
8.500000E-10	-2.158317E-4
9.000000E-10	-1.044900E-4
9.500000E-10	0.000000E+0
1.000000E-9	8.050865E-5
1.050000E-9	1.438878E-4
1.100000E-9	1.969893E-4
1.150000E-9	2.158317E-4
1.200000E-9	1.969893E-4
1.250000E-9	1.661562E-4
1.300000E-9	1.233324E-4
1.350000E-9	5.310145E-5
1.400000E-9	-2.569425E-5
1.450000E-9	-9.249930E-5
1.500000E-9	-1.456008E-4
1.550000E-9	-1.849986E-4
1.600000E-9	-1.849986E-4
1.650000E-9	-1.593044E-4
1.700000E-9	-1.250454E-4
1.750000E-9	-6.509210E-5
1.800000E-9	6.851800E-6
1.850000E-9	6.166620E-5
1.900000E-9	1.010641E-4
1.950000E-9	1.284713E-4
2.000000E-9	1.216195E-4
2.050000E-9	8.736045E-5
2.100000E-9	4.111080E-5
2.150000E-9	-1.884245E-5
2.200000E-9	-9.078635E-5
2.250000E-9	-1.507396E-4
2.300000E-9	-1.952763E-4
2.350000E-9	-2.381001E-4
2.400000E-9	-2.569425E-4
2.450000E-9	-2.466648E-4
2.500000E-9	-2.295353E-4
2.550000E-9	-2.021281E-4
2.600000E-9	-1.558785E-4
2.650000E-9	-1.027770E-4
2.700000E-9	-5.995325E-5
2.750000E-9	-2.912015E-5
2.800000E-9	-1.370360E-5
2.850000E-9	-1.712950E-5
2.900000E-9	-2.055540E-5
2.950000E-9	-4.282375E-5
3.000000E-9	-9.592520E-5
3.050000E-9	-1.473137E-4
3.100000E-9	-1.901375E-4
3.150000E-9	-2.466648E-4
3.200000E-9	-2.929145E-4
3.250000E-9	-3.237476E-4
3.300000E-9	-3.511548E-4
3.350000E-9	-3.682843E-4
3.400000E-9	-3.631454E-4
3.450000E-9	-3.477289E-4
3.500000E-9	-3.254605E-4
3.550000E-9	-2.946274E-4
3.600000E-9	-2.706461E-4
3.650000E-9	-2.586555E-4
3.700000E-9	-2.552296E-4
3.750000E-9	-2.518037E-4
3.800000E-9	-2.552296E-4
3.850000E-9	-2.689332E-4
3.900000E-9	-2.843497E-4
3.950000E-9	-2.997663E-4
4.000000E-9	-3.031922E-4
4.050000E-9	-2.946274E-4
4.100000E-9	-2.809238E-4
4.150000E-9	-2.603684E-4
4.200000E-9	-2.278224E-4
4.250000E-9	-1.764339E-4
4.300000E-9	-1.044900E-4
4.350000E-9	-1.027770E-5
4.400000E-9	7.536980E-5
4.450000E-9	1.404619E-4
4.500000E-9	2.124058E-4
4.550000E-9	2.860627E-4
4.600000E-9	3.288864E-4
4.650000E-9	3.391641E-4
4.700000E-9	3.305994E-4
4.750000E-9	2.997663E-4
4.800000E-9	2.415260E-4
4.850000E-9	1.695821E-4
4.900000E-9	9.078635E-5
4.950000E-9	1.027770E-5
5.000000E-9	-6.680505E-5
5.050000E-9	-1.318972E-4
5.100000E-9	-1.935634E-4
5.150000E-9	-2.381001E-4
5.200000E-9	-2.518037E-4
5.250000E-9	-2.500907E-4
5.300000E-9	-2.329612E-4
5.350000E-9	-1.884245E-4
5.400000E-9	-1.421749E-4
5.450000E-9	-1.130547E-4
5.500000E-9	-9.763815E-5
5.550000E-9	-9.249930E-5
5.600000E-9	-1.147677E-4
5.650000E-9	-1.627303E-4
5.700000E-9	-2.278224E-4
5.750000E-9	-3.031922E-4
5.800000E-9	-3.802749E-4
5.850000E-9	-4.607836E-4
5.900000E-9	-5.224498E-4
5.950000E-9	-5.498570E-4
6.000000E-9	-5.532829E-4
6.050000E-9	-5.481440E-4
6.100000E-9	-5.087462E-4
6.150000E-9	-4.350893E-4
6.200000E-9	-3.477289E-4
6.250000E-9	-2.346742E-4
6.300000E-9	-1.027770E-4
6.350000E-9	2.398130E-5
6.400000E-9	1.267583E-4
6.450000E-9	2.055540E-4
6.500000E-9	2.518037E-4
6.550000E-9	2.689332E-4
6.600000E-9	2.620814E-4
6.650000E-9	2.312483E-4
6.700000E-9	1.884245E-4
6.750000E-9	1.524526E-4
6.800000E-9	9.763815E-5
6.850000E-9	2.569425E-5
6.900000E-9	-3.254605E-5
6.950000E-9	-8.222160E-5
7.000000E-9	-1.404619E-4
7.050000E-9	-1.901375E-4
7.100000E-9	-2.329612E-4
7.150000E-9	-2.740720E-4
7.200000E-9	-3.049051E-4
7.250000E-9	-3.288864E-4
7.300000E-9	-3.511548E-4
7.350000E-9	-3.734231E-4
7.400000E-9	-4.213857E-4
7.450000E-9	-4.950426E-4
7.500000E-9	-5.549958E-4
7.550000E-9	-6.029584E-4
7.600000E-9	-6.766153E-4
7.650000E-9	-7.605498E-4
7.700000E-9	-8.427714E-4
7.750000E-9	-9.421225E-4
7.800000E-9	-1.055177E-3
7.850000E-9	-1.156241E-3
7.900000E-9	-1.247028E-3
7.950000E-9	-1.327536E-3
8.000000E-9	-1.382351E-3
8.050000E-9	-1.411471E-3
8.100000E-9	-1.409758E-3
8.150000E-9	-1.336101E-3
8.200000E-9	-1.130547E-3
8.250000E-9	-7.554110E-4
8.300000E-9	-1.558785E-4
8.350000E-9	7.519851E-4
8.400000E-9	2.033272E-3
8.450000E-9	3.732518E-3
8.500000E-9	5.878845E-3
8.550000E-9	8.482529E-3
8.600000E-9	1.152644E-2
8.650000E-9	1.496604E-2
8.700000E-9	1.867801E-2
8.750000E-9	2.251330E-2
8.800000E-9	2.634860E-2
8.850000E-9	3.003829E-2
8.900000E-9	3.341966E-2
8.950000E-9	3.638649E-2
9.000000E-9	3.887883E-2
9.050000E-9	4.085043E-2
9.100000E-9	4.230987E-2
9.150000E-9	4.332393E-2
9.200000E-9	4.396115E-2
9.250000E-9	4.430717E-2
9.300000E-9	4.451101E-2
9.350000E-9	4.470457E-2
9.400000E-9	4.496836E-2
9.450000E-9	4.535720E-2
9.500000E-9	4.593104E-2
9.550000E-9	4.667960E-2
9.600000E-9	4.755835E-2
9.650000E-9	4.853301E-2
9.700000E-9	4.952824E-2
9.750000E-9	5.042925E-2
9.800000E-9	5.117267E-2
9.850000E-9	5.170711E-2
9.900000E-9	5.196063E-2
9.950000E-9	5.189382E-2
1.000000E-8	5.150841E-2
1.005000E-8	5.080096E-2
1.010000E-8	4.976805E-2
1.015000E-8	4.844908E-2
1.020000E-8	4.689543E-2
1.025000E-8	4.516707E-2
1.030000E-8	4.333764E-2
1.035000E-8	4.147223E-2
1.040000E-8	3.960512E-2
1.045000E-8	3.778939E-2
1.050000E-8	3.609528E-2
1.055000E-8	3.455020E-2
1.060000E-8	3.315244E-2
1.065000E-8	3.193624E-2
1.070000E-8	3.093074E-2
1.075000E-8	3.009139E-2
1.080000E-8	2.939936E-2
1.085000E-8	2.887862E-2
1.090000E-8	2.850863E-2
1.095000E-8	2.823456E-2
1.100000E-8	2.804613E-2
1.105000E-8	2.795706E-2
1.110000E-8	2.793479E-2
1.115000E-8	2.794164E-2
1.120000E-8	2.799132E-2
1.125000E-8	2.810266E-2
1.130000E-8	2.824997E-2
1.135000E-8	2.842983E-2
1.140000E-8	2.866279E-2
1.145000E-8	2.894886E-2
1.150000E-8	2.929145E-2
1.155000E-8	2.970941E-2
1.160000E-8	3.019760E-2
1.165000E-8	3.075944E-2
1.170000E-8	3.140694E-2
1.175000E-8	3.212467E-2
1.180000E-8	3.289549E-2
1.185000E-8	3.371600E-2
1.190000E-8	3.458446E-2
1.195000E-8	3.545293E-2
1.200000E-8	3.630255E-2
1.205000E-8	3.714361E-2
1.210000E-8	3.793499E-2
1.215000E-8	3.864415E-2
1.220000E-8	3.926424E-2
1.225000E-8	3.976785E-2
1.230000E-8	4.011386E-2
1.235000E-8	4.033312E-2
1.240000E-8	4.044275E-2
1.245000E-8	4.042220E-2
1.250000E-8	4.027488E-2
1.255000E-8	4.001623E-2
1.260000E-8	3.963424E-2
1.265000E-8	3.914262E-2
1.270000E-8	3.856536E-2
1.275000E-8	3.791101E-2
1.280000E-8	3.718301E-2
1.285000E-8	3.639505E-2
1.290000E-8	3.556941E-2
1.295000E-8	3.470266E-2
1.300000E-8	3.379308E-2
1.305000E-8	3.286809E-2
1.310000E-8	3.194309E-2
1.315000E-8	3.099583E-2
1.320000E-8	3.004514E-2
1.325000E-8	2.911330E-2
1.330000E-8	2.820715E-2
1.335000E-8	2.733697E-2
1.340000E-8	2.654216E-2
1.345000E-8	2.582272E-2
1.350000E-8	2.518037E-2
1.355000E-8	2.462194E-2
1.360000E-8	2.416287E-2
1.365000E-8	2.381343E-2
1.370000E-8	2.357533E-2
1.375000E-8	2.344172E-2
1.380000E-8	2.341089E-2
1.385000E-8	2.349482E-2
1.390000E-8	2.371065E-2
1.395000E-8	2.405153E-2
1.400000E-8	2.450375E-2
1.405000E-8	2.506560E-2
1.410000E-8	2.573536E-2
1.415000E-8	2.650105E-2
1.420000E-8	2.733868E-2
1.425000E-8	2.822599E-2
1.430000E-8	2.916297E-2
1.435000E-8	3.013079E-2
1.440000E-8	3.107977E-2
1.445000E-8	3.199448E-2
1.450000E-8	3.288350E-2
1.455000E-8	3.370743E-2
1.460000E-8	3.443201E-2
1.465000E-8	3.507608E-2
1.470000E-8	3.563621E-2
1.475000E-8	3.608158E-2
1.480000E-8	3.643616E-2
1.485000E-8	3.671366E-2
1.490000E-8	3.687639E-2
1.495000E-8	3.693634E-2
1.500000E-8	3.692949E-2
1.505000E-8	3.683699E-2
1.510000E-8	3.663315E-2
1.515000E-8	3.635051E-2
1.520000E-8	3.599936E-2
1.525000E-8	3.555228E-2
1.530000E-8	3.499728E-2
1.535000E-8	3.436349E-2
1.540000E-8	3.364919E-2
1.545000E-8	3.284068E-2
1.550000E-8	3.194138E-2
1.555000E-8	3.097185E-2
1.560000E-8	2.994579E-2
1.565000E-8	2.888376E-2
1.570000E-8	2.781660E-2
1.575000E-8	2.676313E-2
1.580000E-8	2.573707E-2
1.585000E-8	2.477097E-2
1.590000E-8	2.390764E-2
1.595000E-8	2.315052E-2
1.600000E-8	2.248932E-2
1.605000E-8	2.196345E-2
1.610000E-8	2.157974E-2
1.615000E-8	2.130053E-2
1.620000E-8	2.114123E-2
1.625000E-8	2.112067E-2
1.630000E-8	2.120118E-2
1.635000E-8	2.137248E-2
1.640000E-8	2.165169E-2
1.645000E-8	2.203710E-2
1.650000E-8	2.251844E-2
1.655000E-8	2.308029E-2
1.660000E-8	2.370038E-2
1.665000E-8	2.438898E-2
1.670000E-8	2.515467E-2
1.675000E-8	2.597175E-2
1.680000E-8	2.680424E-2
1.685000E-8	2.765215E-2
1.690000E-8	2.851034E-2
1.695000E-8	2.936682E-2
1.700000E-8	3.019931E-2
1.705000E-8	3.098898E-2
1.710000E-8	3.173240E-2
1.715000E-8	3.242101E-2
1.720000E-8	3.304281E-2
1.725000E-8	3.359266E-2
1.730000E-8	3.404488E-2
1.735000E-8	3.439090E-2
1.740000E-8	3.465983E-2
1.745000E-8	3.484997E-2
1.750000E-8	3.492876E-2
1.755000E-8	3.488594E-2
1.760000E-8	3.473520E-2
1.765000E-8	3.446456E-2
1.770000E-8	3.406886E-2
1.775000E-8	3.354813E-2
1.780000E-8	3.291262E-2
1.785000E-8	3.219832E-2
1.790000E-8	3.141893E-2
1.795000E-8	3.055046E-2
1.800000E-8	2.962890E-2
1.805000E-8	2.869363E-2
1.810000E-8	2.775493E-2
1.815000E-8	2.682308E-2
1.820000E-8	2.591865E-2
1.825000E-8	2.505189E-2
1.830000E-8	2.424681E-2
1.835000E-8	2.350339E-2
1.840000E-8	2.280450E-2
1.845000E-8	2.215530E-2
1.850000E-8	2.157803E-2
1.855000E-8	2.107100E-2
1.860000E-8	2.061707E-2
1.865000E-8	2.022138E-2
1.870000E-8	1.989934E-2
1.875000E-8	1.965610E-2
1.880000E-8	1.949508E-2
1.885000E-8	1.944883E-2
1.890000E-8	1.952592E-2
1.895000E-8	1.971092E-2
1.900000E-8	2.000726E-2
1.905000E-8	2.044235E-2
1.910000E-8	2.099220E-2
1.915000E-8	2.162086E-2
1.920000E-8	2.233002E-2
1.925000E-8	2.309742E-2
1.930000E-8	2.389394E-2
1.935000E-8	2.471616E-2
1.940000E-8	2.555379E-2
1.945000E-8	2.637600E-2
1.950000E-8	2.716225E-2
1.955000E-8	2.791766E-2
1.960000E-8	2.864224E-2
1.965000E-8	2.931371E-2
1.970000E-8	2.994237E-2
1.975000E-8	3.053505E-2
1.980000E-8	3.106778E-2
1.985000E-8	3.152685E-2
1.990000E-8	3.192768E-2
1.995000E-8	3.225314E-2
2.000000E-8	3.247068E-2
2.005000E-8	3.258545E-2
2.010000E-8	3.257346E-2
2.015000E-8	3.242786E-2
2.020000E-8	3.216578E-2
2.025000E-8	3.177180E-2
2.030000E-8	3.124592E-2
2.035000E-8	3.062755E-2
2.040000E-8	2.994579E-2
2.045000E-8	2.917497E-2
2.050000E-8	2.833219E-2
2.055000E-8	2.748257E-2
2.060000E-8	2.662096E-2
2.065000E-8	2.572851E-2
2.070000E-8	2.486176E-2
2.075000E-8	2.403269E-2
2.080000E-8	2.319334E-2
2.085000E-8	2.237627E-2
2.090000E-8	2.161058E-2
2.095000E-8	2.087058E-2
2.100000E-8	2.017855E-2
2.105000E-8	1.957217E-2
2.110000E-8	1.904800E-2
2.115000E-8	1.861977E-2
2.120000E-8	1.831829E-2
2.125000E-8	1.814014E-2
2.130000E-8	1.809903E-2
2.135000E-8	1.821722E-2
2.140000E-8	1.847588E-2
2.145000E-8	1.885615E-2
2.150000E-8	1.937347E-2
2.155000E-8	1.998328E-2
2.160000E-8	2.062049E-2
2.165000E-8	2.130225E-2
2.170000E-8	2.204224E-2
2.175000E-8	2.278395E-2
2.180000E-8	2.351367E-2
2.185000E-8	2.424681E-2
2.190000E-8	2.496625E-2
2.195000E-8	2.566856E-2
2.200000E-8	2.637600E-2
2.205000E-8	2.706975E-2
2.210000E-8	2.775493E-2
2.215000E-8	2.843668E-2
2.220000E-8	2.906705E-2
2.225000E-8	2.963232E-2
2.230000E-8	3.016505E-2
2.235000E-8	3.061898E-2
2.240000E-8	3.095129E-2
2.245000E-8	3.117740E-2
2.250000E-8	3.129388E-2
2.255000E-8	3.127504E-2
2.260000E-8	3.112088E-2
2.265000E-8	3.084509E-2
2.270000E-8	3.045111E-2
2.275000E-8	2.995093E-2
2.280000E-8	2.935311E-2
2.285000E-8	2.865937E-2
2.290000E-8	2.787998E-2
2.295000E-8	2.702693E-2
2.300000E-8	2.610878E-2
2.305000E-8	2.515467E-2
2.310000E-8	2.417486E-2
2.315000E-8	2.317450E-2
2.320000E-8	2.218442E-2
2.325000E-8	2.124401E-2
2.330000E-8	2.034128E-2
2.335000E-8	1.947282E-2
2.340000E-8	1.867801E-2
2.345000E-8	1.796713E-2
2.350000E-8	1.733163E-2
2.355000E-8	1.678862E-2
2.360000E-8	1.634840E-2
2.365000E-8	1.598525E-2
2.370000E-8	1.570775E-2
2.375000E-8	1.551076E-2
2.380000E-8	1.540456E-2
2.385000E-8	1.541655E-2
2.390000E-8	1.555187E-2
2.395000E-8	1.578826E-2
2.400000E-8	1.611886E-2
2.405000E-8	1.656080E-2
2.410000E-8	1.711237E-2
2.415000E-8	1.775473E-2
2.420000E-8	1.846731E-2
2.425000E-8	1.924328E-2
2.430000E-8	2.008091E-2
2.435000E-8	2.096308E-2
2.440000E-8	2.186752E-2
2.445000E-8	2.278224E-2
2.450000E-8	2.369524E-2
2.455000E-8	2.458769E-2
2.460000E-8	2.544587E-2
2.465000E-8	2.625096E-2
2.470000E-8	2.698068E-2
2.475000E-8	2.762817E-2
2.480000E-8	2.818317E-2
2.485000E-8	2.864395E-2
2.490000E-8	2.901224E-2
2.495000E-8	2.928459E-2
2.500000E-8	2.943705E-2
2.505000E-8	2.946445E-2
2.510000E-8	2.938737E-2
2.515000E-8	2.922293E-2
2.520000E-8	2.895057E-2
2.525000E-8	2.857886E-2
2.530000E-8	2.813349E-2
2.535000E-8	2.761789E-2
2.540000E-8	2.702179E-2
2.545000E-8	2.635545E-2
2.550000E-8	2.562745E-2
2.555000E-8	2.482579E-2
2.560000E-8	2.397787E-2
2.565000E-8	2.311797E-2
2.570000E-8	2.224951E-2
2.575000E-8	2.136734E-2
2.580000E-8	2.048174E-2
2.585000E-8	1.962184E-2
2.590000E-8	1.880648E-2
2.595000E-8	1.804764E-2
2.600000E-8	1.735218E-2
2.605000E-8	1.673038E-2
2.610000E-8	1.617881E-2
2.615000E-8	1.569576E-2
2.620000E-8	1.530521E-2
2.625000E-8	1.501401E-2
2.630000E-8	1.481188E-2
2.635000E-8	1.472452E-2
2.640000E-8	1.475706E-2
2.645000E-8	1.490267E-2
2.650000E-8	1.516646E-2
2.655000E-8	1.554502E-2
2.660000E-8	1.601608E-2
2.665000E-8	1.657450E-2
2.670000E-8	1.722371E-2
2.675000E-8	1.794144E-2
2.680000E-8	1.869514E-2
2.685000E-8	1.947796E-2
2.690000E-8	2.028818E-2
2.695000E-8	2.111725E-2
2.700000E-8	2.194974E-2
2.705000E-8	2.276168E-2
2.710000E-8	2.353251E-2
2.715000E-8	2.426908E-2
2.720000E-8	2.497824E-2
2.725000E-8	2.563944E-2
2.730000E-8	2.623212E-2
2.735000E-8	2.675799E-2
2.740000E-8	2.720507E-2
2.745000E-8	2.757164E-2
2.750000E-8	2.785085E-2
2.755000E-8	2.800331E-2
2.760000E-8	2.803585E-2
2.765000E-8	2.797761E-2
2.770000E-8	2.779433E-2
2.775000E-8	2.746887E-2
2.780000E-8	2.706290E-2
2.785000E-8	2.658670E-2
2.790000E-8	2.599916E-2
2.795000E-8	2.533624E-2
2.800000E-8	2.463907E-2
2.805000E-8	2.389737E-2
2.810000E-8	2.310598E-2
2.815000E-8	2.227692E-2
2.820000E-8	2.141188E-2
2.825000E-8	2.052628E-2
2.830000E-8	1.964925E-2
2.835000E-8	1.878592E-2
2.840000E-8	1.794144E-2
2.845000E-8	1.714834E-2
2.850000E-8	1.641691E-2
2.855000E-8	1.574372E-2
2.860000E-8	1.515447E-2
2.865000E-8	1.466285E-2
2.870000E-8	1.426887E-2
2.875000E-8	1.398624E-2
2.880000E-8	1.382351E-2
2.885000E-8	1.376869E-2
