Study Name	V_single_crystal
Sample Name	2019-08-22
Run Name	5.0997452e-4C45degSpot03
Operator	Angus Wylie
Date	8/22/2019
Time	02:01
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	02:02:57
	
Time	Amplitude
0.000000E+0	-5.001814E-4
5.000000E-11	-4.624965E-4
1.000000E-10	-4.402282E-4
1.500000E-10	-4.419411E-4
2.000000E-10	-4.607836E-4
2.500000E-10	-4.796260E-4
3.000000E-10	-5.138850E-4
3.500000E-10	-5.635606E-4
4.000000E-10	-5.978196E-4
4.500000E-10	-6.200879E-4
5.000000E-10	-6.286527E-4
5.500000E-10	-6.080973E-4
6.000000E-10	-5.567088E-4
6.500000E-10	-4.762001E-4
7.000000E-10	-3.597195E-4
7.500000E-10	-2.346742E-4
8.000000E-10	-1.387490E-4
8.500000E-10	-6.680505E-5
9.000000E-10	-1.199065E-5
9.500000E-10	1.370360E-5
1.000000E-9	-5.138850E-6
1.050000E-9	-5.995325E-5
1.100000E-9	-1.456008E-4
1.150000E-9	-2.466648E-4
1.200000E-9	-3.648584E-4
1.250000E-9	-4.950426E-4
1.300000E-9	-6.200879E-4
1.350000E-9	-7.125872E-4
1.400000E-9	-7.485592E-4
1.450000E-9	-7.331426E-4
1.500000E-9	-6.783282E-4
1.550000E-9	-5.841160E-4
1.600000E-9	-4.624965E-4
1.650000E-9	-3.340253E-4
1.700000E-9	-2.021281E-4
1.750000E-9	-8.564750E-5
1.800000E-9	-6.851800E-6
1.850000E-9	4.282375E-5
1.900000E-9	6.166620E-5
1.950000E-9	3.254605E-5
2.000000E-9	-2.912015E-5
2.050000E-9	-1.027770E-4
2.100000E-9	-2.055540E-4
2.150000E-9	-3.271735E-4
2.200000E-9	-4.213857E-4
2.250000E-9	-4.916167E-4
2.300000E-9	-5.447181E-4
2.350000E-9	-5.738383E-4
2.400000E-9	-5.618476E-4
2.450000E-9	-5.155980E-4
2.500000E-9	-4.505059E-4
2.550000E-9	-3.751361E-4
2.600000E-9	-3.100440E-4
2.650000E-9	-2.620814E-4
2.700000E-9	-2.243965E-4
2.750000E-9	-1.747209E-4
2.800000E-9	-1.301842E-4
