414247134.869974	6701.92302801298	2668.95286525376	7.59925926225349e-05	5.03960080707569e-06	2.99191451322923e-08
415544891.113794	6562.00824725173	2677.31417895706	8.03012863919443e-05	5.25257852059528e-06	3.87505258301326e-08
414797288.558447	3572.58201455490	2672.49745045322	9.31562045872521e-05	6.59529022231666e-06	4.31781842253845e-08
413917742.738052	4970.79973740822	2666.83062468699	6.34894611979430e-05	8.25668464557663e-06	3.84688877468910e-08
413716222.656985	3414.31649070190	2665.53225095669	8.00233728616558e-05	5.11346185654309e-06	3.71900517438533e-08
413560412.550101	3579.07313419670	2664.52838201904	7.75669222541056e-05	5.32778915661297e-06	3.72167586069692e-08
413661058.147034	4764.70324733969	2665.17683153553	7.70321149454795e-05	5.56629712855189e-06	3.95605925079067e-08
413731875.773285	8307.73098761672	2665.63310241970	7.52935186912151e-05	4.73370954750538e-06	3.44005304295692e-08
415412228.035753	10014.8001378753	2676.45944401155	8.57454700198135e-05	4.26154661660014e-06	3.12970464969695e-08
414730608.370813	5309.97542894096	2672.06783667231	8.70055553880060e-05	5.35610495716967e-06	3.37762842418787e-08
413280309.394462	3606.00088761265	2662.72370539758	7.19476012888340e-05	4.65498943816428e-06	3.72706815478131e-08
414347108.514649	4303.52144079049	2669.59698544903	7.40991393366766e-05	4.00514679202174e-06	3.60643528468114e-08
415467230.914378	11360.6906731456	2676.81382205824	7.07804739652036e-05	4.86702382757458e-06	3.57619115408298e-08
414712821.730668	8926.26531487362	2671.95323912852	6.34459039622635e-05	NaN	2.63228843277099e-08
412536784.089812	4604.90450934770	2657.93324621225	8.07395977104714e-05	1.87524571168127e-06	4.40626827313199e-08
