Study Name	Tungsten_Calibration
Sample Name	2022-01-04
Run Name	spot0
Operator	Angus
Date	1/4/2022
Time	09:20
Sign	NEG
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	09:20:46
	
Time	Amplitude
0.000000E+0	-6.166605E-4
5.000000E-11	-6.731879E-4
1.000000E-10	-7.262893E-4
1.500000E-10	-7.674001E-4
2.000000E-10	-7.982332E-4
2.500000E-10	-8.222145E-4
3.000000E-10	-8.205016E-4
3.500000E-10	-7.862426E-4
4.000000E-10	-7.314282E-4
4.500000E-10	-6.800397E-4
5.000000E-10	-6.217994E-4
5.500000E-10	-5.567073E-4
6.000000E-10	-5.087447E-4
6.500000E-10	-4.950411E-4
7.000000E-10	-4.710598E-4
7.500000E-10	-4.539303E-4
8.000000E-10	-4.505044E-4
8.500000E-10	-4.779116E-4
9.000000E-10	-5.018929E-4
9.500000E-10	-5.310130E-4
1.000000E-9	-5.704109E-4
1.050000E-9	-6.080958E-4
1.100000E-9	-6.355030E-4
1.150000E-9	-6.834656E-4
1.200000E-9	-7.040210E-4
1.250000E-9	-7.468447E-4
1.300000E-9	-7.999462E-4
1.350000E-9	-8.427699E-4
1.400000E-9	-9.027232E-4
1.450000E-9	-9.661023E-4
1.500000E-9	-1.032907E-3
1.550000E-9	-1.091148E-3
1.600000E-9	-1.135684E-3
1.650000E-9	-1.164805E-3
1.700000E-9	-1.178508E-3
1.750000E-9	-1.171656E-3
1.800000E-9	-1.157953E-3
1.850000E-9	-1.152814E-3
1.900000E-9	-1.123694E-3
1.950000E-9	-1.079157E-3
2.000000E-9	-1.031194E-3
2.050000E-9	-1.007213E-3
2.100000E-9	-9.815189E-4
2.150000E-9	-9.729541E-4
2.200000E-9	-9.883707E-4
2.250000E-9	-9.986484E-4
2.300000E-9	-1.017491E-3
2.350000E-9	-1.051750E-3
2.400000E-9	-1.070592E-3
2.450000E-9	-1.092861E-3
2.500000E-9	-1.104851E-3
2.550000E-9	-1.099712E-3
2.600000E-9	-1.075731E-3
2.650000E-9	-1.058602E-3
2.700000E-9	-1.031194E-3
2.750000E-9	-9.815189E-4
2.800000E-9	-9.284174E-4
2.850000E-9	-8.855937E-4
2.900000E-9	-8.718901E-4
2.950000E-9	-8.530476E-4
3.000000E-9	-8.513347E-4
3.050000E-9	-8.564735E-4
3.100000E-9	-8.650383E-4
3.150000E-9	-8.873066E-4
3.200000E-9	-9.198527E-4
3.250000E-9	-9.609635E-4
3.300000E-9	-9.712412E-4
3.350000E-9	-9.866577E-4
3.400000E-9	-9.917966E-4
3.450000E-9	-9.798059E-4
3.500000E-9	-9.661023E-4
3.550000E-9	-9.661023E-4
3.600000E-9	-9.489728E-4
3.650000E-9	-9.695282E-4
3.700000E-9	-9.712412E-4
3.750000E-9	-9.746671E-4
3.800000E-9	-1.017491E-3
3.850000E-9	-1.041472E-3
3.900000E-9	-1.082583E-3
3.950000E-9	-1.116842E-3
4.000000E-9	-1.157953E-3
4.050000E-9	-1.181934E-3
4.100000E-9	-1.221332E-3
4.150000E-9	-1.229897E-3
4.200000E-9	-1.219619E-3
4.250000E-9	-1.197351E-3
4.300000E-9	-1.152814E-3
4.350000E-9	-1.074018E-3
4.400000E-9	-9.917966E-4
4.450000E-9	-9.284174E-4
4.500000E-9	-8.513347E-4
4.550000E-9	-7.828167E-4
4.600000E-9	-7.108728E-4
4.650000E-9	-6.783267E-4
4.700000E-9	-6.440677E-4
4.750000E-9	-6.235123E-4
4.800000E-9	-6.029569E-4
4.850000E-9	-6.046699E-4
4.900000E-9	-6.320771E-4
4.950000E-9	-6.629102E-4
5.000000E-9	-6.868915E-4
5.050000E-9	-7.502706E-4
5.100000E-9	-7.982332E-4
5.150000E-9	-8.376311E-4
5.200000E-9	-8.633253E-4
5.250000E-9	-8.855937E-4
5.300000E-9	-8.838807E-4
5.350000E-9	-8.821678E-4
5.400000E-9	-8.324922E-4
5.450000E-9	-8.102239E-4
5.500000E-9	-7.588354E-4
5.550000E-9	-6.868915E-4
5.600000E-9	-5.995310E-4
5.650000E-9	-5.190224E-4
5.700000E-9	-4.350878E-4
5.750000E-9	-3.648569E-4
5.800000E-9	-2.912000E-4
5.850000E-9	-2.346727E-4
5.900000E-9	-1.661547E-4
5.950000E-9	-1.267568E-4
6.000000E-9	-8.907192E-5
6.050000E-9	-6.166472E-5
6.100000E-9	-4.110932E-5
6.150000E-9	-1.884097E-5
6.200000E-9	-2.055392E-5
6.250000E-9	-4.967407E-5
6.300000E-9	-6.680357E-5
6.350000E-9	-9.421077E-5
6.400000E-9	-1.507381E-4
6.450000E-9	-2.055525E-4
6.500000E-9	-2.586540E-4
6.550000E-9	-3.083295E-4
6.600000E-9	-3.614310E-4
6.650000E-9	-4.145324E-4
6.700000E-9	-4.624950E-4
6.750000E-9	-4.693468E-4
6.800000E-9	-4.436526E-4
6.850000E-9	-4.196713E-4
6.900000E-9	-3.186072E-4
6.950000E-9	-1.884230E-4
7.000000E-9	-1.712802E-5
7.050000E-9	2.141202E-4
7.100000E-9	5.053217E-4
7.150000E-9	8.787449E-4
7.200000E-9	1.339528E-3
7.250000E-9	1.861978E-3
7.300000E-9	2.476927E-3
7.350000E-9	3.141552E-3
7.400000E-9	3.838723E-3
7.450000E-9	4.496495E-3
7.500000E-9	5.058343E-3
7.550000E-9	5.508849E-3
7.600000E-9	5.755514E-3
7.650000E-9	5.748662E-3
7.700000E-9	5.479729E-3
7.750000E-9	4.931585E-3
7.800000E-9	4.080249E-3
7.850000E-9	2.994238E-3
7.900000E-9	1.699248E-3
7.950000E-9	2.483792E-4
8.000000E-9	-1.236748E-3
8.050000E-9	-2.752709E-3
8.100000E-9	-4.224133E-3
8.150000E-9	-5.575651E-3
8.200000E-9	-6.805549E-3
8.250000E-9	-7.893272E-3
8.300000E-9	-8.830256E-3
8.350000E-9	-9.678166E-3
8.400000E-9	-1.040617E-2
8.450000E-9	-1.109478E-2
8.500000E-9	-1.176625E-2
8.550000E-9	-1.243088E-2
8.600000E-9	-1.312462E-2
8.650000E-9	-1.379267E-2
8.700000E-9	-1.444017E-2
8.750000E-9	-1.503456E-2
8.800000E-9	-1.556044E-2
8.850000E-9	-1.590817E-2
8.900000E-9	-1.605205E-2
8.950000E-9	-1.598011E-2
9.000000E-9	-1.563752E-2
9.050000E-9	-1.501743E-2
9.100000E-9	-1.413355E-2
9.150000E-9	-1.302184E-2
9.200000E-9	-1.173199E-2
9.250000E-9	-1.036163E-2
9.300000E-9	-8.927894E-3
9.350000E-9	-7.542118E-3
9.400000E-9	-6.286525E-3
9.450000E-9	-5.221070E-3
9.500000E-9	-4.361169E-3
9.550000E-9	-3.744507E-3
9.600000E-9	-3.360807E-3
9.650000E-9	-3.218632E-3
9.700000E-9	-3.251178E-3
9.750000E-9	-3.431037E-3
9.800000E-9	-3.696545E-3
9.850000E-9	-4.018579E-3
9.900000E-9	-4.356030E-3
9.950000E-9	-4.671213E-3
1.000000E-8	-4.941859E-3
1.005000E-8	-5.181672E-3
1.010000E-8	-5.404356E-3
1.015000E-8	-5.587642E-3
1.020000E-8	-5.820603E-3
1.025000E-8	-6.067268E-3
1.030000E-8	-6.344766E-3
1.035000E-8	-6.690781E-3
1.040000E-8	-7.086473E-3
1.045000E-8	-7.533553E-3
1.050000E-8	-8.018318E-3
1.055000E-8	-8.523638E-3
1.060000E-8	-9.042662E-3
1.065000E-8	-9.563399E-3
1.070000E-8	-1.004816E-2
1.075000E-8	-1.049353E-2
1.080000E-8	-1.092862E-2
1.085000E-8	-1.133288E-2
1.090000E-8	-1.169260E-2
1.095000E-8	-1.202833E-2
1.100000E-8	-1.234180E-2
1.105000E-8	-1.264671E-2
1.110000E-8	-1.294819E-2
1.115000E-8	-1.322911E-2
1.120000E-8	-1.347578E-2
1.125000E-8	-1.369161E-2
1.130000E-8	-1.388346E-2
1.135000E-8	-1.402221E-2
1.140000E-8	-1.410614E-2
1.145000E-8	-1.410443E-2
1.150000E-8	-1.404448E-2
1.155000E-8	-1.390401E-2
1.160000E-8	-1.368990E-2
1.165000E-8	-1.342953E-2
1.170000E-8	-1.307666E-2
1.175000E-8	-1.266555E-2
1.180000E-8	-1.219792E-2
1.185000E-8	-1.169431E-2
1.190000E-8	-1.113931E-2
1.195000E-8	-1.057061E-2
