Study Name	Tungsten_Calibration
Sample Name	2021-12-13
Run Name	spot0
Operator	Ben/Eleni
Date	12/13/2021
Time	14:15
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	14:16:06
	
Time	Amplitude
4.025000E-8	4.015155E-3
4.030000E-8	4.429689E-3
4.035000E-8	4.845936E-3
4.040000E-8	5.275886E-3
4.045000E-8	5.666439E-3
4.050000E-8	6.046714E-3
4.055000E-8	6.396155E-3
4.060000E-8	6.690783E-3
4.065000E-8	6.918605E-3
4.070000E-8	7.052215E-3
4.075000E-8	7.089900E-3
4.080000E-8	7.055641E-3
4.085000E-8	6.963142E-3
4.090000E-8	6.781569E-3
4.095000E-8	6.557173E-3
4.100000E-8	6.289952E-3
4.105000E-8	5.971344E-3
4.110000E-8	5.563662E-3
4.115000E-8	5.111443E-3
4.120000E-8	4.630104E-3
4.125000E-8	4.102515E-3
4.130000E-8	3.550945E-3
4.135000E-8	2.954839E-3
4.140000E-8	2.309057E-3
4.145000E-8	1.682117E-3
4.150000E-8	9.900850E-4
4.155000E-8	2.997661E-4
4.160000E-8	-3.580067E-4
4.165000E-8	-9.541133E-4
4.170000E-8	-1.476563E-3
4.175000E-8	-1.901375E-3
4.180000E-8	-2.225122E-3
4.185000E-8	-2.428963E-3
4.190000E-8	-2.572851E-3
4.195000E-8	-2.554009E-3
4.200000E-8	-2.425537E-3
4.205000E-8	-2.187437E-3
4.210000E-8	-1.901375E-3
4.215000E-8	-1.522813E-3
4.220000E-8	-1.096288E-3
4.225000E-8	-6.286528E-4
4.230000E-8	-1.301843E-4
4.235000E-8	4.008302E-4
4.240000E-8	9.181411E-4
4.245000E-8	1.464572E-3
4.250000E-8	1.978457E-3
4.255000E-8	2.446093E-3
4.260000E-8	2.915441E-3
4.265000E-8	3.367660E-3
4.270000E-8	3.804462E-3
4.275000E-8	4.218996E-3
4.280000E-8	4.626678E-3
4.285000E-8	4.962416E-3
4.290000E-8	5.291303E-3
4.295000E-8	5.620189E-3
4.300000E-8	5.866854E-3
4.305000E-8	6.111806E-3
4.310000E-8	6.255693E-3
4.315000E-8	6.360183E-3
4.320000E-8	6.331063E-3
4.325000E-8	6.216296E-3
4.330000E-8	6.036436E-3
4.335000E-8	5.776067E-3
4.340000E-8	5.457459E-3
4.345000E-8	5.085749E-3
4.350000E-8	4.681492E-3
4.355000E-8	4.188163E-3
4.360000E-8	3.658861E-3
4.365000E-8	3.143263E-3
4.370000E-8	2.615675E-3
4.375000E-8	2.115493E-3
4.380000E-8	1.613599E-3
4.385000E-8	1.132260E-3
4.390000E-8	6.406432E-4
4.395000E-8	1.079157E-4
4.400000E-8	-3.837009E-4
4.405000E-8	-8.855953E-4
4.410000E-8	-1.346379E-3
4.415000E-8	-1.728367E-3
4.420000E-8	-2.062392E-3
4.425000E-8	-2.322760E-3
4.430000E-8	-2.507759E-3
4.435000E-8	-2.588268E-3
4.440000E-8	-2.565999E-3
4.445000E-8	-2.439241E-3
4.450000E-8	-2.226835E-3
4.455000E-8	-1.957902E-3
4.460000E-8	-1.620451E-3
4.465000E-8	-1.224759E-3
4.470000E-8	-7.930960E-4
4.475000E-8	-3.357383E-4
4.480000E-8	1.593042E-4
4.485000E-8	6.629116E-4
4.490000E-8	1.161380E-3
4.495000E-8	1.656423E-3
4.500000E-8	2.185724E-3
4.505000E-8	2.682480E-3
4.510000E-8	3.158680E-3
4.515000E-8	3.619463E-3
4.520000E-8	4.090525E-3
4.525000E-8	4.487929E-3
4.530000E-8	4.823667E-3
4.535000E-8	5.075471E-3
4.540000E-8	5.270747E-3
4.545000E-8	5.414635E-3
4.550000E-8	5.486579E-3
4.555000E-8	5.531116E-3
4.560000E-8	5.491718E-3
4.565000E-8	5.416348E-3
4.570000E-8	5.270747E-3
4.575000E-8	5.046351E-3
4.580000E-8	4.797973E-3
4.585000E-8	4.542743E-3
4.590000E-8	4.183024E-3
4.595000E-8	3.777055E-3
4.600000E-8	3.331688E-3
4.605000E-8	2.836645E-3
4.610000E-8	2.322760E-3
4.615000E-8	1.791746E-3
4.620000E-8	1.313833E-3
4.625000E-8	8.701785E-4
4.630000E-8	4.950425E-4
4.635000E-8	8.907329E-5
4.640000E-8	-2.175448E-4
4.645000E-8	-4.590707E-4
4.650000E-8	-6.731895E-4
4.655000E-8	-8.479104E-4
4.660000E-8	-9.626780E-4
4.665000E-8	-1.065455E-3
4.670000E-8	-1.109992E-3
4.675000E-8	-1.144251E-3
4.680000E-8	-1.139112E-3
4.685000E-8	-1.128834E-3
4.690000E-8	-1.036335E-3
4.695000E-8	-9.078636E-4
4.700000E-8	-7.040226E-4
4.705000E-8	-4.368024E-4
4.710000E-8	-1.113419E-4
4.715000E-8	2.757848E-4
4.720000E-8	6.954576E-4
4.725000E-8	1.164806E-3
4.730000E-8	1.666700E-3
4.735000E-8	2.197715E-3
4.740000E-8	2.739007E-3
4.745000E-8	3.240901E-3
4.750000E-8	3.689694E-3
4.755000E-8	4.066543E-3
4.760000E-8	4.362884E-3
4.765000E-8	4.554734E-3
4.770000E-8	4.690057E-3
4.775000E-8	4.775705E-3
4.780000E-8	4.770566E-3
4.785000E-8	4.773992E-3
4.790000E-8	4.698622E-3
4.795000E-8	4.583854E-3
4.800000E-8	4.427976E-3
4.805000E-8	4.337189E-3
4.810000E-8	4.220709E-3
4.815000E-8	4.068256E-3
4.820000E-8	3.890109E-3
4.825000E-8	3.717102E-3
4.830000E-8	3.477288E-3
4.835000E-8	3.180948E-3
4.840000E-8	2.893173E-3
4.845000E-8	2.533453E-3
4.850000E-8	2.189150E-3
4.855000E-8	1.781468E-3
4.860000E-8	1.368647E-3
4.865000E-8	9.369836E-4
4.870000E-8	5.310144E-4
4.875000E-8	1.781467E-4
4.880000E-8	-1.130548E-4
4.885000E-8	-3.939786E-4
4.890000E-8	-5.806902E-4
4.895000E-8	-7.143003E-4
4.900000E-8	-7.759665E-4
4.905000E-8	-8.033737E-4
4.910000E-8	-7.879571E-4
4.915000E-8	-7.519852E-4
4.920000E-8	-6.714765E-4
4.925000E-8	-5.721254E-4
4.930000E-8	-4.762002E-4
4.935000E-8	-3.340254E-4
4.940000E-8	-1.490268E-4
4.945000E-8	8.907329E-5
4.950000E-8	3.460158E-4
4.955000E-8	6.577727E-4
4.960000E-8	9.592519E-4
4.965000E-8	1.308694E-3
4.970000E-8	1.699246E-3
4.975000E-8	2.094938E-3
4.980000E-8	2.482065E-3
4.985000E-8	2.870904E-3
4.990000E-8	3.276873E-3
4.995000E-8	3.622889E-3
5.000000E-8	3.991174E-3
5.005000E-8	4.316634E-3
5.010000E-8	4.595845E-3
5.015000E-8	4.806538E-3
5.020000E-8	4.952138E-3
5.025000E-8	5.065193E-3
5.030000E-8	5.120008E-3
5.035000E-8	5.133711E-3
5.040000E-8	5.092600E-3
5.045000E-8	5.041212E-3
5.050000E-8	4.941861E-3
5.055000E-8	4.777418E-3
5.060000E-8	4.535892E-3
5.065000E-8	4.263533E-3
5.070000E-8	3.979183E-3
5.075000E-8	3.679417E-3
5.080000E-8	3.326549E-3
5.085000E-8	2.973681E-3
5.090000E-8	2.612249E-3
5.095000E-8	2.242252E-3
5.100000E-8	1.826005E-3
5.105000E-8	1.387489E-3
5.110000E-8	9.301318E-4
5.115000E-8	5.001813E-4
5.120000E-8	1.062028E-4
5.125000E-8	-2.689333E-4
5.130000E-8	-5.875420E-4
5.135000E-8	-8.667528E-4
5.140000E-8	-1.072307E-3
5.145000E-8	-1.247028E-3
5.150000E-8	-1.336101E-3
5.155000E-8	-1.356657E-3
5.160000E-8	-1.257305E-3
5.165000E-8	-1.104853E-3
5.170000E-8	-9.181413E-4
5.175000E-8	-6.680506E-4
5.180000E-8	-3.425901E-4
5.185000E-8	-5.138962E-6
5.190000E-8	3.408769E-4
5.195000E-8	7.194389E-4
5.200000E-8	1.036335E-3
5.205000E-8	1.354943E-3
5.210000E-8	1.642719E-3
5.215000E-8	1.949337E-3
5.220000E-8	2.238826E-3
5.225000E-8	2.540305E-3
5.230000E-8	2.848636E-3
5.235000E-8	3.122708E-3
5.240000E-8	3.383076E-3
5.245000E-8	3.650296E-3
5.250000E-8	3.917517E-3
5.255000E-8	4.153904E-3
5.260000E-8	4.345754E-3
5.265000E-8	4.486216E-3
5.270000E-8	4.585567E-3
5.275000E-8	4.565012E-3
5.280000E-8	4.558160E-3
5.285000E-8	4.511910E-3
5.290000E-8	4.356032E-3
5.295000E-8	4.138487E-3
5.300000E-8	3.915804E-3
5.305000E-8	3.667426E-3
5.310000E-8	3.408770E-3
5.315000E-8	3.141550E-3
5.320000E-8	2.884608E-3
5.325000E-8	2.646508E-3
5.330000E-8	2.370723E-3
5.335000E-8	2.118919E-3
5.340000E-8	1.879106E-3
5.345000E-8	1.647858E-3
5.350000E-8	1.341240E-3
5.355000E-8	1.010640E-3
5.360000E-8	6.988835E-4
5.365000E-8	3.905525E-4
5.370000E-8	6.680494E-5
5.375000E-8	-2.226836E-4
5.380000E-8	-4.282376E-4
5.385000E-8	-6.046715E-4
5.390000E-8	-6.714765E-4
5.395000E-8	-6.577729E-4
5.400000E-8	-5.430053E-4
5.405000E-8	-3.271736E-4
5.410000E-8	-3.768501E-5
5.415000E-8	2.740719E-4
5.420000E-8	5.824029E-4
5.425000E-8	8.941598E-4
5.430000E-8	1.156241E-3
5.435000E-8	1.392628E-3
5.440000E-8	1.613599E-3
5.445000E-8	1.812301E-3
5.450000E-8	2.012716E-3
5.455000E-8	2.184011E-3
5.460000E-8	2.334751E-3
5.465000E-8	2.528314E-3
5.470000E-8	2.745859E-3
5.475000E-8	2.975394E-3
5.480000E-8	3.227198E-3
5.485000E-8	3.456733E-3
5.490000E-8	3.689694E-3
5.495000E-8	3.920943E-3
5.500000E-8	4.099089E-3
5.505000E-8	4.258394E-3
5.510000E-8	4.352606E-3
5.515000E-8	4.340615E-3
5.520000E-8	4.280662E-3
5.525000E-8	4.227561E-3
5.530000E-8	4.093951E-3
5.535000E-8	3.926081E-3
5.540000E-8	3.768490E-3
5.545000E-8	3.576640E-3
5.550000E-8	3.326549E-3
5.555000E-8	3.050764E-3
5.560000E-8	2.768127E-3
5.565000E-8	2.478639E-3
5.570000E-8	2.206280E-3
5.575000E-8	1.867115E-3
5.580000E-8	1.512535E-3
5.585000E-8	1.142538E-3
5.590000E-8	8.085123E-4
5.595000E-8	4.796259E-4
5.600000E-8	1.593042E-4
5.605000E-8	-1.044901E-4
5.610000E-8	-3.460160E-4
5.615000E-8	-5.549959E-4
5.620000E-8	-7.382816E-4
5.625000E-8	-8.941600E-4
5.630000E-8	-9.798075E-4
5.635000E-8	-1.005502E-3
5.640000E-8	-1.017492E-3
5.645000E-8	-9.541133E-4
5.650000E-8	-8.890212E-4
5.655000E-8	-8.273550E-4
5.660000E-8	-7.280039E-4
5.665000E-8	-6.166621E-4
5.670000E-8	-4.762002E-4
5.675000E-8	-2.809239E-4
5.680000E-8	-3.254616E-5
5.685000E-8	2.518035E-4
5.690000E-8	5.824029E-4
5.695000E-8	9.284188E-4
5.700000E-8	1.315546E-3
5.705000E-8	1.675265E-3
5.710000E-8	2.041836E-3
5.715000E-8	2.362158E-3
5.720000E-8	2.661924E-3
5.725000E-8	2.961691E-3
5.730000E-8	3.199791E-3
5.735000E-8	3.408770E-3
5.740000E-8	3.544094E-3
5.745000E-8	3.648583E-3
5.750000E-8	3.679417E-3
5.755000E-8	3.652009E-3
5.760000E-8	3.600621E-3
5.765000E-8	3.521825E-3
5.770000E-8	3.362521E-3
5.775000E-8	3.199791E-3
5.780000E-8	3.016505E-3
5.785000E-8	2.805812E-3
5.790000E-8	2.631091E-3
5.795000E-8	2.488916E-3
5.800000E-8	2.343316E-3
5.805000E-8	2.207993E-3
5.810000E-8	2.055540E-3
5.815000E-8	1.867115E-3
5.820000E-8	1.673552E-3
5.825000E-8	1.404619E-3
5.830000E-8	1.145963E-3
5.835000E-8	8.359195E-4
5.840000E-8	5.104590E-4
5.845000E-8	1.849985E-4
5.850000E-8	-1.301843E-4
5.855000E-8	-4.230988E-4
5.860000E-8	-6.971708E-4
5.865000E-8	-9.284190E-4
5.870000E-8	-1.092862E-3
5.875000E-8	-1.171658E-3
5.880000E-8	-1.207630E-3
5.885000E-8	-1.159667E-3
5.890000E-8	-1.046613E-3
5.895000E-8	-8.787435E-4
5.900000E-8	-6.457823E-4
5.905000E-8	-3.991175E-4
5.910000E-8	-1.318973E-4
5.915000E-8	1.404618E-4
5.920000E-8	3.939784E-4
5.925000E-8	6.731893E-4
5.930000E-8	9.164282E-4
5.935000E-8	1.127121E-3
5.940000E-8	1.366934E-3
5.945000E-8	1.629015E-3
5.950000E-8	1.870541E-3
5.955000E-8	2.057253E-3
5.960000E-8	2.273085E-3
5.965000E-8	2.492342E-3
5.970000E-8	2.655072E-3
5.975000E-8	2.834932E-3
5.980000E-8	2.954839E-3
5.985000E-8	3.064468E-3
5.990000E-8	3.102152E-3
5.995000E-8	3.115856E-3
6.000000E-8	3.076458E-3
6.005000E-8	3.018218E-3
6.010000E-8	2.942848E-3
6.015000E-8	2.780118E-3
6.020000E-8	2.600258E-3
6.025000E-8	2.425537E-3
6.030000E-8	2.216557E-3
6.035000E-8	1.976744E-3
6.040000E-8	1.712950E-3
6.045000E-8	1.454294E-3
6.050000E-8	1.190500E-3
6.055000E-8	9.421224E-4
6.060000E-8	6.971706E-4
6.065000E-8	4.693482E-4
6.070000E-8	2.569424E-4
6.075000E-8	4.111069E-5
6.080000E-8	-1.181937E-4
6.085000E-8	-2.843498E-4
6.090000E-8	-4.316635E-4
6.095000E-8	-5.738384E-4
6.100000E-8	-7.280039E-4
6.105000E-8	-8.461974E-4
6.110000E-8	-9.284190E-4
6.115000E-8	-9.917982E-4
6.120000E-8	-9.935111E-4
6.125000E-8	-9.746687E-4
6.130000E-8	-9.352708E-4
6.135000E-8	-8.650399E-4
6.140000E-8	-7.468463E-4
6.145000E-8	-5.669866E-4
6.150000E-8	-3.785621E-4
6.155000E-8	-1.764340E-4
6.160000E-8	3.254594E-5
6.165000E-8	3.031920E-4
6.170000E-8	5.087461E-4
6.175000E-8	6.697634E-4
6.180000E-8	8.153641E-4
6.185000E-8	9.215670E-4
6.190000E-8	1.026057E-3
6.195000E-8	1.133973E-3
6.200000E-8	1.236750E-3
6.205000E-8	1.334388E-3
6.210000E-8	1.440591E-3
6.215000E-8	1.510822E-3
6.220000E-8	1.562210E-3
6.225000E-8	1.647858E-3
6.230000E-8	1.726654E-3
6.235000E-8	1.805449E-3
6.240000E-8	1.915078E-3
6.245000E-8	1.995587E-3
6.250000E-8	2.019568E-3
6.255000E-8	1.985309E-3
6.260000E-8	1.952763E-3
6.265000E-8	1.872254E-3
6.270000E-8	1.762625E-3
6.275000E-8	1.606747E-3
6.280000E-8	1.408045E-3
6.285000E-8	1.207630E-3
6.290000E-8	9.386965E-4
6.295000E-8	6.611986E-4
6.300000E-8	3.340251E-4
6.305000E-8	2.055529E-5
6.310000E-8	-2.586556E-4
6.315000E-8	-5.241628E-4
6.320000E-8	-7.588370E-4
6.325000E-8	-9.181413E-4
6.330000E-8	-1.068881E-3
6.335000E-8	-1.192213E-3
6.340000E-8	-1.243602E-3
6.345000E-8	-1.267583E-3
6.350000E-8	-1.274435E-3
6.355000E-8	-1.303555E-3
6.360000E-8	-1.303555E-3
6.365000E-8	-1.320685E-3
6.370000E-8	-1.327536E-3
6.375000E-8	-1.313833E-3
6.380000E-8	-1.272722E-3
6.385000E-8	-1.178510E-3
6.390000E-8	-1.072307E-3
6.395000E-8	-9.815205E-4
6.400000E-8	-8.753176E-4
6.405000E-8	-7.417075E-4
6.410000E-8	-5.772643E-4
6.415000E-8	-3.854139E-4
6.420000E-8	-1.747210E-4
6.425000E-8	4.967544E-5
6.430000E-8	2.809237E-4
6.435000E-8	4.916166E-4
6.440000E-8	7.108742E-4
6.445000E-8	9.232800E-4
6.450000E-8	1.103140E-3
6.455000E-8	1.284712E-3
6.460000E-8	1.394341E-3
6.465000E-8	1.503970E-3
6.470000E-8	1.577627E-3
6.475000E-8	1.582766E-3
6.480000E-8	1.582766E-3
6.485000E-8	1.565636E-3
6.490000E-8	1.541655E-3
6.495000E-8	1.464572E-3
6.500000E-8	1.378925E-3
6.505000E-8	1.324110E-3
6.510000E-8	1.262444E-3
6.515000E-8	1.176797E-3
6.520000E-8	1.115130E-3
6.525000E-8	1.027770E-3
6.530000E-8	8.770303E-4
6.535000E-8	7.331425E-4
6.540000E-8	6.046713E-4
6.545000E-8	4.830518E-4
6.550000E-8	3.151827E-4
6.555000E-8	1.336100E-4
6.560000E-8	-1.541666E-5
6.565000E-8	-1.490268E-4
6.570000E-8	-2.363872E-4
6.575000E-8	-3.151829E-4
6.580000E-8	-3.305995E-4
6.585000E-8	-3.477290E-4
6.590000E-8	-3.425901E-4
6.595000E-8	-3.134700E-4
6.600000E-8	-2.655074E-4
6.605000E-8	-1.952764E-4
6.610000E-8	-1.456009E-4
6.615000E-8	-8.907351E-5
6.620000E-8	-6.166631E-5
6.625000E-8	-2.226846E-5
6.630000E-8	-3.426012E-6
6.635000E-8	-3.083321E-5
6.640000E-8	-1.541666E-5
6.645000E-8	1.541644E-5
6.650000E-8	6.337904E-5
6.655000E-8	1.130546E-4
6.660000E-8	1.764337E-4
6.665000E-8	2.637942E-4
6.670000E-8	3.682841E-4
6.675000E-8	5.275885E-4
6.680000E-8	6.903188E-4
6.685000E-8	8.855951E-4
6.690000E-8	1.082584E-3
6.695000E-8	1.276148E-3
6.700000E-8	1.411471E-3
6.705000E-8	1.582766E-3
6.710000E-8	1.707811E-3
6.715000E-8	1.776329E-3
6.720000E-8	1.788320E-3
6.725000E-8	1.793459E-3
6.730000E-8	1.726654E-3
6.735000E-8	1.570775E-3
6.740000E-8	1.372073E-3
6.745000E-8	1.121982E-3
6.750000E-8	8.770303E-4
6.755000E-8	6.149490E-4
6.760000E-8	4.059691E-4
6.765000E-8	1.901373E-4
6.770000E-8	2.912004E-5
6.775000E-8	-1.044901E-4
6.780000E-8	-2.158318E-4
6.785000E-8	-3.049052E-4
6.790000E-8	-3.186088E-4
6.795000E-8	-3.220347E-4
6.800000E-8	-3.288865E-4
6.805000E-8	-2.980534E-4
6.810000E-8	-2.586556E-4
6.815000E-8	-2.774980E-4
6.820000E-8	-3.117570E-4
6.825000E-8	-3.785621E-4
6.830000E-8	-4.162470E-4
6.835000E-8	-4.693484E-4
6.840000E-8	-4.727743E-4
6.845000E-8	-4.950427E-4
6.850000E-8	-4.830520E-4
6.855000E-8	-4.624966E-4
6.860000E-8	-4.967556E-4
6.865000E-8	-4.368024E-4
6.870000E-8	-3.580067E-4
6.875000E-8	-2.021282E-4
6.880000E-8	-3.939796E-5
6.885000E-8	1.130546E-4
6.890000E-8	2.809237E-4
6.895000E-8	4.333763E-4
6.900000E-8	5.704123E-4
6.905000E-8	7.211519E-4
6.910000E-8	8.958728E-4
6.915000E-8	1.000363E-3
6.920000E-8	1.133973E-3
6.925000E-8	1.216194E-3
6.930000E-8	1.255592E-3
6.935000E-8	1.286425E-3
6.940000E-8	1.300129E-3
6.945000E-8	1.324110E-3
6.950000E-8	1.336101E-3
6.955000E-8	1.334388E-3
6.960000E-8	1.337814E-3
6.965000E-8	1.370360E-3
6.970000E-8	1.397767E-3
6.975000E-8	1.432026E-3
6.980000E-8	1.426887E-3
6.985000E-8	1.444017E-3
6.990000E-8	1.420035E-3
6.995000E-8	1.396054E-3
7.000000E-8	1.313833E-3
7.005000E-8	1.221333E-3
7.010000E-8	1.116843E-3
7.015000E-8	9.678167E-4
7.020000E-8	8.050864E-4
7.025000E-8	6.611986E-4
7.030000E-8	5.549957E-4
7.035000E-8	4.487928E-4
7.040000E-8	3.888395E-4
7.045000E-8	3.271733E-4
7.050000E-8	3.083309E-4
7.055000E-8	2.980532E-4
7.060000E-8	3.323122E-4
7.065000E-8	3.511546E-4
7.070000E-8	3.477287E-4
7.075000E-8	3.391640E-4
7.080000E-8	3.357381E-4
7.085000E-8	3.597194E-4
7.090000E-8	3.665712E-4
7.095000E-8	3.751359E-4
7.100000E-8	3.477287E-4
7.105000E-8	3.802748E-4
7.110000E-8	4.350892E-4
7.115000E-8	5.224497E-4
7.120000E-8	6.012454E-4
7.125000E-8	6.886058E-4
7.130000E-8	8.205030E-4
7.135000E-8	9.695296E-4
7.140000E-8	1.145963E-3
7.145000E-8	1.293277E-3
7.150000E-8	1.450869E-3
7.155000E-8	1.567349E-3
7.160000E-8	1.659848E-3
7.165000E-8	1.692395E-3
7.170000E-8	1.733505E-3
7.175000E-8	1.738644E-3
7.180000E-8	1.711237E-3
7.185000E-8	1.690682E-3
7.190000E-8	1.623877E-3
7.195000E-8	1.587905E-3
7.200000E-8	1.582766E-3
7.205000E-8	1.574201E-3
7.210000E-8	1.531377E-3
7.215000E-8	1.478276E-3
7.220000E-8	1.420035E-3
7.225000E-8	1.332675E-3
7.230000E-8	1.259018E-3
7.235000E-8	1.118556E-3
7.240000E-8	9.626778E-4
7.245000E-8	8.239289E-4
7.250000E-8	6.594857E-4
7.255000E-8	4.659223E-4
7.260000E-8	3.134697E-4
7.265000E-8	1.593042E-4
7.270000E-8	8.564638E-6
7.275000E-8	-6.680516E-5
7.280000E-8	-1.284714E-4
7.285000E-8	-1.832858E-4
7.290000E-8	-2.141189E-4
7.295000E-8	-2.021282E-4
7.300000E-8	-2.278225E-4
7.305000E-8	-1.884246E-4
7.310000E-8	-1.318973E-4
7.315000E-8	-9.763826E-5
7.320000E-8	-5.995336E-5
7.325000E-8	-1.118678E-10
7.330000E-8	4.282364E-5
7.335000E-8	9.421214E-5
7.340000E-8	1.747208E-4
7.345000E-8	2.518035E-4
7.350000E-8	2.963402E-4
7.355000E-8	3.631453E-4
7.360000E-8	4.008302E-4
7.365000E-8	4.385151E-4
7.370000E-8	4.881907E-4
7.375000E-8	5.087461E-4
7.380000E-8	5.361533E-4
7.385000E-8	5.618475E-4
7.390000E-8	5.995324E-4
7.395000E-8	6.269396E-4
7.400000E-8	6.492080E-4
7.405000E-8	6.714763E-4
7.410000E-8	7.211519E-4
7.415000E-8	7.674015E-4
7.420000E-8	8.324936E-4
7.425000E-8	8.804562E-4
7.430000E-8	9.506872E-4
7.435000E-8	1.014066E-3
7.440000E-8	1.096288E-3
7.445000E-8	1.166519E-3
7.450000E-8	1.231611E-3
7.455000E-8	1.241889E-3
7.460000E-8	1.248740E-3
7.465000E-8	1.250453E-3
7.470000E-8	1.202491E-3
7.475000E-8	1.120269E-3
7.480000E-8	1.055177E-3
7.485000E-8	9.592519E-4
7.490000E-8	8.513361E-4
7.495000E-8	6.611986E-4
7.500000E-8	4.642094E-4
7.505000E-8	2.774978E-4
7.510000E-8	8.907329E-5
7.515000E-8	-8.736056E-5
7.520000E-8	-1.695822E-4
7.525000E-8	-2.072671E-4
7.530000E-8	-2.106930E-4
7.535000E-8	-1.781469E-4
7.540000E-8	-1.695822E-4
7.545000E-8	-8.736056E-5
7.550000E-8	-1.884256E-5
7.555000E-8	3.768479E-5
7.560000E-8	9.421214E-5
7.565000E-8	9.763804E-5
7.570000E-8	6.337904E-5
7.575000E-8	1.884234E-5
7.580000E-8	-1.884256E-5
7.585000E-8	-6.337926E-5
7.590000E-8	-1.301843E-4
7.595000E-8	-1.421750E-4
7.600000E-8	-1.421750E-4
7.605000E-8	-1.318973E-4
7.610000E-8	-1.010642E-4
7.615000E-8	-6.509221E-5
7.620000E-8	-3.768501E-5
7.625000E-8	3.083299E-5
7.630000E-8	1.164805E-4
7.635000E-8	1.884244E-4
7.640000E-8	2.689330E-4
7.645000E-8	3.699971E-4
7.650000E-8	4.967554E-4
7.655000E-8	6.115231E-4
7.660000E-8	7.365684E-4
7.665000E-8	8.718915E-4
7.670000E-8	9.626778E-4
7.675000E-8	1.098001E-3
7.680000E-8	1.259018E-3
7.685000E-8	1.353230E-3
7.690000E-8	1.385776E-3
7.695000E-8	1.339527E-3
7.700000E-8	1.250453E-3
7.705000E-8	1.084297E-3
7.710000E-8	8.753174E-4
7.715000E-8	6.269396E-4
7.720000E-8	3.648582E-4
7.725000E-8	1.216193E-4
7.730000E-8	-9.763826E-5
7.735000E-8	-3.083311E-4
7.740000E-8	-4.453671E-4
7.745000E-8	-5.532830E-4
7.750000E-8	-6.029585E-4
7.755000E-8	-6.029585E-4
7.760000E-8	-5.806902E-4
7.765000E-8	-4.984686E-4
7.770000E-8	-4.196729E-4
7.775000E-8	-3.443031E-4
7.780000E-8	-3.049052E-4
7.785000E-8	-3.151829E-4
7.790000E-8	-3.819880E-4
7.795000E-8	-4.624966E-4
7.800000E-8	-5.772643E-4
7.805000E-8	-6.749024E-4
7.810000E-8	-7.742535E-4
7.815000E-8	-8.633269E-4
7.820000E-8	-9.575392E-4
7.825000E-8	-1.017492E-3
7.830000E-8	-1.055177E-3
7.835000E-8	-1.068881E-3
7.840000E-8	-1.053464E-3
7.845000E-8	-9.900852E-4
7.850000E-8	-8.787435E-4
7.855000E-8	-7.485593E-4
7.860000E-8	-6.132362E-4
7.865000E-8	-4.470801E-4
7.870000E-8	-2.381002E-4
7.875000E-8	-7.194401E-5
7.880000E-8	1.490265E-4
7.885000E-8	3.768489E-4
7.890000E-8	5.378662E-4
7.895000E-8	6.372173E-4
7.900000E-8	7.417073E-4
7.905000E-8	8.239289E-4
7.910000E-8	8.324936E-4
7.915000E-8	7.639756E-4
7.920000E-8	6.783281E-4
7.925000E-8	6.149490E-4
7.930000E-8	5.053202E-4
7.935000E-8	3.717100E-4
7.940000E-8	2.723589E-4
7.945000E-8	1.849985E-4
7.950000E-8	1.318970E-4
7.955000E-8	1.027769E-4
7.960000E-8	8.222149E-5
7.965000E-8	9.935099E-5
7.970000E-8	9.249919E-5
7.975000E-8	1.130546E-4
7.980000E-8	1.387488E-4
7.985000E-8	1.541654E-4
7.990000E-8	1.336100E-4
7.995000E-8	9.249919E-5
8.000000E-8	2.055529E-5
8.005000E-8	-3.254616E-5
8.010000E-8	-9.078646E-5
8.015000E-8	-1.113419E-4
8.020000E-8	-1.456009E-4
8.025000E-8	-2.004153E-4
8.030000E-8	-2.329613E-4
8.035000E-8	-2.432390E-4
8.040000E-8	-2.432390E-4
8.045000E-8	-2.552297E-4
8.050000E-8	-2.175448E-4
8.055000E-8	-1.987023E-4
8.060000E-8	-1.747210E-4
8.065000E-8	-1.644433E-4
8.070000E-8	-1.867117E-4
8.075000E-8	-2.072671E-4
8.080000E-8	-2.226836E-4
8.085000E-8	-2.689333E-4
8.090000E-8	-2.655074E-4
8.095000E-8	-2.586556E-4
8.100000E-8	-2.209707E-4
8.105000E-8	-1.644433E-4
8.110000E-8	-6.166631E-5
8.115000E-8	6.851789E-5
8.120000E-8	2.363870E-4
8.125000E-8	4.248115E-4
8.130000E-8	6.132360E-4
8.135000E-8	7.759663E-4
8.140000E-8	8.633267E-4
8.145000E-8	9.215670E-4
8.150000E-8	9.112893E-4
8.155000E-8	9.164282E-4
8.160000E-8	9.010116E-4
8.165000E-8	8.222159E-4
8.170000E-8	7.245778E-4
8.175000E-8	5.892547E-4
8.180000E-8	4.573576E-4
8.185000E-8	3.271733E-4
8.190000E-8	2.415258E-4
8.195000E-8	1.661560E-4
8.200000E-8	9.249919E-5
8.205000E-8	8.050854E-5
8.210000E-8	6.337904E-5
8.215000E-8	4.624954E-5
8.220000E-8	4.796249E-5
8.225000E-8	2.055529E-5
8.230000E-8	-1.370371E-5
8.235000E-8	-1.044901E-4
8.240000E-8	-1.507397E-4
8.245000E-8	-1.832858E-4
8.250000E-8	-2.449520E-4
8.255000E-8	-2.997664E-4
8.260000E-8	-3.168959E-4
