grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.82327 4.5674656e+08 2905.1538 0.057594048 0.0015449669 1.9438912e-05 1.7399685e-07 8.1128545e-08 1.5701379e-06 0.013578787 0.00010414638 1.532072 0.0049081792 2.8487485e-08 2.6082062e-10 0.0013655424 2.2194532e-05
0.91 5.887973 4.5674656e+08 2905.1545 0.057594081 0.0015449514 1.987329e-05 1.778809e-07 8.1167221e-08 1.5701236e-06 0.013578721 0.00010414836 1.5320821 0.0049082926 2.8486841e-08 2.608199e-10 0.0013655422 2.2194738e-05
0.92 5.952676 4.5674656e+08 2905.1551 0.057594113 0.0015449365 2.0312468e-05 1.8180787e-07 8.1203854e-08 1.5701098e-06 0.013578657 0.00010415024 1.5320917 0.0049084012 2.8486225e-08 2.6081921e-10 0.001365542 2.2194938e-05
0.93 6.017379 4.5674656e+08 2905.1557 0.057594143 0.001544922 2.0756445e-05 1.8577776e-07 8.123889e-08 1.5700966e-06 0.013578597 0.00010415205 1.5321009 0.0049085046 2.8485633e-08 2.6081854e-10 0.0013655418 2.2195131e-05
0.94 6.082082 4.5674657e+08 2905.1563 0.057594172 0.001544908 2.1205222e-05 1.8979058e-07 8.1272359e-08 1.5700837e-06 0.013578538 0.0001041538 1.5321098 0.0049086051 2.8485063e-08 2.6081791e-10 0.0013655416 2.2195319e-05
0.95 6.146785 4.5674657e+08 2905.1568 0.0575942 0.0015448944 2.1658799e-05 1.9384631e-07 8.1304303e-08 1.5700713e-06 0.013578483 0.00010415547 1.5321184 0.0049087014 2.8484517e-08 2.608173e-10 0.0013655414 2.2195501e-05
0.96 6.211488 4.5674657e+08 2905.1573 0.057594226 0.0015448813 2.2117175e-05 1.9794496e-07 8.1334821e-08 1.5700593e-06 0.013578429 0.00010415709 1.5321267 0.0049087933 2.8483991e-08 2.6081671e-10 0.0013655412 2.2195678e-05
0.97 6.276191 4.5674657e+08 2905.1578 0.057594251 0.0015448686 2.2580351e-05 2.0208653e-07 8.1363936e-08 1.5700478e-06 0.013578378 0.00010415864 1.5321346 0.0049088816 2.8483486e-08 2.6081615e-10 0.001365541 2.2195849e-05
0.98 6.340894 4.5674657e+08 2905.1582 0.057594275 0.0015448563 2.3048327e-05 2.0627102e-07 8.1391732e-08 1.5700366e-06 0.013578328 0.00010416013 1.5321423 0.0049089669 2.8483002e-08 2.6081561e-10 0.0013655408 2.2196016e-05
0.99 6.405597 4.5674657e+08 2905.1586 0.057594297 0.0015448443 2.3521102e-05 2.1049843e-07 8.1418255e-08 1.5700257e-06 0.013578281 0.00010416156 1.5321496 0.0049090492 2.8482536e-08 2.608151e-10 0.0013655406 2.2196178e-05
1 6.4703 4.5674658e+08 2905.1589 0.057594319 0.0015448327 2.3998678e-05 2.1476876e-07 8.1443539e-08 1.5700153e-06 0.013578236 0.00010416294 1.5321567 0.0049091274 2.8482089e-08 2.608146e-10 0.0013655405 2.2196335e-05
1.01 6.535003 4.5674658e+08 2905.1592 0.057594339 0.0015448215 2.4481052e-05 2.1908201e-07 8.1467662e-08 1.5700051e-06 0.013578192 0.00010416427 1.5321636 0.0049092043 2.8481658e-08 2.6081413e-10 0.0013655403 2.2196487e-05
1.02 6.599706 4.5674658e+08 2905.1595 0.057594359 0.0015448106 2.4968227e-05 2.2343818e-07 8.1490624e-08 1.5699953e-06 0.01357815 0.00010416554 1.5321702 0.0049092757 2.8481246e-08 2.6081368e-10 0.0013655401 2.2196636e-05
1.03 6.664409 4.5674658e+08 2905.1597 0.057594377 0.0015448 2.5460201e-05 2.2783727e-07 8.1512525e-08 1.5699858e-06 0.01357811 0.00010416676 1.5321765 0.0049093466 2.8480848e-08 2.6081324e-10 0.0013655399 2.219678e-05
1.04 6.729112 4.5674658e+08 2905.1599 0.057594395 0.0015447897 2.5956975e-05 2.3227927e-07 8.1533366e-08 1.5699766e-06 0.013578072 0.00010416794 1.5321826 0.0049094131 2.8480468e-08 2.6081283e-10 0.0013655397 2.219692e-05
1.05 6.793815 4.5674658e+08 2905.1601 0.05759451 0.0015447827 2.6458564e-05 2.3676444e-07 8.1654929e-08 1.5699651e-06 0.013577926 0.00010417247 1.5322063 0.0049096709 2.8479012e-08 2.608113e-10 0.0013655406 2.2197067e-05
1.06 6.858518 4.5674658e+08 2905.1603 0.057594532 0.0015447732 2.6964938e-05 2.412923e-07 8.1680413e-08 1.5699563e-06 0.013577884 0.00010417377 1.5322131 0.0049097459 2.847859e-08 2.6081084e-10 0.0013655405 2.2197201e-05
1.07 6.923221 4.5674662e+08 2905.1711 0.057594555 0.0015447597 2.7476113e-05 2.458624e-07 8.170481e-08 1.5699434e-06 0.013577839 0.00010417484 1.5322146 0.0049098087 2.8478154e-08 2.6080965e-10 0.0013655404 2.2197268e-05
1.08 6.987924 4.5674662e+08 2905.1702 0.057594575 0.0015447511 2.7992087e-05 2.5047616e-07 8.1728777e-08 1.5699355e-06 0.0135778 0.00010417609 1.5322215 0.0049098795 2.8477758e-08 2.6080929e-10 0.0013655403 2.2197401e-05
1.09 7.052627 4.5674661e+08 2905.1693 0.057594595 0.0015447428 2.8512861e-05 2.5513284e-07 8.1751979e-08 1.5699279e-06 0.013577762 0.00010417731 1.5322283 0.0049099485 2.8477374e-08 2.6080895e-10 0.0013655402 2.219753e-05
1.1 7.11733 4.5674661e+08 2905.1685 0.057594615 0.0015447347 2.9038435e-05 2.5983244e-07 8.1774515e-08 1.5699204e-06 0.013577724 0.0001041785 1.5322348 0.0049100165 2.8477e-08 2.6080861e-10 0.0013655401 2.2197655e-05
