Study Name	IronIrradiated_Fe3plus
Sample Name	2022-01-04
Run Name	unirradiated_9
Operator	Angus
Date	1/4/2022
Time	12:45
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	12:46:09
	
Time	Amplitude
0.000000E+0	-5.173124E-4
5.000000E-11	-5.635621E-4
1.000000E-10	-5.258771E-4
1.500000E-10	-4.659239E-4
2.000000E-10	-3.648598E-4
2.500000E-10	-2.518051E-4
3.000000E-10	-1.507411E-4
3.500000E-10	-5.481589E-5
4.000000E-10	-1.199213E-5
4.500000E-10	2.226687E-5
5.000000E-10	3.597047E-5
5.500000E-10	-1.714434E-6
6.000000E-10	-4.453819E-5
6.500000E-10	-1.147691E-4
7.000000E-10	-1.627317E-4
7.500000E-10	-2.466663E-4
8.000000E-10	-2.997677E-4
8.500000E-10	-3.340267E-4
9.000000E-10	-3.151843E-4
9.500000E-10	-3.031936E-4
1.000000E-9	-2.655087E-4
1.050000E-9	-2.209720E-4
1.100000E-9	-1.524540E-4
1.150000E-9	-9.592669E-5
1.200000E-9	-3.254753E-5
1.250000E-9	6.337767E-5
1.300000E-9	1.490252E-4
1.350000E-9	2.243950E-4
1.400000E-9	2.757835E-4
1.450000E-9	3.528662E-4
1.500000E-9	3.614310E-4
1.550000E-9	3.580051E-4
1.600000E-9	3.357367E-4
1.650000E-9	2.997648E-4
1.700000E-9	2.415245E-4
1.750000E-9	2.004137E-4
1.800000E-9	1.558770E-4
1.850000E-9	6.680357E-5
1.900000E-9	8.563266E-6
1.950000E-9	-7.537129E-5
2.000000E-9	-1.456022E-4
2.050000E-9	-2.295368E-4
2.100000E-9	-2.843512E-4
2.150000E-9	-2.655087E-4
2.200000E-9	-2.432404E-4
2.250000E-9	-2.004166E-4
2.300000E-9	-1.473152E-4
2.350000E-9	-1.164821E-4
2.400000E-9	-9.935259E-5
2.450000E-9	-4.796409E-5
2.500000E-9	2.226687E-5
2.550000E-9	7.194242E-5
2.600000E-9	1.318957E-4
2.650000E-9	1.712935E-4
2.700000E-9	2.278209E-4
2.750000E-9	2.004137E-4
2.800000E-9	1.832842E-4
2.850000E-9	1.695806E-4
2.900000E-9	1.815712E-4
2.950000E-9	1.301827E-4
3.000000E-9	9.249782E-5
3.050000E-9	5.309997E-5
3.100000E-9	-3.427384E-6
3.150000E-9	-3.939934E-5
3.200000E-9	-9.421374E-5
3.250000E-9	-1.764353E-4
3.300000E-9	-2.586569E-4
3.350000E-9	-2.997677E-4
3.400000E-9	-3.271749E-4
3.450000E-9	-3.443044E-4
3.500000E-9	-3.168972E-4
3.550000E-9	-3.117584E-4
3.600000E-9	-2.603699E-4
3.650000E-9	-2.004166E-4
3.700000E-9	-1.558799E-4
3.750000E-9	-1.387504E-4
3.800000E-9	-8.051014E-5
3.850000E-9	-3.597343E-5
3.900000E-9	-1.884393E-5
3.950000E-9	-3.597343E-5
4.000000E-9	-2.226983E-5
4.050000E-9	-2.055688E-5
4.100000E-9	-4.796409E-5
4.150000E-9	-8.564899E-5
4.200000E-9	-1.473152E-4
4.250000E-9	-2.535181E-4
4.300000E-9	-3.203231E-4
4.350000E-9	-4.025447E-4
4.400000E-9	-4.813404E-4
4.450000E-9	-5.258771E-4
4.500000E-9	-5.464326E-4
4.550000E-9	-5.806916E-4
4.600000E-9	-5.926822E-4
4.650000E-9	-5.892563E-4
4.700000E-9	-5.961081E-4
4.750000E-9	-5.772657E-4
4.800000E-9	-5.258771E-4
4.850000E-9	-4.505073E-4
4.900000E-9	-3.819893E-4
4.950000E-9	-2.963418E-4
5.000000E-9	-2.449533E-4
5.050000E-9	-1.815742E-4
5.100000E-9	-1.336116E-4
5.150000E-9	-1.695835E-4
5.200000E-9	-2.021296E-4
5.250000E-9	-2.672217E-4
5.300000E-9	-3.357397E-4
5.350000E-9	-4.487944E-4
5.400000E-9	-5.498585E-4
5.450000E-9	-6.046729E-4
5.500000E-9	-6.492096E-4
5.550000E-9	-7.143017E-4
5.600000E-9	-7.845326E-4
5.650000E-9	-8.033751E-4
5.700000E-9	-8.085139E-4
5.750000E-9	-7.571254E-4
5.800000E-9	-7.074499E-4
5.850000E-9	-5.892563E-4
5.900000E-9	-4.796275E-4
5.950000E-9	-3.631469E-4
6.000000E-9	-2.586569E-4
6.050000E-9	-1.918519E-4
6.100000E-9	-1.267598E-4
6.150000E-9	-8.564899E-5
6.200000E-9	-5.310294E-5
6.250000E-9	-5.310294E-5
6.300000E-9	-7.365834E-5
6.350000E-9	-7.194539E-5
6.400000E-9	1.541507E-5
6.450000E-9	1.353216E-4
6.500000E-9	3.049036E-4
6.550000E-9	5.601332E-4
