grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.82327 4.5799756e+08 2388.0714 0.051933759 0.0014232334 1.9561775e-05 1.7644372e-07 2.0489666e-08 1.6068354e-06 0.011936254 9.1561156e-05 1.3272713 0.0049259867 2.9458919e-08 2.7088752e-10 0.00033995416 1.9896638e-05
0.91 5.887973 4.5799756e+08 2388.0721 0.051933763 0.001423218 1.9998894e-05 1.803823e-07 2.0497647e-08 1.6068212e-06 0.011936255 9.1561139e-05 1.3272709 0.0049259853 2.9458919e-08 2.7088747e-10 0.00033995377 1.9896816e-05
0.92 5.952676 4.5799756e+08 2388.0727 0.051933766 0.0014232032 2.0440844e-05 1.8436439e-07 2.0505001e-08 1.6068075e-06 0.011936255 9.1561124e-05 1.3272706 0.0049259847 2.9458919e-08 2.7088742e-10 0.00033995339 1.9896987e-05
0.93 6.017379 4.5799756e+08 2388.0732 0.051933769 0.0014231888 2.0887624e-05 1.8839001e-07 2.0511801e-08 1.6067942e-06 0.011936255 9.1561109e-05 1.3272703 0.0049259837 2.945892e-08 2.7088738e-10 0.00033995302 1.9897153e-05
0.94 6.082082 4.5799756e+08 2388.0738 0.051933772 0.0014231749 2.1339234e-05 1.9245915e-07 2.0518026e-08 1.6067814e-06 0.011936255 9.1561096e-05 1.3272701 0.0049259834 2.945892e-08 2.7088734e-10 0.00033995265 1.9897314e-05
0.95 6.146785 4.5799757e+08 2388.0743 0.051933775 0.0014231614 2.1795674e-05 1.9657181e-07 2.0523725e-08 1.606769e-06 0.011936256 9.1561082e-05 1.3272698 0.0049259832 2.945892e-08 2.708873e-10 0.0003399523 1.989747e-05
0.96 6.211488 4.5799757e+08 2388.0747 0.051933777 0.0014231483 2.2256944e-05 2.0072799e-07 2.0528831e-08 1.6067571e-06 0.011936256 9.1561071e-05 1.3272696 0.0049259824 2.945892e-08 2.7088726e-10 0.00033995195 1.9897622e-05
0.97 6.276191 4.5799757e+08 2388.0751 0.051933778 0.0014231357 2.2723044e-05 2.0492769e-07 2.0533416e-08 1.6067455e-06 0.011936256 9.156106e-05 1.3272694 0.004925981 2.945892e-08 2.7088722e-10 0.00033995161 1.9897769e-05
0.98 6.340894 4.5799757e+08 2388.0755 0.05193378 0.0014231234 2.3193974e-05 2.0917092e-07 2.0537477e-08 1.6067343e-06 0.011936256 9.156105e-05 1.3272692 0.00492598 2.945892e-08 2.7088719e-10 0.00033995128 1.9897911e-05
0.99 6.405597 4.5799757e+08 2388.0759 0.05193378 0.0014231115 2.3669734e-05 2.1345766e-07 2.0541016e-08 1.6067235e-06 0.011936256 9.1561041e-05 1.327269 0.0049259807 2.945892e-08 2.7088716e-10 0.00033995095 1.989805e-05
1 6.4703 4.5799757e+08 2388.0762 0.051933781 0.0014231 2.4150324e-05 2.1778793e-07 2.0544021e-08 1.606713e-06 0.011936257 9.1561032e-05 1.3272688 0.0049259796 2.945892e-08 2.7088714e-10 0.00033995064 1.9898184e-05
1.01 6.535003 4.5799757e+08 2388.0764 0.051933781 0.0014230888 2.4635744e-05 2.2216172e-07 2.0546498e-08 1.6067029e-06 0.011936257 9.1561025e-05 1.3272687 0.0049259799 2.945892e-08 2.7088711e-10 0.00033995032 1.9898315e-05
