grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.82327 4.5800387e+08 2681.7457 0.042438261 0.0017373675 2.11779e-05 2.7098062e-07 1.1901137e-06 2.2921819e-06 0.0090981107 9.1826937e-05 1.7598904 0.0065200374 3.4019862e-08 4.2345516e-10 0.00032153405 2.071751e-05
0.91 5.887973 4.5800387e+08 2681.7462 0.04243835 0.0017373511 2.1651146e-05 2.770296e-07 1.190244e-06 2.2921546e-06 0.0090981112 9.182694e-05 1.7598903 0.0065200366 3.4019862e-08 4.2345515e-10 0.00032153433 2.0717657e-05
0.92 5.952676 4.5800387e+08 2681.7466 0.042438427 0.0017373351 2.2129621e-05 2.8314543e-07 1.1903593e-06 2.2921289e-06 0.0090981115 9.1826943e-05 1.7598901 0.0065200363 3.4019862e-08 4.2345514e-10 0.00032153454 2.07178e-05
0.93 6.017379 4.580039e+08 2681.7618 0.04243849 0.0017373174 2.2613323e-05 2.8932775e-07 1.1904555e-06 2.2921023e-06 0.0090981161 9.1826866e-05 1.7598859 0.006520027 3.4019848e-08 4.2345437e-10 0.00032153466 2.0717916e-05
0.94 6.082082 4.5800389e+08 2681.7602 0.042438546 0.0017373024 2.3102253e-05 2.955773e-07 1.1905419e-06 2.2920801e-06 0.0090981158 9.1826877e-05 1.7598863 0.006520028 3.401985e-08 4.2345446e-10 0.00032153475 2.0718055e-05
0.95 6.146785 4.5800389e+08 2681.7587 0.042438592 0.0017372877 2.3596411e-05 3.0189369e-07 1.1906137e-06 2.2920593e-06 0.0090981155 9.1826886e-05 1.7598867 0.0065200296 3.4019852e-08 4.2345456e-10 0.00032153477 2.0718192e-05
0.96 6.211488 4.5800389e+08 2681.7568 0.042438627 0.0017372734 2.4095796e-05 3.0827694e-07 1.1906715e-06 2.2920401e-06 0.009098115 9.1826897e-05 1.7598873 0.0065200311 3.4019854e-08 4.2345467e-10 0.00032153473 2.0718326e-05
0.97 6.276191 4.5800384e+08 2681.7307 0.042438656 0.0017372628 2.460041e-05 3.1472766e-07 1.1907215e-06 2.2920264e-06 0.0090981075 9.1827036e-05 1.7598946 0.0065200471 3.4019879e-08 4.2345604e-10 0.00032153465 2.0718497e-05
0.98 6.340894 4.5800385e+08 2681.738 0.042438668 0.0017372478 2.5110251e-05 3.2124438e-07 1.1907481e-06 2.2920085e-06 0.0090981096 9.1826995e-05 1.7598925 0.0065200415 3.4019873e-08 4.2345567e-10 0.00032153447 2.071861e-05
0.99 6.405597 4.5800385e+08 2681.7395 0.042438671 0.0017372338 2.5625319e-05 3.2782808e-07 1.1907624e-06 2.291993e-06 0.0090981099 9.1826984e-05 1.7598921 0.0065200424 3.4019873e-08 4.234556e-10 0.00032153423 2.071873e-05
1 6.4703 4.5800386e+08 2681.7401 0.042438665 0.0017372201 2.6145614e-05 3.3447866e-07 1.1907632e-06 2.291979e-06 0.0090981099 9.1826977e-05 1.7598919 0.0065200402 3.4019874e-08 4.2345558e-10 0.00032153394 2.071885e-05
1.01 6.535003 4.5800386e+08 2681.7407 0.04244034 0.0017372355 2.6671442e-05 3.4119519e-07 1.1930029e-06 2.2918141e-06 0.0090981181 9.1827146e-05 1.7598918 0.006520047 3.4019852e-08 4.2345567e-10 0.00032154522 2.0718761e-05
1.02 6.599706 4.5800386e+08 2681.7414 0.042440443 0.0017372245 2.7202222e-05 3.4797936e-07 1.1931485e-06 2.2917911e-06 0.0090981187 9.1827151e-05 1.7598916 0.0065200469 3.4019851e-08 4.2345564e-10 0.00032154569 2.071886e-05
1.03 6.664409 4.5800386e+08 2681.7427 0.042440541 0.0017372137 2.7738231e-05 3.5483036e-07 1.1932883e-06 2.2917687e-06 0.0090981195 9.1827151e-05 1.7598913 0.0065200462 3.4019849e-08 4.2345559e-10 0.00032154614 2.0718955e-05
1.04 6.729112 4.5800386e+08 2681.7452 0.042440635 0.0017372031 2.8279469e-05 3.6174817e-07 1.1934222e-06 2.2917469e-06 0.0090981206 9.1827146e-05 1.7598906 0.0065200448 3.4019847e-08 4.2345547e-10 0.00032154656 2.0719045e-05
1.05 6.793815 4.5800388e+08 2681.7509 0.042440725 0.0017371922 2.8825936e-05 3.6873271e-07 1.1935501e-06 2.2917252e-06 0.0090981226 9.1827122e-05 1.759889 0.0065200422 3.4019841e-08 4.2345519e-10 0.00032154696 2.0719128e-05
1.06 6.858518 4.5800384e+08 2681.7318 0.042440816 0.0017371852 2.9377633e-05 3.7578484e-07 1.1936799e-06 2.2917084e-06 0.0090981173 9.182723e-05 1.7598944 0.0065200534 3.4019859e-08 4.234562e-10 0.00032154738 2.0719249e-05
1.07 6.923221 4.5800389e+08 2681.7584 0.042440895 0.0017371718 2.9934557e-05 3.8290242e-07 1.1937916e-06 2.2916846e-06 0.0090981254 9.1827095e-05 1.7598868 0.0065200376 3.4019834e-08 4.2345483e-10 0.00032154772 2.0719292e-05
1.08 6.987924 4.5800389e+08 2681.7579 0.042440975 0.0017371626 3.0496712e-05 3.9008767e-07 1.1939062e-06 2.291666e-06 0.0090981255 9.1827105e-05 1.759887 0.0065200383 3.4019834e-08 4.2345487e-10 0.00032154807 2.0719378e-05
1.09 7.052627 4.5800388e+08 2681.7542 0.042441052 0.0017371541 3.1064096e-05 3.9733985e-07 1.194017e-06 2.2916485e-06 0.0090981248 9.182713e-05 1.759888 0.0065200407 3.4019837e-08 4.2345507e-10 0.00032154841 2.0719467e-05
1.1 7.11733 4.5800387e+08 2681.7494 0.042441127 0.001737146 3.1636708e-05 4.0465892e-07 1.1941233e-06 2.2916318e-06 0.0090981237 9.1827161e-05 1.7598893 0.0065200439 3.4019841e-08 4.2345533e-10 0.00032154873 2.0719556e-05
