Study Name	IronIrradiated_Fe3plus
Sample Name	2022-01-04
Run Name	unirradiated_19
Operator	Angus
Date	1/4/2022
Time	12:56
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	12:56:36
	
Time	Amplitude
0.000000E+0	-1.084299E-3
5.000000E-11	-1.111706E-3
1.000000E-10	-1.099715E-3
1.500000E-10	-1.099715E-3
2.000000E-10	-1.094577E-3
2.500000E-10	-1.063743E-3
3.000000E-10	-1.053466E-3
3.500000E-10	-1.074021E-3
4.000000E-10	-1.101428E-3
4.500000E-10	-1.156243E-3
5.000000E-10	-1.205918E-3
5.500000E-10	-1.267585E-3
6.000000E-10	-1.339528E-3
6.500000E-10	-1.389204E-3
7.000000E-10	-1.428602E-3
7.500000E-10	-1.464574E-3
8.000000E-10	-1.486842E-3
8.500000E-10	-1.533092E-3
9.000000E-10	-1.526240E-3
9.500000E-10	-1.503972E-3
1.000000E-9	-1.459435E-3
1.050000E-9	-1.416611E-3
1.100000E-9	-1.356658E-3
1.150000E-9	-1.241890E-3
1.200000E-9	-1.164808E-3
1.250000E-9	-1.089438E-3
1.300000E-9	-1.003790E-3
1.350000E-9	-9.301334E-4
1.400000E-9	-8.324952E-4
1.450000E-9	-7.502736E-4
1.500000E-9	-6.663391E-4
1.550000E-9	-6.218024E-4
1.600000E-9	-6.080988E-4
1.650000E-9	-6.166635E-4
1.700000E-9	-6.320801E-4
1.750000E-9	-6.303671E-4
1.800000E-9	-6.594873E-4
1.850000E-9	-7.125887E-4
1.900000E-9	-7.331441E-4
1.950000E-9	-7.382830E-4
2.000000E-9	-7.536995E-4
2.050000E-9	-7.519866E-4
2.100000E-9	-7.417089E-4
2.150000E-9	-7.434218E-4
2.200000E-9	-7.365700E-4
2.250000E-9	-7.177276E-4
2.300000E-9	-7.125887E-4
2.350000E-9	-7.228664E-4
2.400000E-9	-7.845326E-4
2.450000E-9	-8.222175E-4
2.500000E-9	-8.530506E-4
2.550000E-9	-8.342082E-4
2.600000E-9	-8.496247E-4
2.650000E-9	-8.616154E-4
2.700000E-9	-8.804578E-4
2.750000E-9	-8.787449E-4
2.800000E-9	-8.907355E-4
2.850000E-9	-8.855967E-4
2.900000E-9	-8.650413E-4
2.950000E-9	-8.530506E-4
3.000000E-9	-8.273564E-4
3.050000E-9	-8.496247E-4
3.100000E-9	-8.547636E-4
3.150000E-9	-8.821708E-4
3.200000E-9	-8.941614E-4
3.250000E-9	-8.975873E-4
3.300000E-9	-9.112909E-4
3.350000E-9	-9.130039E-4
3.400000E-9	-9.198557E-4
3.450000E-9	-9.147168E-4
3.500000E-9	-8.787449E-4
3.550000E-9	-8.170787E-4
3.600000E-9	-7.742549E-4
3.650000E-9	-7.485607E-4
3.700000E-9	-7.297182E-4
3.750000E-9	-7.194405E-4
3.800000E-9	-7.160146E-4
3.850000E-9	-7.622643E-4
3.900000E-9	-8.187916E-4
3.950000E-9	-9.318463E-4
4.000000E-9	-1.060318E-3
4.050000E-9	-1.190502E-3
4.100000E-9	-1.363510E-3
4.150000E-9	-1.526240E-3
4.200000E-9	-1.697535E-3
4.250000E-9	-1.778044E-3
4.300000E-9	-1.877395E-3
4.350000E-9	-1.925357E-3
4.400000E-9	-1.911654E-3
4.450000E-9	-1.793460E-3
4.500000E-9	-1.644434E-3
4.550000E-9	-1.490268E-3
4.600000E-9	-1.317260E-3
4.650000E-9	-1.154530E-3
4.700000E-9	-1.017494E-3
4.750000E-9	-9.027262E-4
4.800000E-9	-8.102269E-4
4.850000E-9	-7.862456E-4
4.900000E-9	-7.948103E-4
4.950000E-9	-8.205046E-4
5.000000E-9	-8.770319E-4
5.050000E-9	-9.695312E-4
5.100000E-9	-1.056892E-3
5.150000E-9	-1.113419E-3
5.200000E-9	-1.152817E-3
5.250000E-9	-1.181937E-3
5.300000E-9	-1.169946E-3
5.350000E-9	-1.193928E-3
5.400000E-9	-1.190502E-3
5.450000E-9	-1.190502E-3
5.500000E-9	-1.221335E-3
5.550000E-9	-1.283001E-3
5.600000E-9	-1.320686E-3
5.650000E-9	-1.361797E-3
5.700000E-9	-1.440592E-3
5.750000E-9	-1.507398E-3
5.800000E-9	-1.551934E-3
5.850000E-9	-1.579341E-3
5.900000E-9	-1.570777E-3
5.950000E-9	-1.543369E-3
6.000000E-9	-1.490268E-3
6.050000E-9	-1.377213E-3
6.100000E-9	-1.277862E-3
6.150000E-9	-1.190502E-3
6.200000E-9	-1.086012E-3
6.250000E-9	-9.952255E-4
6.300000E-9	-8.941614E-4
6.350000E-9	-7.828197E-4
6.400000E-9	-6.612002E-4
6.450000E-9	-5.001829E-4
6.500000E-9	-2.620828E-4
6.550000E-9	5.138702E-5
6.600000E-9	5.121706E-4
6.650000E-9	1.185360E-3
6.700000E-9	2.160029E-3
6.750000E-9	3.484139E-3
6.800000E-9	5.205654E-3
6.850000E-9	7.389665E-3
6.900000E-9	1.005159E-2
6.950000E-9	1.317087E-2
7.000000E-9	1.666872E-2
7.050000E-9	2.051086E-2
7.100000E-9	2.455171E-2
7.150000E-9	2.867821E-2
7.200000E-9	3.270707E-2
7.250000E-9	3.656463E-2
7.300000E-9	4.009845E-2
7.350000E-9	4.325027E-2
7.400000E-9	4.594646E-2
7.450000E-9	4.821612E-2
7.500000E-9	5.005411E-2
7.550000E-9	5.148100E-2
7.600000E-9	5.259956E-2
7.650000E-9	5.345603E-2
7.700000E-9	5.413778E-2
7.750000E-9	5.475273E-2
7.800000E-9	5.532486E-2
7.850000E-9	5.591069E-2
7.900000E-9	5.657874E-2
7.950000E-9	5.732730E-2
8.000000E-9	5.812039E-2
8.050000E-9	5.892034E-2
8.100000E-9	5.963978E-2
8.150000E-9	6.023417E-2
8.200000E-9	6.066755E-2
8.250000E-9	6.093477E-2
8.300000E-9	6.093820E-2
8.350000E-9	6.065042E-2
8.400000E-9	6.003547E-2
8.450000E-9	5.914816E-2
8.500000E-9	5.790799E-2
8.550000E-9	5.641430E-2
8.600000E-9	5.482810E-2
8.650000E-9	5.307062E-2
8.700000E-9	5.123091E-2
8.750000E-9	4.934495E-2
8.800000E-9	4.743501E-2
8.850000E-9	4.563641E-2
8.900000E-9	4.396457E-2
8.950000E-9	4.228074E-2
9.000000E-9	4.069455E-2
9.050000E-9	3.927109E-2
9.100000E-9	3.799323E-2
9.150000E-9	3.693291E-2
9.200000E-9	3.617579E-2
9.250000E-9	3.569103E-2
9.300000E-9	3.543066E-2
9.350000E-9	3.551630E-2
9.400000E-9	3.581607E-2
9.450000E-9	3.640875E-2
9.500000E-9	3.725838E-2
9.550000E-9	3.827073E-2
9.600000E-9	3.939614E-2
9.650000E-9	4.061747E-2
9.700000E-9	4.184908E-2
9.750000E-9	4.310981E-2
9.800000E-9	4.436198E-2
9.850000E-9	4.552850E-2
9.900000E-9	4.665733E-2
9.950000E-9	4.773306E-2
1.000000E-8	4.874884E-2
1.005000E-8	4.970467E-2
1.010000E-8	5.057656E-2
1.015000E-8	5.136281E-2
1.020000E-8	5.208224E-2
1.025000E-8	5.268178E-2
1.030000E-8	5.314599E-2
1.035000E-8	5.353654E-2
1.040000E-8	5.378320E-2
1.045000E-8	5.383802E-2
1.050000E-8	5.373010E-2
1.055000E-8	5.347659E-2
1.060000E-8	5.300381E-2
1.065000E-8	5.232720E-2
1.070000E-8	5.148443E-2
1.075000E-8	5.044638E-2
1.080000E-8	4.930555E-2
1.085000E-8	4.800885E-2
1.090000E-8	4.654770E-2
1.095000E-8	4.501804E-2
1.100000E-8	4.347296E-2
1.105000E-8	4.183024E-2
1.110000E-8	4.018581E-2
1.115000E-8	3.857906E-2
1.120000E-8	3.702028E-2
1.125000E-8	3.557797E-2
1.130000E-8	3.431553E-2
1.135000E-8	3.323979E-2
1.140000E-8	3.235762E-2
1.145000E-8	3.171356E-2
1.150000E-8	3.135555E-2
1.155000E-8	3.121680E-2
1.160000E-8	3.132643E-2
1.165000E-8	3.164675E-2
1.170000E-8	3.217605E-2
1.175000E-8	3.297943E-2
1.180000E-8	3.387872E-2
