Study Name	IronIrradiated_Fe3plus
Sample Name	2022-01-04
Run Name	unirradiated_11
Operator	Angus
Date	1/4/2022
Time	12:48
Sign	NEG
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	12:48:31
	
Time	Amplitude
0.000000E+0	-9.883707E-4
5.000000E-11	-1.005500E-3
1.000000E-10	-1.015778E-3
1.500000E-10	-1.032907E-3
2.000000E-10	-1.029481E-3
2.500000E-10	-1.022630E-3
3.000000E-10	-1.048324E-3
3.500000E-10	-1.056889E-3
4.000000E-10	-1.043185E-3
4.500000E-10	-1.032907E-3
5.000000E-10	-1.020917E-3
5.500000E-10	-9.969354E-4
6.000000E-10	-9.678153E-4
6.500000E-10	-9.404081E-4
7.000000E-10	-9.181397E-4
7.500000E-10	-8.838807E-4
8.000000E-10	-8.530476E-4
8.500000E-10	-8.513347E-4
9.000000E-10	-8.547606E-4
9.500000E-10	-8.855937E-4
1.000000E-9	-9.095750E-4
1.050000E-9	-9.712412E-4
1.100000E-9	-1.036333E-3
1.150000E-9	-1.116842E-3
1.200000E-9	-1.175082E-3
1.250000E-9	-1.236748E-3
1.300000E-9	-1.291563E-3
1.350000E-9	-1.305266E-3
1.400000E-9	-1.294989E-3
1.450000E-9	-1.250452E-3
1.500000E-9	-1.178508E-3
1.550000E-9	-1.096287E-3
1.600000E-9	-9.798059E-4
1.650000E-9	-8.787419E-4
1.700000E-9	-7.879555E-4
1.750000E-9	-6.903174E-4
1.800000E-9	-6.320771E-4
1.850000E-9	-6.132346E-4
1.900000E-9	-6.269382E-4
1.950000E-9	-6.440677E-4
2.000000E-9	-6.886044E-4
2.050000E-9	-7.519836E-4
2.100000E-9	-8.256404E-4
2.150000E-9	-9.010102E-4
2.200000E-9	-9.592505E-4
2.250000E-9	-1.003787E-3
2.300000E-9	-1.058602E-3
2.350000E-9	-1.094574E-3
2.400000E-9	-1.075731E-3
2.450000E-9	-1.068879E-3
2.500000E-9	-1.050037E-3
2.550000E-9	-9.986484E-4
2.600000E-9	-9.421210E-4
2.650000E-9	-8.873066E-4
2.700000E-9	-8.324922E-4
2.750000E-9	-7.742519E-4
2.800000E-9	-7.142987E-4
2.850000E-9	-6.766138E-4
2.900000E-9	-6.577713E-4
2.950000E-9	-6.526325E-4
3.000000E-9	-6.714749E-4
3.050000E-9	-7.125857E-4
3.100000E-9	-7.862426E-4
3.150000E-9	-8.616124E-4
3.200000E-9	-9.438340E-4
3.250000E-9	-1.031194E-3
3.300000E-9	-1.111703E-3
3.350000E-9	-1.168230E-3
3.400000E-9	-1.197351E-3
3.450000E-9	-1.195638E-3
3.500000E-9	-1.185360E-3
3.550000E-9	-1.152814E-3
3.600000E-9	-1.087722E-3
3.650000E-9	-1.017491E-3
3.700000E-9	-9.386951E-4
3.750000E-9	-8.736030E-4
3.800000E-9	-8.085109E-4
3.850000E-9	-7.708260E-4
3.900000E-9	-7.280023E-4
3.950000E-9	-7.074469E-4
4.000000E-9	-6.783267E-4
4.050000E-9	-6.680490E-4
4.100000E-9	-6.269382E-4
4.150000E-9	-5.892533E-4
4.200000E-9	-5.567073E-4
4.250000E-9	-5.138835E-4
4.300000E-9	-4.864763E-4
4.350000E-9	-4.179583E-4
4.400000E-9	-3.768475E-4
4.450000E-9	-3.648569E-4
4.500000E-9	-3.648569E-4
4.550000E-9	-3.871252E-4
