Study Name	Tungsten_Calibration
Sample Name	2022-01-06
Run Name	spot1
Operator	Angus
Date	1/6/2022
Time	11:06
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	11:06:17
	
Time	Amplitude
0.000000E+0	7.708260E-4
5.000000E-11	7.691131E-4
1.000000E-10	7.314282E-4
1.500000E-10	6.389289E-4
2.000000E-10	5.018929E-4
2.500000E-10	3.682828E-4
3.000000E-10	2.415245E-4
3.500000E-10	7.879422E-5
4.000000E-10	-5.824179E-5
4.500000E-10	-1.832871E-4
5.000000E-10	-2.946289E-4
5.500000E-10	-3.460174E-4
6.000000E-10	-4.282390E-4
6.500000E-10	-4.796275E-4
7.000000E-10	-4.779145E-4
7.500000E-10	-4.762016E-4
8.000000E-10	-4.385167E-4
8.500000E-10	-3.991188E-4
9.000000E-10	-2.843512E-4
9.500000E-10	-1.730094E-4
1.000000E-9	-8.907489E-5
1.050000E-9	6.337767E-5
1.100000E-9	1.832842E-4
1.150000E-9	2.792094E-4
1.200000E-9	3.545792E-4
1.250000E-9	3.854123E-4
1.300000E-9	4.128195E-4
1.350000E-9	3.717087E-4
1.400000E-9	3.134684E-4
1.450000E-9	2.380986E-4
1.500000E-9	1.798583E-4
1.550000E-9	8.907192E-5
1.600000E-9	2.569277E-5
1.650000E-9	-3.426048E-5
1.700000E-9	-7.879719E-5
1.750000E-9	-9.763964E-5
1.800000E-9	-1.370375E-4
1.850000E-9	-1.336116E-4
1.900000E-9	-1.267598E-4
1.950000E-9	-1.062044E-4
2.000000E-9	-7.194539E-5
2.050000E-9	-1.541803E-5
2.100000E-9	1.541507E-5
2.150000E-9	3.768342E-5
2.200000E-9	1.711466E-6
2.250000E-9	-3.939934E-5
2.300000E-9	-4.967704E-5
2.350000E-9	-9.763964E-5
2.400000E-9	-1.798612E-4
2.450000E-9	-2.569440E-4
2.500000E-9	-3.528692E-4
2.550000E-9	-4.213872E-4
2.600000E-9	-4.796275E-4
2.650000E-9	-4.881922E-4
2.700000E-9	-5.207383E-4
2.750000E-9	-5.275901E-4
2.800000E-9	-4.847663E-4
2.850000E-9	-4.436555E-4
2.900000E-9	-3.117584E-4
2.950000E-9	-1.867130E-4
3.000000E-9	-7.537129E-5
3.050000E-9	6.851652E-5
3.100000E-9	2.363856E-4
3.150000E-9	3.562921E-4
3.200000E-9	4.864763E-4
3.250000E-9	6.200864E-4
3.300000E-9	7.142987E-4
3.350000E-9	7.451318E-4
3.400000E-9	7.365670E-4
3.450000E-9	6.971692E-4
3.500000E-9	6.372159E-4
3.550000E-9	5.464296E-4
3.600000E-9	4.196713E-4
3.650000E-9	2.757835E-4
3.700000E-9	1.370345E-4
3.750000E-9	1.198917E-5
3.800000E-9	-9.078784E-5
3.850000E-9	-1.456022E-4
3.900000E-9	-1.867130E-4
3.950000E-9	-2.295368E-4
4.000000E-9	-2.415274E-4
4.050000E-9	-1.969907E-4
4.100000E-9	-1.610188E-4
4.150000E-9	-1.164821E-4
4.200000E-9	-1.096303E-4
4.250000E-9	-1.010655E-4
4.300000E-9	-1.233339E-4
4.350000E-9	-2.004166E-4
4.400000E-9	-2.689346E-4
4.450000E-9	-3.460174E-4
4.500000E-9	-4.196742E-4
4.550000E-9	-5.258771E-4
4.600000E-9	-6.149506E-4
4.650000E-9	-7.245794E-4
4.700000E-9	-7.725420E-4
4.750000E-9	-8.718931E-4
4.800000E-9	-9.267075E-4
