Study Name	Fe_single_crystal
Sample Name	0dpa
Run Name	10degreesSpot02
Operator	Angus Wylie
Date	8/5/2019
Time	12:59
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	13:00:53
	
Time	Amplitude
0.000000E+0	-1.610196E-4
5.000000E-11	-1.267606E-4
1.000000E-10	-6.166857E-5
1.500000E-10	3.254362E-5
2.000000E-10	1.507371E-4
2.500000E-10	2.757823E-4
3.000000E-10	3.905498E-4
3.500000E-10	5.018915E-4
4.000000E-10	6.063814E-4
4.500000E-10	6.954547E-4
5.000000E-10	7.691115E-4
5.500000E-10	8.222129E-4
6.000000E-10	8.461942E-4
6.500000E-10	8.393423E-4
7.000000E-10	7.930927E-4
7.500000E-10	7.434172E-4
8.000000E-10	7.074452E-4
8.500000E-10	6.474919E-4
9.000000E-10	5.721222E-4
9.500000E-10	5.053172E-4
1.000000E-9	4.487899E-4
1.050000E-9	3.802720E-4
1.100000E-9	3.083282E-4
1.150000E-9	2.518009E-4
1.200000E-9	2.021254E-4
1.250000E-9	1.455981E-4
1.300000E-9	9.763560E-5
1.350000E-9	5.138604E-5
1.400000E-9	2.055298E-5
1.450000E-9	1.198824E-5
1.500000E-9	-2.381057E-9
1.550000E-9	-5.652966E-5
1.600000E-9	-1.096311E-4
1.650000E-9	-1.199088E-4
1.700000E-9	-1.438901E-4
1.750000E-9	-2.106951E-4
1.800000E-9	-2.637965E-4
1.850000E-9	-2.929167E-4
1.900000E-9	-3.306016E-4
1.950000E-9	-3.751382E-4
2.000000E-9	-4.162490E-4
2.050000E-9	-4.436562E-4
2.100000E-9	-4.453692E-4
2.150000E-9	-4.248139E-4
2.200000E-9	-3.837032E-4
2.250000E-9	-3.254630E-4
2.300000E-9	-2.518062E-4
2.350000E-9	-1.695848E-4
2.400000E-9	-8.051147E-5
2.450000E-9	1.370068E-5
2.500000E-9	1.061999E-4
2.550000E-9	1.884214E-4
2.600000E-9	2.637912E-4
2.650000E-9	3.117537E-4
2.700000E-9	3.271702E-4
2.750000E-9	3.220314E-4
2.800000E-9	2.946242E-4
2.850000E-9	2.535135E-4
2.900000E-9	2.089768E-4
2.950000E-9	1.558754E-4
3.000000E-9	1.010610E-4
3.050000E-9	5.652428E-5
3.100000E-9	2.055236E-5
3.150000E-9	-8.567782E-6
3.200000E-9	-1.541960E-5
3.250000E-9	1.709899E-6
3.300000E-9	1.883944E-5
3.350000E-9	5.309842E-5
3.400000E-9	1.216163E-4
3.450000E-9	1.798566E-4
3.500000E-9	2.175415E-4
3.550000E-9	2.637911E-4
3.600000E-9	2.980501E-4
3.650000E-9	2.911983E-4
3.700000E-9	2.552264E-4
3.750000E-9	1.935602E-4
3.800000E-9	1.164776E-4
3.850000E-9	4.110787E-5
3.900000E-9	-2.912300E-5
3.950000E-9	-9.421499E-5
4.000000E-9	-1.250480E-4
4.050000E-9	-1.199091E-4
4.100000E-9	-9.421479E-5
4.150000E-9	-4.967805E-5
4.200000E-9	1.883995E-5
4.250000E-9	9.763568E-5
4.300000E-9	1.712926E-4
4.350000E-9	2.312458E-4
4.400000E-9	2.329588E-4
4.450000E-9	1.867093E-4
4.500000E-9	1.438855E-4
4.550000E-9	7.536752E-5
4.600000E-9	-5.481663E-5
4.650000E-9	-1.987044E-4
4.700000E-9	-3.117591E-4
4.750000E-9	-4.179621E-4
4.800000E-9	-4.967578E-4
4.850000E-9	-5.087485E-4
4.900000E-9	-4.847673E-4
4.950000E-9	-4.368047E-4
5.000000E-9	-3.374537E-4
5.050000E-9	-2.175473E-4
5.100000E-9	-1.010668E-4
5.150000E-9	-2.741217E-9
5.200000E-9	8.221884E-5
5.250000E-9	1.216167E-4
5.300000E-9	1.455981E-4
5.350000E-9	1.644405E-4
5.400000E-9	1.610147E-4
5.450000E-9	1.541629E-4
5.500000E-9	1.558759E-4
5.550000E-9	1.661536E-4
5.600000E-9	1.867089E-4
5.650000E-9	2.124031E-4
5.700000E-9	2.226808E-4
5.750000E-9	2.466620E-4
5.800000E-9	3.066151E-4
5.850000E-9	3.614294E-4
5.900000E-9	3.648553E-4
5.950000E-9	3.614293E-4
6.000000E-9	3.528645E-4
6.050000E-9	3.186054E-4
6.100000E-9	2.603651E-4
6.150000E-9	1.986989E-4
6.200000E-9	1.301809E-4
6.250000E-9	6.166299E-5
6.300000E-9	-1.199379E-5
6.350000E-9	-9.592818E-5
6.400000E-9	-1.524554E-4
6.450000E-9	-1.644459E-4
6.500000E-9	-1.747236E-4
6.550000E-9	-1.935659E-4
6.600000E-9	-1.644457E-4
6.650000E-9	-9.592766E-5
6.700000E-9	-1.199308E-5
6.750000E-9	9.420984E-5
6.800000E-9	2.089775E-4
6.850000E-9	3.220322E-4
6.900000E-9	4.522164E-4
6.950000E-9	6.183724E-4
7.000000E-9	8.067968E-4
7.050000E-9	1.029480E-3
7.100000E-9	1.339524E-3
7.150000E-9	1.791742E-3
7.200000E-9	2.463217E-3
7.250000E-9	3.451588E-3
7.300000E-9	4.859631E-3
7.350000E-9	6.759290E-3
7.400000E-9	9.255055E-3
7.450000E-9	1.240003E-2
7.500000E-9	1.618221E-2
7.550000E-9	2.057421E-2
7.600000E-9	2.550579E-2
7.650000E-9	3.080565E-2
7.700000E-9	3.629565E-2
7.750000E-9	4.180791E-2
7.800000E-9	4.714032E-2
7.850000E-9	5.210101E-2
7.900000E-9	5.653926E-2
7.950000E-9	6.035399E-2
8.000000E-9	6.347669E-2
8.050000E-9	6.594334E-2
8.100000E-9	6.782415E-2
8.150000E-9	6.919965E-2
8.200000E-9	7.018117E-2
8.250000E-9	7.089889E-2
8.300000E-9	7.150185E-2
8.350000E-9	7.213221E-2
8.400000E-9	7.287221E-2
8.450000E-9	7.374067E-2
8.500000E-9	7.473760E-2
8.550000E-9	7.586130E-2
8.600000E-9	7.705522E-2
8.650000E-9	7.820803E-2
8.700000E-9	7.923580E-2
8.750000E-9	8.005802E-2
8.800000E-9	8.057533E-2
8.850000E-9	8.071579E-2
8.900000E-9	8.044000E-2
8.950000E-9	7.974797E-2
9.000000E-9	7.865169E-2
9.050000E-9	7.715115E-2
9.100000E-9	7.530630E-2
9.150000E-9	7.320623E-2
9.200000E-9	7.086120E-2
9.250000E-9	6.829178E-2
9.300000E-9	6.560074E-2
9.350000E-9	6.290456E-2
9.400000E-9	6.025977E-2
9.450000E-9	5.770577E-2
9.500000E-9	5.529908E-2
9.550000E-9	5.307910E-2
9.600000E-9	5.106981E-2
9.650000E-9	4.933117E-2
9.700000E-9	4.790086E-2
9.750000E-9	4.679430E-2
9.800000E-9	4.602176E-2
9.850000E-9	4.558667E-2
9.900000E-9	4.549931E-2
9.950000E-9	4.575625E-2
1.000000E-8	4.631296E-2
1.005000E-8	4.714374E-2
1.010000E-8	4.822975E-2
1.015000E-8	4.953672E-2
1.020000E-8	5.103384E-2
1.025000E-8	5.266799E-2
1.030000E-8	5.436038E-2
1.035000E-8	5.606134E-2
1.040000E-8	5.775716E-2
1.045000E-8	5.938960E-2
1.050000E-8	6.092440E-2
1.055000E-8	6.238554E-2
1.060000E-8	6.374048E-2
1.065000E-8	6.495496E-2
1.070000E-8	6.602384E-2
1.075000E-8	6.693513E-2
1.080000E-8	6.767512E-2
1.085000E-8	6.826266E-2
1.090000E-8	6.867034E-2
1.095000E-8	6.886733E-2
1.100000E-8	6.889131E-2
1.105000E-8	6.873201E-2
1.110000E-8	6.832775E-2
1.115000E-8	6.766827E-2
1.120000E-8	6.679124E-2
1.125000E-8	6.570523E-2
1.130000E-8	6.441367E-2
1.135000E-8	6.295424E-2
