grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.79861 4.1366112e+08 4764.5926 0.020159025 0.012483014 6.2373292e-05 4.5101555e-06 4.3785695e-06 2.3726047e-05 0.002425507 6.5538852e-05 1.4637231 0.017164877 3.9560588e-08 1.3130131e-09 -0.00011952003 9.1471382e-06
0.91 5.863039 4.1366114e+08 4764.5659 0.020161915 0.012483461 6.3768135e-05 4.610827e-06 4.3841144e-06 2.3719951e-05 0.0024255092 6.5538897e-05 1.4637207 0.017164868 3.9560559e-08 1.3130115e-09 -0.00011951926 9.1471118e-06
0.92 5.927468 4.1366116e+08 4764.5397 0.020164984 0.012483944 6.5178494e-05 4.7126069e-06 4.3900016e-06 2.3713493e-05 0.0024255115 6.5538942e-05 1.4637183 0.017164861 3.9560531e-08 1.31301e-09 -0.00011951844 9.1470833e-06
0.93 5.991897 4.1366111e+08 4764.6153 0.02016816 0.012484454 6.6604346e-05 4.8154979e-06 4.3960856e-06 2.3706836e-05 0.0024255082 6.5538897e-05 1.4637272 0.017164877 3.9560594e-08 1.3130134e-09 -0.00011951761 9.1470578e-06
0.94 6.056326 4.1366108e+08 4764.6736 0.020174955 0.012485634 6.8047089e-05 4.919446e-06 4.4090883e-06 2.3692753e-05 0.0024255069 6.5538894e-05 1.4637348 0.017164884 3.9560638e-08 1.3130156e-09 -0.00011951578 9.1469934e-06
0.95 6.120755 4.1366105e+08 4764.7178 0.020182529 0.012486959 6.9505664e-05 5.0244904e-06 4.4235694e-06 2.3677086e-05 0.0024255065 6.553891e-05 1.463741 0.017164887 3.9560667e-08 1.3130171e-09 -0.00011951374 9.1469201e-06
0.96 6.185184 4.1366105e+08 4764.7228 0.020190464 0.012488351 7.097992e-05 5.130636e-06 4.4387259e-06 2.3660698e-05 0.0024255084 6.5538964e-05 1.4637429 0.017164886 3.9560659e-08 1.3130167e-09 -0.00011951161 9.1468412e-06
0.97 6.249613 4.1366105e+08 4764.7245 0.020198574 0.012489777 7.2469788e-05 5.237886e-06 4.4542023e-06 2.3643973e-05 0.0024255106 6.5539022e-05 1.4637446 0.017164878 3.9560649e-08 1.3130161e-09 -0.00011950943 9.1467602e-06
0.98 6.314042 4.1366105e+08 4764.722 0.020206654 0.012491198 7.3975187e-05 5.3462433e-06 4.4696042e-06 2.3627334e-05 0.0024255129 6.5539085e-05 1.4637457 0.017164878 3.9560634e-08 1.3130153e-09 -0.00011950726 9.1466793e-06
0.99 6.378471 4.1366105e+08 4764.7142 0.020214454 0.012492568 7.5496008e-05 5.4557119e-06 4.4844595e-06 2.3611286e-05 0.0024255156 6.553915e-05 1.4637461 0.017164874 3.9560614e-08 1.3130143e-09 -0.00011950516 9.1466011e-06
1 6.4429 4.1366106e+08 4764.7032 0.020221683 0.012493834 7.7032115e-05 5.5662971e-06 4.4982131e-06 2.3596426e-05 0.0024255182 6.5539215e-05 1.4637461 0.017164865 3.9560593e-08 1.3130131e-09 -0.00011950323 9.1465287e-06
1.01 6.507329 4.1366107e+08 4764.6904 0.020228003 0.012494934 7.858334e-05 5.6780052e-06 4.5102307e-06 2.3583433e-05 0.0024255207 6.5539274e-05 1.4637458 0.017164862 3.956057e-08 1.3130119e-09 -0.00011950155 9.1464657e-06
1.02 6.571758 4.1366107e+08 4764.6762 0.020233049 0.0124958 8.0149489e-05 5.7908436e-06 4.5198218e-06 2.3573046e-05 0.002425523 6.5539326e-05 1.4637451 0.017164855 3.9560548e-08 1.3130108e-09 -0.00011950021 9.1464159e-06
1.03 6.636187 4.1366108e+08 4764.6613 0.020236451 0.012496363 8.1730353e-05 5.9048205e-06 4.5262883e-06 2.3566013e-05 0.0024255248 6.5539366e-05 1.463744 0.017164854 3.9560528e-08 1.3130097e-09 -0.00011949932 9.1463834e-06
1.04 6.700616 4.1366109e+08 4764.6461 0.020237844 0.012496557 8.3325711e-05 6.0199443e-06 4.5289431e-06 2.356307e-05 0.0024255261 6.5539391e-05 1.4637425 0.017164847 3.9560511e-08 1.3130088e-09 -0.00011949899 9.1463718e-06
1.05 6.765045 4.136611e+08 4764.6309 0.020236846 0.012496311 8.4935319e-05 6.1362243e-06 4.5270662e-06 2.3564989e-05 0.0024255268 6.5539398e-05 1.4637407 0.017164843 3.9560497e-08 1.3130081e-09 -0.0001194993 9.1463853e-06
1.06 6.829474 4.1366111e+08 4764.6158 0.020233135 0.012495566 8.6558946e-05 6.2536691e-06 4.5200411e-06 2.3572429e-05 0.0024255266 6.5539385e-05 1.4637384 0.017164843 3.9560488e-08 1.3130076e-09 -0.00011950035 9.1464272e-06
1.07 6.893903 4.1366112e+08 4764.6012 0.020226415 0.012494266 8.8196362e-05 6.3722874e-06 4.5072998e-06 2.3586003e-05 0.0024255257 6.5539348e-05 1.4637356 0.017164843 3.9560484e-08 1.3130074e-09 -0.00011950222 9.1465007e-06
1.08 6.958332 4.1366113e+08 4764.5873 0.020216444 0.012492367 8.9847349e-05 6.4920867e-06 4.4883659e-06 2.3606223e-05 0.0024255238 6.5539287e-05 1.4637324 0.017164848 3.9560485e-08 1.3130075e-09 -0.00011950498 9.1466084e-06
1.09 7.022761 4.1366114e+08 4764.574 0.020203047 0.012489836 9.1511718e-05 6.6130734e-06 4.4628848e-06 2.3633475e-05 0.002425521 6.5539201e-05 1.4637285 0.017164846 3.9560491e-08 1.3130078e-09 -0.00011950867 9.1467522e-06
1.1 7.08719 4.1366114e+08 4764.5617 0.020155375 0.01248104 9.3172773e-05 6.7358989e-06 4.3717008e-06 2.3731352e-05 0.0024255081 6.5538852e-05 1.4637191 0.017164871 3.9560553e-08 1.3130113e-09 -0.00011952139 9.1472532e-06
