grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.79861 4.1554484e+08 6562.4597 0.022807925 0.0040129001 6.7352053e-05 2.8264012e-06 1.7634537e-05 3.391516e-06 0.0021737982 4.8787949e-05 0.86742545 0.015594301 3.8091373e-08 1.170696e-09 1.7271516e-05 7.8209893e-06
0.91 5.863039 4.1554482e+08 6562.6617 0.02280753 0.0040128506 6.8856818e-05 2.8895283e-06 1.7634208e-05 3.3916025e-06 0.0021737979 4.878796e-05 0.86742883 0.015594309 3.8091353e-08 1.1706958e-09 1.7271288e-05 7.8209979e-06
0.92 5.927468 4.155448e+08 6562.8788 0.022807021 0.0040127927 7.0378121e-05 2.9533538e-06 1.7633785e-05 3.3917173e-06 0.0021737976 4.878797e-05 0.86743247 0.015594317 3.8091335e-08 1.1706958e-09 1.7270994e-05 7.8210078e-06
0.93 5.991897 4.1554477e+08 6563.1093 0.0228064 0.0040127265 7.1915959e-05 3.0178776e-06 1.7633271e-05 3.3918597e-06 0.002173797 4.8787978e-05 0.86743634 0.015594326 3.8091318e-08 1.1706958e-09 1.7270637e-05 7.8210191e-06
0.94 6.056326 4.1554474e+08 6563.3518 0.025899616 0.011434693 7.0939695e-05 4.6418269e-06 1.7489871e-05 1.0783683e-05 0.0022426621 5.8282989e-05 1.7896754 0.016528902 3.875051e-08 1.240247e-09 1.3869902e-05 8.0191001e-06
0.95 6.120755 4.155449e+08 6561.9849 0.025903598 0.011435299 7.2458779e-05 4.7410168e-06 1.7493703e-05 1.0780788e-05 0.0022426568 5.8282727e-05 1.7896488 0.016528867 3.8750695e-08 1.2402512e-09 1.3870904e-05 8.0190596e-06
0.96 6.185184 4.1554499e+08 6561.1231 0.025908299 0.011436023 7.399428e-05 4.8412488e-06 1.7498252e-05 1.0777369e-05 0.0022426544 5.8282571e-05 1.789632 0.016528843 3.8750801e-08 1.2402531e-09 1.3872059e-05 8.0190148e-06
0.97 6.249613 4.1554465e+08 6564.2312 0.025913548 0.01143681 7.5546015e-05 4.942522e-06 1.7503463e-05 1.0773483e-05 0.0022426719 5.8283225e-05 1.7896935 0.016528889 3.8750309e-08 1.2402388e-09 1.3873191e-05 8.0189848e-06
0.98 6.314042 4.155449e+08 6561.9058 0.025919956 0.011437831 7.711461e-05 5.0448358e-06 1.750963e-05 1.0768863e-05 0.002242663 5.8282786e-05 1.7896489 0.016528839 3.8750619e-08 1.240246e-09 1.3874804e-05 8.0189167e-06
0.99 6.378471 4.155449e+08 6561.9561 0.025927124 0.011438961 7.8699633e-05 5.1481885e-06 1.7516612e-05 1.0763655e-05 0.0022426661 5.8282827e-05 1.7896504 0.016528822 3.8750575e-08 1.2402434e-09 1.3876501e-05 8.0188534e-06
1 6.4429 4.1554489e+08 6562.0082 0.025935261 0.011440252 8.0301286e-05 5.2525785e-06 1.7524537e-05 1.0757752e-05 0.0022426695 5.8282873e-05 1.789652 0.016528807 3.8750526e-08 1.2402405e-09 1.3878417e-05 8.0187811e-06
1.01 6.507329 4.1554489e+08 6562.0625 0.025944431 0.011441713 8.1919627e-05 5.3580048e-06 1.7533468e-05 1.0751108e-05 0.0022426734 5.8282924e-05 1.7896537 0.016528792 3.8750471e-08 1.2402372e-09 1.3880567e-05 8.0186992e-06
1.02 6.571758 4.1554488e+08 6562.119 0.025954727 0.01144336 8.3554727e-05 5.4644652e-06 1.7543492e-05 1.0743658e-05 0.0022426778 5.8282981e-05 1.7896556 0.016528774 3.8750409e-08 1.2402336e-09 1.3882965e-05 8.018607e-06
1.03 6.636187 4.1554487e+08 6562.1777 0.025966249 0.011445206 8.5206664e-05 5.5719574e-06 1.7554707e-05 1.0735331e-05 0.0022426827 5.8283044e-05 1.7896575 0.016528753 3.875034e-08 1.2402294e-09 1.3885629e-05 8.0185036e-06
1.04 6.700616 4.1554487e+08 6562.2388 0.025979088 0.011447266 8.6875519e-05 5.6804794e-06 1.7567199e-05 1.0726063e-05 0.0022426882 5.8283115e-05 1.7896597 0.016528731 3.8750264e-08 1.2402249e-09 1.3888576e-05 8.0183882e-06
1.05 6.765045 4.1554486e+08 6562.3023 0.02599336 0.011449558 8.8561383e-05 5.7900284e-06 1.7581078e-05 1.0715773e-05 0.0022426943 5.8283192e-05 1.789662 0.016528704 3.8750179e-08 1.2402198e-09 1.3891824e-05 8.01826e-06
1.06 6.829474 4.1554485e+08 6562.3681 0.026009171 0.011452098 9.0264353e-05 5.9006019e-06 1.7596446e-05 1.0704388e-05 0.0022427011 5.8283279e-05 1.7896644 0.016528674 3.8750085e-08 1.2402141e-09 1.3895393e-05 8.0181178e-06
1.07 6.893903 4.1554484e+08 6562.4362 0.026026637 0.011454903 9.1984529e-05 6.0121969e-06 1.761341e-05 1.0691829e-05 0.0022427086 5.8283374e-05 1.789667 0.016528644 3.8749982e-08 1.2402079e-09 1.3899299e-05 8.017961e-06
1.08 6.958332 4.1554484e+08 6562.5065 0.026045881 0.011457992 9.3722024e-05 6.12481e-06 1.7632087e-05 1.0678011e-05 0.0022427169 5.8283478e-05 1.7896698 0.016528606 3.8749868e-08 1.2402009e-09 1.3903563e-05 8.0177883e-06
1.09 7.022761 4.1554483e+08 6562.5789 0.026067016 0.011461382 9.5476947e-05 6.238438e-06 1.7652582e-05 1.066286e-05 0.0022427261 5.8283594e-05 1.7896728 0.016528567 3.8749742e-08 1.2401933e-09 1.3908202e-05 8.0175989e-06
1.1 7.08719 4.1554482e+08 6562.6533 0.026090162 0.011465089 9.7249416e-05 6.3530775e-06 1.7675002e-05 1.0646297e-05 0.0022427362 5.828372e-05 1.789676 0.016528524 3.8749605e-08 1.240185e-09 1.3913234e-05 8.0173918e-06
