grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.79861 4.1371654e+08 3414.2694 0.023635719 0.01172402 6.5002624e-05 4.1502902e-06 9.2572148e-06 1.6103856e-05 0.0026570092 6.2438381e-05 2.5256369 0.014999778 3.8544303e-08 1.1200224e-09 2.5059516e-06 8.62728e-06
0.91 5.863039 4.1371648e+08 3414.2791 0.023682798 0.011722226 6.647478e-05 4.2379752e-06 9.3115975e-06 1.6040976e-05 0.0027857814 6.4174062e-05 2.5256333 0.014682322 3.7135291e-08 1.0512771e-09 2.5480379e-06 8.6176089e-06
0.92 5.927468 4.1371642e+08 3414.2874 0.02374543 0.011739438 6.7983607e-05 4.3325356e-06 9.382753e-06 1.5983306e-05 0.0027868547 6.417416e-05 2.5256148 0.014676665 3.7135433e-08 1.0508768e-09 2.6059485e-06 8.6166484e-06
0.93 5.991897 4.1371637e+08 3414.2946 0.023872036 0.011798687 6.9600879e-05 4.4358789e-06 9.4873732e-06 1.5915013e-05 0.0027733243 6.4180042e-05 2.5152491 0.014748928 3.7148549e-08 1.0565096e-09 2.832909e-06 8.6162589e-06
0.94 6.056326 4.1371633e+08 3414.3008 0.019894047 0.0099369777 6.6357208e-05 4.2562735e-06 5.9052156e-06 1.8321935e-05 0.002949059 6.6598657e-05 2.532751 0.014366005 3.5360769e-08 9.7348078e-10 -5.7651871e-06 8.7286859e-06
0.95 6.120755 4.1371629e+08 3414.306 0.021102757 0.010137408 6.8334022e-05 4.3331004e-06 7.9600563e-06 1.6584e-05 0.0029506423 6.6465934e-05 2.532312 0.014330998 3.5453363e-08 9.7397144e-10 -5.2987315e-06 8.7138097e-06
0.96 6.185184 4.1371626e+08 3414.3106 0.023290477 0.011620363 7.3725497e-05 4.7118399e-06 8.848759e-06 1.6422321e-05 0.0027794334 6.4073949e-05 2.525791 0.014694257 3.7208446e-08 1.0544633e-09 2.1951144e-06 8.6231713e-06
0.97 6.249613 4.1371759e+08 3414.1212 0.023302253 0.011632398 7.5280341e-05 4.814983e-06 8.8668159e-06 1.6420843e-05 0.0026777077 6.2759856e-05 2.5256801 0.014956511 3.8269753e-08 1.1078249e-09 2.1947348e-06 8.6299259e-06
0.98 6.314042 4.1371621e+08 3414.3177 0.02330547 0.011624805 7.6841338e-05 4.9105822e-06 8.8668813e-06 1.640803e-05 0.0027801884 6.4090008e-05 2.5257901 0.014693744 3.7196424e-08 1.0540432e-09 2.2088095e-06 8.6229249e-06
0.99 6.378471 4.1371622e+08 3414.3174 0.023313668 0.011627192 7.8424065e-05 5.0115045e-06 8.8767991e-06 1.6400166e-05 0.0027803992 6.4094564e-05 2.5257873 0.014693617 3.7193051e-08 1.0539264e-09 2.2162266e-06 8.6227954e-06
1 6.4429 4.1371622e+08 3414.3165 0.023322339 0.011629697 8.0023373e-05 5.1134619e-06 8.8872802e-06 1.6391831e-05 0.0027805871 6.4098632e-05 2.5257839 0.014693503 3.7190052e-08 1.0538227e-09 2.2240574e-06 8.6226599e-06
1.01 6.507329 4.1371623e+08 3414.3148 0.023331489 0.01163232 8.1639289e-05 5.2164546e-06 8.8983305e-06 1.6383022e-05 0.002780767 6.4102536e-05 2.5257797 0.014693396 3.7187179e-08 1.0537234e-09 2.2323068e-06 8.6225182e-06
1.02 6.571758 4.1371625e+08 3414.3122 0.023341131 0.011635066 8.3271849e-05 5.3204839e-06 8.9099646e-06 1.6373727e-05 0.0027809047 6.4105601e-05 2.5257749 0.014693331 3.7184947e-08 1.0536475e-09 2.2409844e-06 8.6223707e-06
1.03 6.636187 4.1371628e+08 3414.3084 0.023351269 0.011637935 8.4921079e-05 5.4255502e-06 8.9221852e-06 1.6363944e-05 0.0027810043 6.4107952e-05 2.5257692 0.014693311 3.718326e-08 1.0535924e-09 2.250092e-06 8.6222173e-06
1.04 6.700616 4.1371634e+08 3414.2999 0.023361924 0.01164093 8.6587009e-05 5.5316546e-06 8.9350331e-06 1.635364e-05 0.0027809103 6.4106735e-05 2.5257606 0.01469354 3.7184283e-08 1.0536415e-09 2.2596049e-06 8.622061e-06
1.05 6.765045 4.1371643e+08 3414.2864 0.023373097 0.011644051 8.8269664e-05 5.6387978e-06 8.9485088e-06 1.6342817e-05 0.002780604 6.4101573e-05 2.5257489 0.014694037 3.7188302e-08 1.0538053e-09 2.2695209e-06 8.6219021e-06
1.06 6.829474 4.1371653e+08 3414.2713 0.023384768 0.011647296 8.9969072e-05 5.7469796e-06 8.9625678e-06 1.6331509e-05 0.0027802506 6.4095498e-05 2.5257359 0.014694584 3.7193017e-08 1.053995e-09 2.2798667e-06 8.6217373e-06
1.07 6.893903 4.1371665e+08 3414.2547 0.023396934 0.011650668 9.168526e-05 5.8562011e-06 8.9772022e-06 1.6319726e-05 0.0027798204 6.4087833e-05 2.5257218 0.014695192 3.7198942e-08 1.0542277e-09 2.2906431e-06 8.6215673e-06
1.08 6.958332 4.1371677e+08 3414.2373 0.023411898 0.011654768 9.3420173e-05 5.9664998e-06 8.9951549e-06 1.6305213e-05 0.0027794197 6.4080791e-05 2.5257061 0.01469578 3.7204419e-08 1.0544445e-09 2.3039138e-06 8.6213581e-06
1.09 7.022761 4.1371688e+08 3414.2205 0.023429535 0.011659572 9.5173859e-05 6.0778777e-06 9.0162479e-06 1.6288123e-05 0.0027791113 6.4075652e-05 2.5256899 0.014696291 3.7208476e-08 1.0546107e-09 2.3196009e-06 8.6211103e-06
1.1 7.08719 4.1371699e+08 3414.2048 0.023448601 0.011664757 9.6945388e-05 6.1903176e-06 9.0389749e-06 1.6269695e-05 0.0027788697 6.4071889e-05 2.5256738 0.014696747 3.7211503e-08 1.05474e-09 2.3366028e-06 8.6208416e-06
