Study Name	VanadiumIrradiated_V3plus
Sample Name	2022-01-04
Run Name	unirradiated_8
Operator	Angus
Date	1/4/2022
Time	13:52
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	13:52:40
	
Time	Amplitude
0.000000E+0	-3.374526E-4
5.000000E-11	-4.059706E-4
1.000000E-10	-4.607850E-4
1.500000E-10	-5.447196E-4
2.000000E-10	-5.858304E-4
2.500000E-10	-6.200894E-4
3.000000E-10	-6.286542E-4
3.500000E-10	-6.337930E-4
4.000000E-10	-6.303671E-4
4.500000E-10	-6.200894E-4
5.000000E-10	-6.029599E-4
5.500000E-10	-5.738398E-4
6.000000E-10	-5.224512E-4
6.500000E-10	-4.676368E-4
7.000000E-10	-4.179613E-4
7.500000E-10	-3.494433E-4
8.000000E-10	-2.792123E-4
8.500000E-10	-2.021296E-4
9.000000E-10	-1.353245E-4
9.500000E-10	-4.111229E-5
1.000000E-9	5.823882E-5
1.050000E-9	1.541640E-4
1.100000E-9	2.346727E-4
1.150000E-9	2.963389E-4
1.200000E-9	3.271720E-4
1.250000E-9	3.682828E-4
1.300000E-9	3.785605E-4
1.350000E-9	3.888382E-4
1.400000E-9	4.042547E-4
1.450000E-9	4.333749E-4
1.500000E-9	4.350878E-4
1.550000E-9	3.939770E-4
1.600000E-9	3.768475E-4
1.650000E-9	3.374497E-4
1.700000E-9	3.117554E-4
1.750000E-9	2.757835E-4
1.800000E-9	2.586540E-4
1.850000E-9	2.603669E-4
1.900000E-9	2.586540E-4
1.950000E-9	2.500892E-4
2.000000E-9	2.329597E-4
2.050000E-9	2.346727E-4
2.100000E-9	2.466633E-4
2.150000E-9	2.603669E-4
2.200000E-9	2.757835E-4
2.250000E-9	2.757835E-4
2.300000E-9	2.740705E-4
2.350000E-9	2.603669E-4
2.400000E-9	1.935619E-4
2.450000E-9	1.387475E-4
2.500000E-9	6.166472E-5
2.550000E-9	-3.597343E-5
2.600000E-9	-1.181950E-4
2.650000E-9	-1.815742E-4
2.700000E-9	-1.969907E-4
2.750000E-9	-2.106943E-4
2.800000E-9	-2.312497E-4
2.850000E-9	-1.901389E-4
2.900000E-9	-1.438893E-4
2.950000E-9	-8.736194E-5
3.000000E-9	-5.995474E-5
3.050000E-9	1.711466E-6
3.100000E-9	4.282227E-5
3.150000E-9	7.879422E-5
3.200000E-9	9.934962E-5
3.250000E-9	1.130532E-4
3.300000E-9	1.318957E-4
3.350000E-9	1.353216E-4
3.400000E-9	1.764324E-4
3.450000E-9	1.610158E-4
3.500000E-9	1.455993E-4
3.550000E-9	1.284698E-4
3.600000E-9	8.222012E-5
3.650000E-9	5.138702E-5
3.700000E-9	5.137366E-6
3.750000E-9	-4.453819E-5
3.800000E-9	-9.250079E-5
3.850000E-9	-1.284727E-4
