Study Name	VanadiumIrradiated_V3plus
Sample Name	2022-01-04
Run Name	unirradiated_10
Operator	Angus
Date	1/4/2022
Time	13:54
Sign	NEG
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	13:54:58
	
Time	Amplitude
0.000000E+0	-7.245764E-4
5.000000E-11	-7.622613E-4
1.000000E-10	-8.016591E-4
1.500000E-10	-8.633253E-4
2.000000E-10	-9.438340E-4
2.500000E-10	-1.017491E-3
3.000000E-10	-1.089435E-3
3.500000E-10	-1.135684E-3
4.000000E-10	-1.169943E-3
4.500000E-10	-1.176795E-3
5.000000E-10	-1.185360E-3
5.500000E-10	-1.152814E-3
6.000000E-10	-1.077444E-3
6.500000E-10	-1.012352E-3
7.000000E-10	-9.335563E-4
7.500000E-10	-8.290663E-4
8.000000E-10	-7.382800E-4
8.500000E-10	-6.560584E-4
9.000000E-10	-5.995310E-4
9.500000E-10	-5.378648E-4
1.000000E-9	-4.916152E-4
1.050000E-9	-4.710598E-4
1.100000E-9	-4.761986E-4
1.150000E-9	-5.104576E-4
1.200000E-9	-5.395778E-4
1.250000E-9	-5.789756E-4
1.300000E-9	-6.406418E-4
1.350000E-9	-7.005951E-4
1.400000E-9	-7.571224E-4
1.450000E-9	-8.050850E-4
1.500000E-9	-8.633253E-4
1.550000E-9	-8.907325E-4
1.600000E-9	-9.267045E-4
1.650000E-9	-9.438340E-4
1.700000E-9	-9.661023E-4
1.750000E-9	-9.541117E-4
1.800000E-9	-9.541117E-4
1.850000E-9	-9.558246E-4
1.900000E-9	-9.455469E-4
1.950000E-9	-9.318433E-4
2.000000E-9	-9.164268E-4
2.050000E-9	-8.975843E-4
2.100000E-9	-8.718901E-4
2.150000E-9	-8.530476E-4
2.200000E-9	-8.461958E-4
2.250000E-9	-8.342052E-4
2.300000E-9	-8.324922E-4
2.350000E-9	-8.205016E-4
2.400000E-9	-8.067980E-4
2.450000E-9	-8.050850E-4
2.500000E-9	-7.845296E-4
2.550000E-9	-7.948073E-4
2.600000E-9	-7.913814E-4
2.650000E-9	-7.828167E-4
2.700000E-9	-7.605483E-4
2.750000E-9	-7.262893E-4
2.800000E-9	-6.903174E-4
2.850000E-9	-6.611972E-4
2.900000E-9	-6.269382E-4
2.950000E-9	-5.909663E-4
3.000000E-9	-5.686979E-4
3.050000E-9	-5.430037E-4
3.100000E-9	-5.738368E-4
3.150000E-9	-5.858274E-4
3.200000E-9	-6.303641E-4
3.250000E-9	-6.680490E-4
3.300000E-9	-7.365670E-4
3.350000E-9	-8.136498E-4
3.400000E-9	-8.770289E-4
3.450000E-9	-9.335563E-4
3.500000E-9	-9.900836E-4
3.550000E-9	-1.032907E-3
3.600000E-9	-1.051750E-3
3.650000E-9	-1.065453E-3
3.700000E-9	-1.080870E-3
3.750000E-9	-1.062028E-3
3.800000E-9	-1.020917E-3
3.850000E-9	-9.935095E-4
3.900000E-9	-9.455469E-4
3.950000E-9	-8.616124E-4
4.000000E-9	-7.674001E-4
4.050000E-9	-6.988821E-4
4.100000E-9	-6.166605E-4
4.150000E-9	-5.430037E-4
4.200000E-9	-4.573562E-4
4.250000E-9	-4.042547E-4
4.300000E-9	-3.819864E-4
4.350000E-9	-3.768475E-4
4.400000E-9	-3.854123E-4
4.450000E-9	-4.230972E-4
4.500000E-9	-4.659209E-4
4.550000E-9	-5.258742E-4
4.600000E-9	-5.686979E-4
4.650000E-9	-5.978181E-4
4.700000E-9	-6.269382E-4
4.750000E-9	-6.303641E-4
4.800000E-9	-6.286512E-4
4.850000E-9	-6.080958E-4
4.900000E-9	-5.772627E-4
4.950000E-9	-5.378648E-4
5.000000E-9	-5.070317E-4
5.050000E-9	-5.036058E-4
5.100000E-9	-5.173094E-4
5.150000E-9	-5.310130E-4
5.200000E-9	-5.395778E-4
5.250000E-9	-5.738368E-4
5.300000E-9	-6.166605E-4
5.350000E-9	-6.269382E-4
5.400000E-9	-6.012440E-4
5.450000E-9	-5.704109E-4
5.500000E-9	-5.258742E-4
5.550000E-9	-4.419396E-4
5.600000E-9	-3.768475E-4
5.650000E-9	-3.066166E-4
5.700000E-9	-2.398115E-4
5.750000E-9	-1.730065E-4
5.800000E-9	-1.421734E-4
5.850000E-9	-1.730065E-4
5.900000E-9	-1.935619E-4
5.950000E-9	-2.569410E-4
6.000000E-9	-3.323108E-4
6.050000E-9	-4.299490E-4
6.100000E-9	-5.498555E-4
6.150000E-9	-6.749008E-4
6.200000E-9	-7.742519E-4
6.250000E-9	-8.941584E-4
6.300000E-9	-9.917966E-4
6.350000E-9	-1.050037E-3
6.400000E-9	-1.094574E-3
6.450000E-9	-1.140823E-3
6.500000E-9	-1.176795E-3
6.550000E-9	-1.169943E-3
6.600000E-9	-1.214480E-3
6.650000E-9	-1.245313E-3
6.700000E-9	-1.336100E-3
6.750000E-9	-1.500543E-3
6.800000E-9	-1.743782E-3
6.850000E-9	-2.084659E-3
6.900000E-9	-2.555720E-3
6.950000E-9	-3.124419E-3
7.000000E-9	-3.814738E-3
7.050000E-9	-4.606121E-3
7.100000E-9	-5.455744E-3
7.150000E-9	-6.367034E-3
7.200000E-9	-7.266333E-3
7.250000E-9	-8.146789E-3
7.300000E-9	-8.962153E-3
7.350000E-9	-9.693583E-3
7.400000E-9	-1.031367E-2
7.450000E-9	-1.082756E-2
7.500000E-9	-1.125751E-2
7.550000E-9	-1.159838E-2
7.600000E-9	-1.192042E-2
7.650000E-9	-1.221333E-2
7.700000E-9	-1.251652E-2
7.750000E-9	-1.286254E-2
7.800000E-9	-1.328907E-2
7.850000E-9	-1.378582E-2
7.900000E-9	-1.433225E-2
7.950000E-9	-1.492836E-2
8.000000E-9	-1.556044E-2
8.050000E-9	-1.621307E-2
8.100000E-9	-1.678348E-2
8.150000E-9	-1.731450E-2
