Study Name	VanadiumIrradiated_V3plus
Sample Name	2022-01-04
Run Name	unirradiated_6
Operator	Angus
Date	1/4/2022
Time	13:50
Sign	POS
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	13:50:32
	
Time	Amplitude
0.000000E+0	-1.675265E-3
5.000000E-11	-1.594756E-3
1.000000E-10	-1.498831E-3
1.500000E-10	-1.420036E-3
2.000000E-10	-1.313833E-3
2.500000E-10	-1.205917E-3
3.000000E-10	-1.159667E-3
3.500000E-10	-1.125408E-3
4.000000E-10	-1.113418E-3
4.500000E-10	-1.133973E-3
5.000000E-10	-1.180223E-3
5.500000E-10	-1.221333E-3
6.000000E-10	-1.284713E-3
6.500000E-10	-1.317259E-3
7.000000E-10	-1.361795E-3
7.500000E-10	-1.389202E-3
8.000000E-10	-1.469711E-3
8.500000E-10	-1.529664E-3
9.000000E-10	-1.587905E-3
9.500000E-10	-1.629015E-3
1.000000E-9	-1.652997E-3
1.050000E-9	-1.639293E-3
1.100000E-9	-1.629015E-3
1.150000E-9	-1.615312E-3
1.200000E-9	-1.608460E-3
1.250000E-9	-1.625590E-3
1.300000E-9	-1.625590E-3
1.350000E-9	-1.618738E-3
1.400000E-9	-1.577627E-3
1.450000E-9	-1.545081E-3
1.500000E-9	-1.486841E-3
1.550000E-9	-1.414897E-3
1.600000E-9	-1.349805E-3
1.650000E-9	-1.305268E-3
1.700000E-9	-1.243602E-3
1.750000E-9	-1.212769E-3
1.800000E-9	-1.192213E-3
1.850000E-9	-1.197352E-3
1.900000E-9	-1.241889E-3
1.950000E-9	-1.325823E-3
2.000000E-9	-1.437165E-3
2.050000E-9	-1.567349E-3
2.100000E-9	-1.694108E-3
2.150000E-9	-1.814014E-3
2.200000E-9	-1.956189E-3
2.250000E-9	-2.058966E-3
2.300000E-9	-2.118919E-3
2.350000E-9	-2.127484E-3
2.400000E-9	-2.067531E-3
2.450000E-9	-1.923643E-3
2.500000E-9	-1.750635E-3
2.550000E-9	-1.567349E-3
2.600000E-9	-1.378925E-3
2.650000E-9	-1.207630E-3
2.700000E-9	-1.060316E-3
2.750000E-9	-9.746686E-4
2.800000E-9	-9.301319E-4
2.850000E-9	-9.780945E-4
2.900000E-9	-1.055177E-3
2.950000E-9	-1.185361E-3
3.000000E-9	-1.325823E-3
3.050000E-9	-1.490267E-3
3.100000E-9	-1.629015E-3
3.150000E-9	-1.757487E-3
3.200000E-9	-1.836282E-3
3.250000E-9	-1.865403E-3
3.300000E-9	-1.872254E-3
3.350000E-9	-1.844847E-3
3.400000E-9	-1.786607E-3
3.450000E-9	-1.733505E-3
3.500000E-9	-1.675265E-3
3.550000E-9	-1.632441E-3
3.600000E-9	-1.627303E-3
3.650000E-9	-1.642719E-3
3.700000E-9	-1.712950E-3
3.750000E-9	-1.800311E-3
3.800000E-9	-1.856838E-3
3.850000E-9	-1.913365E-3
3.900000E-9	-1.968180E-3
3.950000E-9	-1.978457E-3
4.000000E-9	-1.944198E-3
4.050000E-9	-1.885958E-3
4.100000E-9	-1.796885E-3
4.150000E-9	-1.664987E-3
4.200000E-9	-1.534803E-3
4.250000E-9	-1.413184E-3
4.300000E-9	-1.289851E-3
4.350000E-9	-1.175084E-3
4.400000E-9	-1.074020E-3
4.450000E-9	-1.024344E-3
4.500000E-9	-9.952240E-4
4.550000E-9	-9.763815E-4
4.600000E-9	-9.832333E-4
4.650000E-9	-1.020918E-3
4.700000E-9	-1.086010E-3
4.750000E-9	-1.089436E-3
4.800000E-9	-1.127121E-3
4.850000E-9	-1.163093E-3
4.900000E-9	-1.205917E-3
4.950000E-9	-1.240176E-3
5.000000E-9	-1.272722E-3
5.050000E-9	-1.272722E-3
5.100000E-9	-1.288138E-3
5.150000E-9	-1.274435E-3
5.200000E-9	-1.253879E-3
5.250000E-9	-1.259018E-3
5.300000E-9	-1.276148E-3
5.350000E-9	-1.296703E-3
5.400000E-9	-1.298416E-3
5.450000E-9	-1.337814E-3
5.500000E-9	-1.375499E-3
5.550000E-9	-1.384064E-3
5.600000E-9	-1.394341E-3
5.650000E-9	-1.401193E-3
5.700000E-9	-1.402906E-3
5.750000E-9	-1.368647E-3
5.800000E-9	-1.351518E-3
5.850000E-9	-1.306981E-3
5.900000E-9	-1.231611E-3
5.950000E-9	-1.164806E-3
6.000000E-9	-1.094575E-3
6.050000E-9	-1.043187E-3
6.100000E-9	-1.026057E-3
6.150000E-9	-1.043187E-3
6.200000E-9	-1.070594E-3
6.250000E-9	-1.163093E-3
6.300000E-9	-1.272722E-3
6.350000E-9	-1.392628E-3
6.400000E-9	-1.498831E-3
6.450000E-9	-1.553646E-3
6.500000E-9	-1.534803E-3
6.550000E-9	-1.390915E-3
6.600000E-9	-1.144251E-3
6.650000E-9	-7.143002E-4
6.700000E-9	-5.824030E-5
6.750000E-9	8.085124E-4
6.800000E-9	1.911652E-3
6.850000E-9	3.252892E-3
6.900000E-9	4.804825E-3
6.950000E-9	6.502358E-3
7.000000E-9	8.343780E-3
7.050000E-9	1.023488E-2
7.100000E-9	1.211912E-2
7.150000E-9	1.391429E-2
7.200000E-9	1.555530E-2
7.250000E-9	1.702844E-2
7.300000E-9	1.824634E-2
7.350000E-9	1.919703E-2
7.400000E-9	1.988906E-2
7.450000E-9	2.032244E-2
7.500000E-9	2.059137E-2
7.550000E-9	2.074554E-2
7.600000E-9	2.083975E-2
7.650000E-9	2.091512E-2
7.700000E-9	2.104702E-2
7.750000E-9	2.124572E-2
7.800000E-9	2.154206E-2
7.850000E-9	2.195488E-2
7.900000E-9	2.247048E-2
7.950000E-9	2.311626E-2
8.000000E-9	2.380144E-2
8.050000E-9	2.447463E-2
8.100000E-9	2.512898E-2
8.150000E-9	2.568569E-2
8.200000E-9	2.612934E-2
8.250000E-9	2.642568E-2
8.300000E-9	2.652161E-2
8.350000E-9	2.641369E-2
8.400000E-9	2.612934E-2
8.450000E-9	2.568569E-2
8.500000E-9	2.502449E-2
8.550000E-9	2.422797E-2
8.600000E-9	2.330982E-2
8.650000E-9	2.228548E-2
8.700000E-9	2.117035E-2
8.750000E-9	2.014772E-2
8.800000E-9	1.911652E-2
8.850000E-9	1.809560E-2
8.900000E-9	1.721172E-2
8.950000E-9	1.643404E-2
9.000000E-9	1.577113E-2
9.050000E-9	1.515961E-2
9.100000E-9	1.469197E-2
9.150000E-9	1.425003E-2
9.200000E-9	1.390915E-2
9.250000E-9	1.364707E-2
9.300000E-9	1.345522E-2
9.350000E-9	1.331647E-2
9.400000E-9	1.324967E-2
9.450000E-9	1.319999E-2
9.500000E-9	1.317087E-2
9.550000E-9	1.318629E-2
9.600000E-9	1.321370E-2
9.650000E-9	1.325138E-2
9.700000E-9	1.331990E-2
9.750000E-9	1.343638E-2
9.800000E-9	1.355286E-2
9.850000E-9	1.375841E-2
9.900000E-9	1.405476E-2
9.950000E-9	1.435452E-2
1.000000E-8	1.474507E-2
1.005000E-8	1.516989E-2
1.010000E-8	1.564951E-2
1.015000E-8	1.619594E-2
1.020000E-8	1.678520E-2
1.025000E-8	1.744297E-2
1.030000E-8	1.817611E-2
1.035000E-8	1.891439E-2
1.040000E-8	1.965953E-2
1.045000E-8	2.040637E-2
1.050000E-8	2.105729E-2
1.055000E-8	2.168252E-2
1.060000E-8	2.223580E-2
1.065000E-8	2.264006E-2
1.070000E-8	2.290043E-2
1.075000E-8	2.301348E-2
1.080000E-8	2.298094E-2
1.085000E-8	2.287645E-2
1.090000E-8	2.267603E-2
1.095000E-8	2.237627E-2
1.100000E-8	2.198914E-2
1.105000E-8	2.156090E-2
1.110000E-8	2.105387E-2
1.115000E-8	2.050230E-2
