grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.82327 3.9839553e+08 2833.3811 0.048026999 0.00062970027 9.3823656e-06 1.14835e-07 1.6130006e-05 6.983581e-07 0.01303401 8.5270512e-05 1.3306711 0.0043029365 3.3663475e-08 2.8007608e-10 -0.00050073044 6.0017285e-05
0.91 5.887973 3.9839553e+08 2833.3811 0.048027038 0.00062969172 9.5920279e-06 1.1739869e-07 1.6130053e-05 6.9835238e-07 0.01303401 8.5270512e-05 1.3306711 0.0043029366 3.3663474e-08 2.8007607e-10 -0.00050072451 6.0018895e-05
0.92 5.952676 3.9839553e+08 2833.3811 0.048027087 0.00062968354 9.8040087e-06 1.1999071e-07 1.6130107e-05 6.9834662e-07 0.013034011 8.5270511e-05 1.3306712 0.0043029356 3.3663473e-08 2.8007605e-10 -0.00050071802 6.0020434e-05
0.93 6.017379 3.9839553e+08 2833.3811 0.048027134 0.00062967563 1.0018306e-05 1.2261105e-07 1.613016e-05 6.9834104e-07 0.013034012 8.5270511e-05 1.3306712 0.0043029361 3.3663473e-08 2.8007603e-10 -0.00050071173 6.0021923e-05
0.94 6.082082 3.9839553e+08 2833.3811 0.048027179 0.00062966797 1.0234921e-05 1.2525972e-07 1.6130211e-05 6.9833564e-07 0.013034012 8.527051e-05 1.3306712 0.0043029354 3.3663472e-08 2.8007602e-10 -0.00050070564 6.0023365e-05
0.95 6.146785 3.9839553e+08 2833.3811 0.048027223 0.00062966055 1.0453852e-05 1.2793672e-07 1.613026e-05 6.9833041e-07 0.013034013 8.527051e-05 1.3306712 0.0043029355 3.3663471e-08 2.80076e-10 -0.00050069973 6.0024762e-05
0.96 6.211488 3.9839553e+08 2833.3811 0.048027266 0.00062965336 1.0675099e-05 1.3064204e-07 1.6130308e-05 6.9832533e-07 0.013034013 8.527051e-05 1.3306712 0.0043029359 3.3663471e-08 2.8007599e-10 -0.00050069401 6.0026115e-05
0.97 6.276191 3.9839553e+08 2833.3811 0.048027307 0.00062964639 1.0898664e-05 1.333757e-07 1.6130355e-05 6.9832042e-07 0.013034014 8.5270509e-05 1.3306712 0.0043029353 3.366347e-08 2.8007597e-10 -0.00050068846 6.0027427e-05
0.98 6.340894 3.9839553e+08 2833.3811 0.048027348 0.00062963963 1.1124545e-05 1.3613768e-07 1.61304e-05 6.9831565e-07 0.013034014 8.5270509e-05 1.3306712 0.0043029351 3.366347e-08 2.8007596e-10 -0.00050068307 6.0028699e-05
0.99 6.405597 3.9839553e+08 2833.3811 0.048027387 0.00062963308 1.1352743e-05 1.3892799e-07 1.6130444e-05 6.9831102e-07 0.013034014 8.5270509e-05 1.3306713 0.0043029354 3.3663469e-08 2.8007594e-10 -0.00050067784 6.0029932e-05
1 6.4703 3.9839553e+08 2833.3811 0.048027425 0.00062962673 1.1583258e-05 1.4174663e-07 1.6130486e-05 6.9830654e-07 0.013034015 8.5270508e-05 1.3306713 0.0043029351 3.3663468e-08 2.8007593e-10 -0.00050067277 6.0031128e-05
1.01 6.535003 3.9839552e+08 2833.3813 0.048027466 0.00062962089 1.181609e-05 1.4459366e-07 1.6130532e-05 6.9830241e-07 0.013034015 8.5270547e-05 1.3306728 0.0043029377 3.3663468e-08 2.8007606e-10 -0.00050066766 6.0032313e-05
1.02 6.599706 3.9839552e+08 2833.3813 0.048027501 0.00062961489 1.2051238e-05 1.4746895e-07 1.6130572e-05 6.9829817e-07 0.013034015 8.5270545e-05 1.3306727 0.0043029366 3.3663467e-08 2.8007604e-10 -0.00050066289 6.0033439e-05
1.03 6.664409 3.9839552e+08 2833.3813 0.048027536 0.00062960906 1.2288703e-05 1.5037257e-07 1.6130611e-05 6.9829405e-07 0.013034016 8.5270543e-05 1.3306727 0.0043029374 3.3663467e-08 2.8007602e-10 -0.00050065823 6.0034532e-05
1.04 6.729112 3.9839552e+08 2833.3813 0.04802757 0.00062960341 1.2528485e-05 1.5330452e-07 1.6130649e-05 6.9829004e-07 0.013034016 8.5270541e-05 1.3306726 0.0043029368 3.3663466e-08 2.80076e-10 -0.0005006537 6.0035593e-05
1.05 6.793815 3.9839552e+08 2833.3813 0.048027603 0.00062959791 1.2770583e-05 1.562648e-07 1.6130686e-05 6.9828615e-07 0.013034016 8.5270539e-05 1.3306726 0.0043029368 3.3663466e-08 2.8007599e-10 -0.0005006493 6.0036625e-05
1.06 6.858518 3.9839552e+08 2833.3812 0.048027636 0.00062959257 1.3014999e-05 1.592534e-07 1.6130722e-05 6.9828236e-07 0.013034017 8.5270537e-05 1.3306725 0.0043029363 3.3663465e-08 2.8007597e-10 -0.00050064501 6.0037627e-05
1.07 6.923221 3.9839552e+08 2833.3812 0.048027667 0.00062958738 1.3261731e-05 1.6227034e-07 1.6130758e-05 6.9827868e-07 0.013034017 8.5270536e-05 1.3306725 0.0043029363 3.3663465e-08 2.8007595e-10 -0.00050064084 6.0038601e-05
1.08 6.987924 3.9839552e+08 2833.3812 0.048027698 0.00062958234 1.3510779e-05 1.653156e-07 1.6130792e-05 6.982751e-07 0.013034018 8.5270534e-05 1.3306724 0.004302936 3.3663464e-08 2.8007594e-10 -0.00050063678 6.0039548e-05
1.09 7.052627 3.9839552e+08 2833.3812 0.048027728 0.00062957743 1.3762145e-05 1.6838919e-07 1.6130825e-05 6.9827162e-07 0.013034018 8.5270532e-05 1.3306724 0.0043029358 3.3663464e-08 2.8007592e-10 -0.00050063282 6.0040469e-05
