Study Name	VanadiumIrradiated_V3plus
Sample Name	2022-01-04
Run Name	unirradiated_4
Operator	Angus
Date	1/4/2022
Time	13:47
Sign	NEG
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	13:48:03
	
Time	Amplitude
0.000000E+0	-1.063740E-3
5.000000E-11	-1.062028E-3
1.000000E-10	-1.043185E-3
1.500000E-10	-1.010639E-3
2.000000E-10	-9.883707E-4
2.500000E-10	-9.609635E-4
3.000000E-10	-9.369822E-4
3.500000E-10	-9.249915E-4
4.000000E-10	-9.267045E-4
4.500000E-10	-9.249915E-4
5.000000E-10	-9.438340E-4
5.500000E-10	-9.661023E-4
6.000000E-10	-9.763800E-4
6.500000E-10	-9.900836E-4
7.000000E-10	-1.002074E-3
7.500000E-10	-1.027769E-3
8.000000E-10	-1.027769E-3
8.500000E-10	-1.039759E-3
9.000000E-10	-1.050037E-3
9.500000E-10	-1.074018E-3
1.000000E-9	-1.082583E-3
1.050000E-9	-1.082583E-3
1.100000E-9	-1.097999E-3
1.150000E-9	-1.092861E-3
1.200000E-9	-1.089435E-3
1.250000E-9	-1.062028E-3
1.300000E-9	-1.036333E-3
1.350000E-9	-9.866577E-4
1.400000E-9	-9.421210E-4
1.450000E-9	-8.787419E-4
1.500000E-9	-8.153627E-4
1.550000E-9	-7.571224E-4
1.600000E-9	-7.023080E-4
1.650000E-9	-6.629102E-4
1.700000E-9	-6.474936E-4
1.750000E-9	-6.577713E-4
1.800000E-9	-6.868915E-4
1.850000E-9	-7.451318E-4
1.900000E-9	-8.136498E-4
1.950000E-9	-9.078620E-4
2.000000E-9	-9.849448E-4
2.050000E-9	-1.072305E-3
2.100000E-9	-1.139110E-3
2.150000E-9	-1.193925E-3
2.200000E-9	-1.224758E-3
2.250000E-9	-1.223045E-3
2.300000E-9	-1.207628E-3
2.350000E-9	-1.175082E-3
2.400000E-9	-1.103138E-3
2.450000E-9	-1.010639E-3
2.500000E-9	-9.249915E-4
2.550000E-9	-8.290663E-4
2.600000E-9	-7.622613E-4
2.650000E-9	-6.783267E-4
2.700000E-9	-6.492066E-4
2.750000E-9	-6.269382E-4
2.800000E-9	-6.217994E-4
2.850000E-9	-6.337900E-4
2.900000E-9	-6.594843E-4
2.950000E-9	-6.868915E-4
3.000000E-9	-7.417059E-4
3.050000E-9	-7.948073E-4
3.100000E-9	-8.496217E-4
3.150000E-9	-9.198527E-4
3.200000E-9	-9.575376E-4
3.250000E-9	-1.015778E-3
3.300000E-9	-1.077444E-3
3.350000E-9	-1.106564E-3
3.400000E-9	-1.147675E-3
3.450000E-9	-1.199064E-3
3.500000E-9	-1.233323E-3
3.550000E-9	-1.264156E-3
3.600000E-9	-1.296702E-3
3.650000E-9	-1.327535E-3
3.700000E-9	-1.334387E-3
3.750000E-9	-1.322396E-3
3.800000E-9	-1.318970E-3
3.850000E-9	-1.271007E-3
3.900000E-9	-1.255591E-3
3.950000E-9	-1.212767E-3
4.000000E-9	-1.163092E-3
4.050000E-9	-1.125407E-3
4.100000E-9	-1.070592E-3
4.150000E-9	-1.036333E-3
4.200000E-9	-9.866577E-4
4.250000E-9	-9.421210E-4
4.300000E-9	-8.975843E-4
4.350000E-9	-8.753160E-4
4.400000E-9	-8.239275E-4
4.450000E-9	-7.879555E-4
4.500000E-9	-7.571224E-4
4.550000E-9	-7.057339E-4
4.600000E-9	-6.783267E-4
4.650000E-9	-6.389289E-4
4.700000E-9	-5.978181E-4
4.750000E-9	-5.772627E-4
4.800000E-9	-5.515684E-4
4.850000E-9	-5.224483E-4
4.900000E-9	-5.310130E-4
4.950000E-9	-5.293001E-4
5.000000E-9	-5.430037E-4
5.050000E-9	-5.806886E-4
5.100000E-9	-5.875404E-4
5.150000E-9	-6.303641E-4
5.200000E-9	-6.680490E-4
5.250000E-9	-7.057339E-4
5.300000E-9	-7.331411E-4
