grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.82327 3.9525771e+08 2798.7051 0.039395126 0.0010393693 1.0134383e-05 1.7899349e-07 1.7071932e-08 1.8612933e-06 0.0071049305 9.139273e-05 3.0449285 0.008268878 4.5072386e-08 7.3391341e-10 0.00065919248 6.740417e-05
0.91 5.887973 3.9525771e+08 2798.7039 0.039395047 0.0010406936 1.0360805e-05 1.8322481e-07 1.6622853e-08 1.8636917e-06 0.0070910568 9.1575192e-05 3.0451856 0.0083015336 4.5027265e-08 7.3595449e-10 0.00065917155 6.7493224e-05
0.92 5.952676 3.9525771e+08 2798.7028 0.039377293 0.00099115371 1.0584394e-05 1.7845291e-07 2.1927512e-08 1.7759762e-06 0.0078616614 9.3045177e-05 3.0452471 0.0075946024 4.1196092e-08 6.0784795e-10 0.00065813488 6.4353285e-05
0.93 6.017379 3.9525771e+08 2798.7016 0.039389222 0.00011229266 1.0820008e-05 9.0707643e-08 2.429098e-09 NaN 0.006884755 9.1910262e-05 3.0460738 0.0086108945 4.564389e-08 7.7439637e-10 0.00065883438 4.7541539e-05
0.94 6.082082 3.9525771e+08 2798.7003 0.039377698 0.00010610916 1.105097e-05 8.7593364e-08 1.1041211e-08 NaN 0.007656989 9.0809078e-05 3.0424867 0.0076425694 4.2883854e-08 6.3955007e-10 0.00065845399 4.4945115e-05
0.95 6.146785 3.9525771e+08 2798.6991 0.039395462 0.0010357976 1.1292363e-05 1.987328e-07 1.6931959e-08 1.8549044e-06 0.0071425813 9.1995367e-05 3.0427574 0.0082774487 4.4443169e-08 7.2284208e-10 0.0006594681 6.7173763e-05
0.96 6.211488 3.9525771e+08 2798.6978 0.039387251 0.00099176979 1.1527706e-05 1.9437731e-07 3.4344551e-08 1.7762072e-06 0.0078043057 9.2027473e-05 3.0424768 0.0075691804 4.1845111e-08 6.1676449e-10 0.00065899639 6.4363968e-05
0.97 6.276191 3.9525772e+08 2798.6966 0.039388054 0.0010135998 1.176999e-05 2.0279544e-07 1.9128475e-08 1.8155985e-06 0.0074418439 9.1803186e-05 3.0419237 0.007924107 4.326002e-08 6.7080017e-10 0.00065881776 6.5774816e-05
0.98 6.340894 3.9525772e+08 2798.6953 0.039393671 0.0010358517 1.2015777e-05 2.1150406e-07 1.6084955e-08 1.8551751e-06 0.0071336086 9.1957954e-05 3.0419518 0.0082844443 4.4479503e-08 7.2414515e-10 0.00065914305 6.7198549e-05
0.99 6.405597 3.9525772e+08 2798.694 0.039392442 0.00011156013 1.2262132e-05 1.0210538e-07 7.511636e-09 NaN 0.0069368197 9.1541118e-05 3.0418361 0.0085107957 4.5479882e-08 7.6224993e-10 0.00065907703 4.7228359e-05
1 6.4703 3.9525772e+08 2798.6928 0.03939306 0.0010271858 1.2510876e-05 2.1839101e-07 1.9121703e-08 1.8396272e-06 0.0072365236 9.0762043e-05 3.0417556 0.0080611836 4.4777249e-08 7.100898e-10 0.00065911435 6.664577e-05
1.01 6.535003 3.9525772e+08 2798.6916 0.039382917 0.00010851578 1.2759896e-05 1.0340582e-07 4.9792873e-09 NaN 0.0073043242 9.1287364e-05 3.0414651 0.0080567156 4.3924878e-08 6.931014e-10 0.00065853961 4.5964247e-05
1.02 6.599706 3.9525772e+08 2798.6904 0.039392468 0.00011152811 1.301656e-05 1.0835663e-07 7.5858157e-09 NaN 0.0069384929 9.1544391e-05 3.041584 0.0085089628 4.5461214e-08 7.6172546e-10 0.00065908868 4.7218461e-05
1.03 6.664409 3.9525772e+08 2798.6892 0.039395756 0.00011139689 1.3273796e-05 1.1034631e-07 1.364751e-08 NaN 0.0069526792 9.1318333e-05 3.0415764 0.0084707637 4.5536905e-08 7.5977282e-10 0.00065927963 4.7154193e-05
1.04 6.729112 3.9525772e+08 2798.6881 0.039373498 0.00010557789 1.3525744e-05 1.0670297e-07 8.4712711e-09 NaN 0.0077351828 9.1988816e-05 3.041114 0.0076596741 4.1855056e-08 6.23384e-10 0.00065804799 4.4745022e-05
1.05 6.793815 3.9525772e+08 2798.687 0.039386107 0.00010990521 1.379149e-05 1.1317951e-07 4.3357663e-09 NaN 0.0071262882 9.1573997e-05 3.0409884 0.0082853565 4.4520247e-08 7.239501e-10 0.00065865386 4.6551451e-05
1.06 6.858518 3.9525772e+08 2798.686 0.039384177 0.00011018676 1.4054715e-05 1.1565296e-07 3.8762556e-10 NaN 0.0070783543 9.0734824e-05 3.0407086 0.0082665639 4.527516e-08 7.3652087e-10 0.00065847793 4.6680371e-05
1.07 6.923221 3.9525772e+08 2798.685 0.03938365 0.00010808541 1.4320659e-05 1.1559225e-07 9.5321992e-09 NaN 0.007361082 9.1704335e-05 3.040617 0.0080294626 4.340648e-08 6.8137694e-10 0.00065844816 4.5787478e-05
1.08 6.987924 3.9525772e+08 2798.684 0.039380087 0.00010794882 1.4588709e-05 1.1763378e-07 3.1961763e-09 NaN 0.0073617235 8.9921033e-05 3.0404676 0.0078755725 4.4547831e-08 6.886433e-10 0.0006582487 4.5741788e-05
1.09 7.052627 3.9525772e+08 2798.6831 0.039385434 0.0010105313 1.4860306e-05 2.5530951e-07 1.9361307e-08 1.8103604e-06 0.0074698128 9.2059682e-05 3.0398581 0.0079149013 4.2928285e-08 6.6413897e-10 0.00065830555 6.5617892e-05
1.1 7.11733 3.9525772e+08 2798.6821 0.039391506 0.0010305961 1.5136644e-05 2.6513291e-07 1.708724e-08 1.8459684e-06 0.0071739523 9.1055694e-05 3.0398958 0.0081575117 4.4795476e-08 7.1893312e-10 0.00065865069 6.6900859e-05
