grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.82327 3.9616426e+08 2423.5079 0.039127088 7.4397795e-05 8.6047711e-06 6.1494643e-08 1.1740568e-09 NaN 0.01201931 9.1599721e-05 -3.1103613 0.0048453321 3.2802141e-08 3.0123337e-10 5.9463679e-05 4.6488495e-05
0.91 5.887973 3.9616426e+08 2423.5073 0.039127093 7.4396456e-05 8.7970525e-06 6.2868085e-08 1.1791004e-09 NaN 0.012019336 9.1599202e-05 -3.1103619 0.0048452955 3.2802345e-08 3.012332e-10 5.9463632e-05 4.648971e-05
0.92 5.952676 3.9616426e+08 2423.5067 0.039127098 7.4395086e-05 8.9914581e-06 6.4256643e-08 1.1839478e-09 NaN 0.012019407 9.1597851e-05 -3.1103629 0.0048451992 3.2802881e-08 3.0123278e-10 5.9463118e-05 4.6490846e-05
0.93 6.017379 3.9616427e+08 2423.5062 0.039127102 7.4393692e-05 9.1879879e-06 6.5660318e-08 1.1884301e-09 NaN 0.012019517 9.1595743e-05 -3.1103646 0.0048450491 3.2803719e-08 3.0123215e-10 5.9462176e-05 4.6491909e-05
0.94 6.082082 3.9616427e+08 2423.5056 0.039127096 7.4392955e-05 9.3866445e-06 6.7079736e-08 1.1713386e-09 NaN 0.012019229 9.1601242e-05 -3.1103609 0.0048454409 3.2801524e-08 3.0123375e-10 5.9464437e-05 4.6493305e-05
0.95 6.146785 3.9616427e+08 2423.5051 0.039127082 7.4392735e-05 9.5874276e-06 6.85148e-08 1.1396064e-09 NaN 0.012018647 9.1612404e-05 -3.1103534 0.0048462349 3.279708e-08 3.0123708e-10 5.9469153e-05 4.6494951e-05
0.96 6.211488 3.9616427e+08 2423.5045 0.039127066 7.4392789e-05 9.7903365e-06 6.9965303e-08 1.1023978e-09 NaN 0.012017939 9.1626063e-05 -3.1103446 0.0048472052 3.2791659e-08 3.0124122e-10 5.9475e-05 4.6496703e-05
0.97 6.276191 3.9616427e+08 2423.504 0.039127048 7.4393072e-05 9.9953711e-06 7.1431217e-08 1.0620677e-09 NaN 0.012017142 9.1641527e-05 -3.110335 0.0048483011 3.2785546e-08 3.0124602e-10 5.9481709e-05 4.6498536e-05
0.98 6.340894 3.9616427e+08 2423.5035 0.039348406 8.4977483e-05 1.0371652e-05 8.2102907e-08 6.42903e-09 NaN 0.0088973176 8.5833928e-05 -3.0927948 0.0061923199 4.1581799e-08 5.0301707e-10 0.00014109851 5.1098246e-05
0.99 6.405597 3.9616427e+08 2423.503 0.03934884 8.7716329e-05 1.0577019e-05 8.652376e-08 4.162459e-10 NaN 0.0085053311 8.5654496e-05 -3.0926248 0.0064712132 4.3621173e-08 5.5523093e-10 0.00014045042 5.283974e-05
