Study Name	VanadiumIrradiated_V3plus
Sample Name	2022-01-04
Run Name	unirradiated_12
Operator	Angus
Date	1/4/2022
Time	13:56
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	13:56:41
	
Time	Amplitude
0.000000E+0	1.849971E-4
5.000000E-11	2.089784E-4
1.000000E-10	2.089784E-4
1.500000E-10	1.987007E-4
2.000000E-10	1.558770E-4
2.500000E-10	7.708127E-5
3.000000E-10	-1.884393E-5
3.500000E-10	-1.096303E-4
4.000000E-10	-2.192591E-4
4.500000E-10	-2.997677E-4
5.000000E-10	-4.265260E-4
5.500000E-10	-5.327290E-4
6.000000E-10	-6.526355E-4
6.500000E-10	-7.245794E-4
7.000000E-10	-7.399959E-4
7.500000E-10	-7.485607E-4
8.000000E-10	-7.451348E-4
8.500000E-10	-7.143017E-4
9.000000E-10	-6.423578E-4
9.500000E-10	-5.806916E-4
1.000000E-9	-4.830534E-4
1.050000E-9	-4.213872E-4
1.100000E-9	-3.391656E-4
1.150000E-9	-2.723605E-4
1.200000E-9	-2.569440E-4
1.250000E-9	-2.500922E-4
1.300000E-9	-2.500922E-4
1.350000E-9	-2.912030E-4
1.400000E-9	-3.460174E-4
1.450000E-9	-4.248131E-4
1.500000E-9	-5.001829E-4
1.550000E-9	-5.635621E-4
1.600000E-9	-5.772657E-4
1.650000E-9	-6.166635E-4
1.700000E-9	-6.594873E-4
1.750000E-9	-6.903204E-4
1.800000E-9	-6.766168E-4
1.850000E-9	-6.457837E-4
1.900000E-9	-6.457837E-4
1.950000E-9	-5.995340E-4
2.000000E-9	-5.378678E-4
2.050000E-9	-4.727757E-4
2.100000E-9	-4.213872E-4
2.150000E-9	-3.408785E-4
2.200000E-9	-2.569440E-4
2.250000E-9	-2.106943E-4
2.300000E-9	-1.747224E-4
2.350000E-9	-1.336116E-4
2.400000E-9	-9.078784E-5
2.450000E-9	-6.851949E-5
2.500000E-9	-4.453819E-5
2.550000E-9	-2.226983E-5
2.600000E-9	-1.483841E-9
2.650000E-9	1.027622E-5
2.700000E-9	-1.713098E-5
2.750000E-9	-1.199213E-5
2.800000E-9	-2.912163E-5
2.850000E-9	-5.824179E-5
2.900000E-9	-9.763964E-5
2.950000E-9	-1.610188E-4
3.000000E-9	-2.124073E-4
3.050000E-9	-2.381015E-4
