grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.82327 3.9722324e+08 2709.5953 0.050782481 0.00080835033 9.2614632e-06 1.2264591e-07 1.5858168e-05 9.033047e-07 0.013997406 9.7683251e-05 2.6929 0.0044148621 3.2994377e-08 2.7577044e-10 0.00099909968 6.5522741e-05
0.91 5.887973 3.9722324e+08 2709.5953 0.050783048 0.00080834587 9.4685028e-06 1.253837e-07 1.5858801e-05 9.0328267e-07 0.013997371 9.7684226e-05 2.6929013 0.0044149148 3.2994039e-08 2.7577055e-10 0.00099913914 6.5523763e-05
0.92 5.952676 3.9722324e+08 2709.5953 0.050783339 0.00080833907 9.6777973e-06 1.2815196e-07 1.5859197e-05 9.032678e-07 0.01399734 9.7685045e-05 2.6929024 0.00441496 3.2993755e-08 2.7577067e-10 0.00099916377 6.5525103e-05
0.93 6.017379 3.9722324e+08 2709.5953 0.050783671 0.00080833214 9.8893793e-06 1.3095028e-07 1.5859579e-05 9.0325213e-07 0.013997321 9.7685581e-05 2.6929031 0.0044149891 3.2993569e-08 2.7577072e-10 0.00099918646 6.552637e-05
0.94 6.082082 3.9722324e+08 2709.5953 0.050783901 0.00080832401 1.0103231e-05 1.3377883e-07 1.5859819e-05 9.0323967e-07 0.013997309 9.7685922e-05 2.6929036 0.0044150077 3.2993451e-08 2.7577076e-10 0.00099920067 6.5527764e-05
0.95 6.146785 3.9722324e+08 2709.5953 0.050784043 0.00080831508 1.0319357e-05 1.3663764e-07 1.5859955e-05 9.0322984e-07 0.013997301 9.7686138e-05 2.6929039 0.0044150195 3.2993375e-08 2.7577079e-10 0.00099920881 6.5529242e-05
0.96 6.211488 3.9722324e+08 2709.5953 0.050784131 0.00080830584 1.0537762e-05 1.3952673e-07 1.5860034e-05 9.0322163e-07 0.013997296 9.768628e-05 2.6929041 0.0044150275 3.2993326e-08 2.7577081e-10 0.00099921361 6.5530746e-05
0.97 6.276191 3.9722324e+08 2709.5953 0.050784161 0.00080829627 1.0758446e-05 1.4244609e-07 1.5860061e-05 9.03215e-07 0.013997294 9.7686326e-05 2.6929042 0.0044150301 3.2993309e-08 2.7577081e-10 0.00099921544 6.553227e-05
0.98 6.340894 3.9722322e+08 2709.5949 0.050784199 0.0008082876 1.0981418e-05 1.453958e-07 1.5860096e-05 9.0320893e-07 0.013997291 9.7686434e-05 2.6929067 0.0044150361 3.2993294e-08 2.7577103e-10 0.00099921753 6.5533781e-05
0.99 6.405597 3.9722322e+08 2709.5949 0.050784229 0.00080827859 1.1206676e-05 1.4837567e-07 1.586012e-05 9.0320267e-07 0.013997289 9.7686482e-05 2.6929067 0.0044150387 3.2993276e-08 2.7577103e-10 0.00099921919 6.5535214e-05
1 6.4703 3.9722322e+08 2709.5949 0.050784491 0.0008082751 1.1434246e-05 1.5138615e-07 1.5860327e-05 9.0319468e-07 0.013997169 9.768925e-05 2.6929103 0.0044151954 3.2992316e-08 2.7577174e-10 0.00099922956 6.5536668e-05
1.01 6.535003 3.9722322e+08 2709.5949 0.050784249 0.00080826096 1.1664047e-05 1.544262e-07 1.5860138e-05 9.0319154e-07 0.013997288 9.7686499e-05 2.6929066 0.0044150397 3.2993267e-08 2.7577101e-10 0.00099922071 6.553799e-05
1.02 6.599706 3.9722322e+08 2709.5949 0.050784235 0.00080825229 1.189616e-05 1.5749686e-07 1.5860129e-05 9.0318674e-07 0.01399729 9.7686458e-05 2.6929064 0.0044150373 3.299328e-08 2.75771e-10 0.0009992205 6.553934e-05
1.03 6.664409 3.9722322e+08 2709.5949 0.050784212 0.00080824377 1.2130559e-05 1.6059778e-07 1.5860112e-05 9.031823e-07 0.013997292 9.76864e-05 2.6929063 0.0044150344 3.2993299e-08 2.7577098e-10 0.00099921985 6.5540661e-05
1.04 6.729112 3.9722322e+08 2709.595 0.05078418 0.00080823539 1.2367242e-05 1.6372896e-07 1.5860086e-05 9.0317821e-07 0.013997295 9.7686329e-05 2.6929061 0.0044150305 3.2993323e-08 2.7577096e-10 0.00099921876 6.5541956e-05
1.05 6.793815 3.9722322e+08 2709.595 0.050784141 0.00080822715 1.2606211e-05 1.668904e-07 1.5860054e-05 9.0317445e-07 0.013997298 9.7686248e-05 2.6929059 0.004415026 3.299335e-08 2.7577093e-10 0.00099921722 6.5543225e-05
1.06 6.858518 3.9722323e+08 2709.595 0.050784097 0.00080821906 1.2847466e-05 1.700821e-07 1.5860015e-05 9.0317097e-07 0.013997301 9.7686161e-05 2.6929057 0.0044150216 3.2993378e-08 2.7577091e-10 0.00099921534 6.5544469e-05
1.07 6.923221 3.9722323e+08 2709.595 0.048434527 0.00078388991 1.2610148e-05 1.7542007e-07 1.3110054e-05 9.7647146e-07 0.013965027 9.76421e-05 2.6927799 0.0044237286 3.3045626e-08 2.768068e-10 0.00083697365 6.9775597e-05
1.08 6.987924 3.9722324e+08 2709.5954 0.050425975 0.0008046231 1.3265797e-05 1.7692202e-07 1.5502524e-05 9.131121e-07 0.013993193 9.769051e-05 2.6928747 0.0044165375 3.299392e-08 2.7587037e-10 0.00097721566 6.6128639e-05
1.09 7.052627 3.9722324e+08 2709.5953 0.050417921 0.00080452736 1.3510853e-05 1.8021619e-07 1.5492506e-05 9.133578e-07 0.013993123 9.7689858e-05 2.6928734 0.0044165319 3.2994121e-08 2.7587193e-10 0.00097663572 6.6143684e-05
1.1 7.11733 3.9722324e+08 2709.5953 0.050410554 0.00080443667 1.3758235e-05 1.8353926e-07 1.5482727e-05 9.1358992e-07 0.013993061 9.7689069e-05 2.6928721 0.004416518 3.2994337e-08 2.7587308e-10 0.00097607864 6.6157717e-05
