grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.82327 3.977087e+08 3034.8712 0.051897775 0.00079428515 8.5507177e-06 1.1957014e-07 1.2583402e-05 9.4491801e-07 0.015645112 0.00010415913 2.8477711 0.0042128643 3.2664055e-08 2.6062049e-10 0.00036363387 7.923964e-05
0.91 5.887973 3.977087e+08 3034.8712 0.045505378 0.0010701942 8.0346521e-06 1.8450969e-07 2.9834507e-06 1.728337e-06 0.0092064542 0.00011127139 2.8160635 0.0077437185 4.8940052e-08 7.5990818e-10 6.591175e-06 0.00013190752
0.92 5.952676 3.977087e+08 3034.8713 0.045526666 0.0010758171 8.2146382e-06 1.8949837e-07 3.0205395e-06 1.7355566e-06 0.0091644259 0.00011257572 2.8183192 0.0078702916 4.8461988e-08 7.6345127e-10 7.8725528e-06 0.00013250696
0.93 6.017379 3.977087e+08 3034.8713 0.04716457 0.00086431796 8.57232e-06 1.5100615e-07 5.8406675e-06 1.2840196e-06 0.011742779 0.00010089243 2.8336178 0.0054868932 4.05579e-08 4.3344501e-10 9.4664896e-05 0.00010098132
0.94 6.082082 3.977087e+08 3034.8713 0.045526737 0.001008201 8.5738739e-06 1.8543435e-07 3.0502604e-06 1.6259927e-06 0.0098056282 0.00010815461 2.820429 0.0070648772 4.6752202e-08 6.5712462e-10 7.9013781e-06 0.00012424968
0.95 6.146785 3.977087e+08 3034.8713 0.046675824 0.00085809342 8.8820724e-06 1.5790675e-07 5.0703858e-06 1.3057628e-06 0.011780464 0.00010094673 2.8311028 0.0054716738 4.0454281e-08 4.309977e-10 6.4703222e-05 0.00010204947
0.96 6.211488 3.977087e+08 3034.8713 0.045578423 0.0010188182 8.9487776e-06 1.9525007e-07 3.1354164e-06 1.6389475e-06 0.009704109 0.00010904255 2.8217106 0.0071976966 4.6870473e-08 6.7144487e-10 1.0321188e-05 0.00012535268
0.97 6.276191 3.977087e+08 3034.8713 0.045577717 0.0010184995 9.1361149e-06 1.9927892e-07 3.1343695e-06 1.6384989e-06 0.0097070528 0.00010902811 2.8217627 0.0071945477 4.6859587e-08 6.7096923e-10 1.0299575e-05 0.00012532107
0.98 6.340894 3.977087e+08 3034.8713 0.045414609 0.0010723872 9.307457e-06 2.1478682e-07 2.8243207e-06 1.7399337e-06 0.0091825263 0.00011156921 2.8135633 0.00778449 4.8973135e-08 7.6453111e-10 2.0249128e-06 0.00013260662
0.99 6.405597 3.977087e+08 3034.8713 0.045507518 0.0010721025 9.5099498e-06 2.1875313e-07 2.9879474e-06 1.7312912e-06 0.009179967 0.00011130524 2.8201752 0.0077688263 4.9050108e-08 7.6436892e-10 6.9172811e-06 0.00013217241
1 6.4703 3.977087e+08 3034.8713 0.045524036 0.0010677893 9.70486e-06 2.2222973e-07 3.0202711e-06 1.7228461e-06 0.0092421841 0.00011264671 2.820186 0.007808607 4.7898689e-08 7.4714165e-10 7.7222966e-06 0.00013157962
1.01 6.535003 3.977087e+08 3034.8713 0.045509288 0.0010524009 9.898184e-06 2.2349453e-07 2.9974824e-06 1.6992117e-06 0.0093664468 0.00011043887 2.8204234 0.0075543987 4.8281335e-08 7.2959094e-10 7.2258326e-06 0.00012974696
1.02 6.599706 3.977087e+08 3034.8713 0.051907548 0.00079429015 1.0984546e-05 1.5354777e-07 1.2595127e-05 9.4458542e-07 0.015645311 0.00010420294 2.847818 0.0042144848 3.2648916e-08 2.6058422e-10 0.00036436695 7.9248938e-05
1.03 6.664409 3.9770869e+08 3034.8735 0.045551753 0.0010063742 1.0297665e-05 2.2213246e-07 3.0955669e-06 1.6210506e-06 0.0098320577 0.00010861619 2.8208551 0.0070752351 4.6334972e-08 6.5126009e-10 9.1722834e-06 0.00012396573
1.04 6.729112 3.9770869e+08 3034.8734 0.045504968 0.0010721875 1.0494635e-05 2.414348e-07 2.9835362e-06 1.7316885e-06 0.0091781405 0.00011129248 2.8202611 0.0077694984 4.9069527e-08 7.6479119e-10 6.8724429e-06 0.00013221278
1.05 6.793815 3.9770869e+08 3034.8734 0.045504488 0.0010721979 1.0697394e-05 2.4610404e-07 2.982705e-06 1.7317538e-06 0.0091779 0.00011129288 2.820266 0.0077697302 4.9070945e-08 7.648401e-10 6.8649347e-06 0.00013221948
1.06 6.858518 3.9770869e+08 3034.8733 0.045558826 0.0010140163 1.0907718e-05 2.3700689e-07 3.1037559e-06 1.6328633e-06 0.0097517025 0.00010884235 2.8209822 0.0071490667 4.6696959e-08 6.6403796e-10 9.5689586e-06 0.00012487943
1.07 6.923221 3.9770869e+08 3034.8732 0.045514657 0.0010232848 1.1108892e-05 2.4389449e-07 3.0212423e-06 1.6515549e-06 0.0096552449 0.00010937077 2.8206369 0.0072560455 4.7014005e-08 6.7930976e-10 7.5503313e-06 0.00012618549
1.08 6.987924 3.9770869e+08 3034.8731 0.045523268 0.0010048895 1.1317858e-05 2.4399059e-07 3.045811e-06 1.6210074e-06 0.0098312662 0.00010733805 2.8210208 0.0069937799 4.7054961e-08 6.554197e-10 7.9094301e-06 0.00012391138
1.09 7.052627 3.9770869e+08 3034.8731 0.045564987 0.0010279403 1.1535444e-05 2.5400982e-07 3.1075503e-06 1.6549073e-06 0.0096094808 0.00010947578 2.8219189 0.0072980239 4.7223017e-08 6.8677743e-10 9.8667402e-06 0.00012656471
1.1 7.11733 3.9770869e+08 3034.873 0.051881219 0.00079392041 1.2769822e-05 1.7857679e-07 1.2563614e-05 9.4529859e-07 0.015644918 0.00010415447 2.8477646 0.0042127427 3.266602e-08 2.6063063e-10 0.00036232736 7.931383e-05
