Study Name	V_single_crystal
Sample Name	0dpa
Run Name	85degreesSpot3
Operator	Angus Wylie
Date	8/5/2019
Time	14:30
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	14:32:21
	
Time	Amplitude
1.620000E-8	3.453136E-2
1.625000E-8	3.504182E-2
1.630000E-8	3.549575E-2
1.635000E-8	3.586746E-2
1.640000E-8	3.614325E-2
1.645000E-8	3.631797E-2
1.650000E-8	3.636250E-2
1.655000E-8	3.626144E-2
1.660000E-8	3.603876E-2
1.665000E-8	3.569103E-2
1.670000E-8	3.519941E-2
1.675000E-8	3.459988E-2
1.680000E-8	3.393183E-2
1.685000E-8	3.319012E-2
1.690000E-8	3.239360E-2
1.695000E-8	3.156967E-2
1.700000E-8	3.071833E-2
1.705000E-8	2.984302E-2
1.710000E-8	2.897455E-2
1.715000E-8	2.811465E-2
1.720000E-8	2.724447E-2
1.725000E-8	2.639142E-2
1.730000E-8	2.555208E-2
1.735000E-8	2.470245E-2
1.740000E-8	2.388538E-2
1.745000E-8	2.315908E-2
1.750000E-8	2.252187E-2
1.755000E-8	2.194118E-2
1.760000E-8	2.144956E-2
1.765000E-8	2.107271E-2
1.770000E-8	2.079521E-2
1.775000E-8	2.064105E-2
1.780000E-8	2.063591E-2
1.785000E-8	2.075582E-2
1.790000E-8	2.097507E-2
1.795000E-8	2.130567E-2
1.800000E-8	2.174076E-2
1.805000E-8	2.226835E-2
1.810000E-8	2.288159E-2
1.815000E-8	2.357019E-2
1.820000E-8	2.431190E-2
1.825000E-8	2.510328E-2
1.830000E-8	2.591351E-2
1.835000E-8	2.673401E-2
1.840000E-8	2.758535E-2
1.845000E-8	2.845039E-2
1.850000E-8	2.927432E-2
1.855000E-8	3.004343E-2
1.860000E-8	3.078856E-2
1.865000E-8	3.149601E-2
1.870000E-8	3.211781E-2
1.875000E-8	3.264712E-2
1.880000E-8	3.311646E-2
1.885000E-8	3.350873E-2
1.890000E-8	3.378280E-2
1.895000E-8	3.395581E-2
1.900000E-8	3.405516E-2
1.905000E-8	3.406715E-2
1.910000E-8	3.396437E-2
1.915000E-8	3.373998E-2
1.920000E-8	3.340595E-2
1.925000E-8	3.298628E-2
1.930000E-8	3.248267E-2
1.935000E-8	3.188999E-2
1.940000E-8	3.120995E-2
1.945000E-8	3.046310E-2
1.950000E-8	2.967001E-2
1.955000E-8	2.882038E-2
1.960000E-8	2.791937E-2
1.965000E-8	2.698753E-2
1.970000E-8	2.604541E-2
1.975000E-8	2.511527E-2
1.980000E-8	2.420912E-2
1.985000E-8	2.334237E-2
1.990000E-8	2.252529E-2
1.995000E-8	2.176817E-2
