414252670.768194	2814.63341281207	2668.98853249240	6.18246455958653e-05	3.64348289672209e-06	4.49397796497668e-08
412977979.342813	2685.77246301249	2660.77582310781	5.34655072711104e-05	3.58823557870715e-06	4.41634887967721e-08
412338301.511004	4474.63684075111	2656.65444280525	2.33993925134849e-05	NaN	4.47130094136169e-08
411743967.710500	3194.56094557968	2652.82520956198	6.15025226684943e-05	NaN	4.68758030651675e-08
413668492.094145	2036.11900531642	2665.22472771337	5.49287066539043e-05	3.19007894963855e-06	4.48328807307587e-08
413834675.820527	2798.07090325379	2666.29543284407	7.19728809067658e-05	5.02296459788642e-06	4.88700934309289e-08
413921475.325255	4040.06612020336	2666.85467337309	6.47614083740087e-05	3.86974437922963e-06	5.39336336692468e-08
413327270.945222	2332.59054882584	2663.02627397297	6.80891470222741e-05	3.84478738916766e-06	4.29541501770721e-08
413103190.345446	2018.44453556754	2661.58254507668	7.60662004656179e-05	3.21069034430907e-06	4.13889659421207e-08
412961389.262922	2194.37071879991	2660.66893488208	5.90315291196036e-05	2.79866807634297e-06	3.60759068271553e-08
413814058.136314	3388.47080730287	2666.16259516646	6.33323539879581e-05	3.09180106597046e-06	3.60248871757816e-08
412262400.171846	2173.49626427388	2656.16541806719	6.63504770326586e-05	3.23697030971559e-06	3.96578762342775e-08
413516768.135008	3553.85123648744	2664.24718541705	6.79366104745240e-05	2.75280258039693e-06	3.24218305105636e-08
412929826.588127	2206.74786957642	2660.46557972464	5.83686161457694e-05	2.91123643787899e-06	3.66865564295727e-08
414075160.453530	3235.99957816056	2667.84485128605	6.26257733167005e-05	2.43504207970512e-06	3.62363543797480e-08
