Study Name	Fe_single_crystal
Sample Name	2019-08-23
Run Name	3rdIrr10degSpot06
Operator	Angus Wylie
Date	8/23/2019
Time	17:36
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	17:37:50
	
Time	Amplitude
0.000000E+0	-5.018944E-4
5.000000E-11	-4.385152E-4
1.000000E-10	-3.922656E-4
1.500000E-10	-3.819879E-4
2.000000E-10	-3.939785E-4
2.500000E-10	-4.196728E-4
3.000000E-10	-4.659224E-4
3.500000E-10	-5.087462E-4
4.000000E-10	-5.344404E-4
4.500000E-10	-5.464311E-4
5.000000E-10	-5.293016E-4
5.500000E-10	-4.642095E-4
6.000000E-10	-3.734231E-4
6.500000E-10	-2.843497E-4
7.000000E-10	-2.038411E-4
7.500000E-10	-1.284713E-4
8.000000E-10	-7.023095E-5
8.500000E-10	-5.310145E-5
9.000000E-10	-7.879570E-5
9.500000E-10	-1.250454E-4
1.000000E-9	-1.867116E-4
1.050000E-9	-2.672202E-4
1.100000E-9	-3.631454E-4
1.150000E-9	-4.453670E-4
1.200000E-9	-5.121721E-4
1.250000E-9	-5.721253E-4
1.300000E-9	-6.029584E-4
1.350000E-9	-6.063843E-4
1.400000E-9	-5.909678E-4
1.450000E-9	-5.567088E-4
1.500000E-9	-5.036073E-4
1.550000E-9	-4.419411E-4
1.600000E-9	-3.785620E-4
1.650000E-9	-3.151828E-4
1.700000E-9	-2.603684E-4
1.750000E-9	-2.124058E-4
1.800000E-9	-1.644432E-4
1.850000E-9	-1.233324E-4
1.900000E-9	-9.421225E-5
1.950000E-9	-8.907340E-5
2.000000E-9	-1.164806E-4
2.050000E-9	-1.507396E-4
2.100000E-9	-1.712950E-4
2.150000E-9	-1.918504E-4
2.200000E-9	-2.312483E-4
2.250000E-9	-2.620814E-4
2.300000E-9	-2.637943E-4
2.350000E-9	-2.500907E-4
2.400000E-9	-2.261094E-4
2.450000E-9	-1.832857E-4
2.500000E-9	-1.284713E-4
2.550000E-9	-7.536980E-5
2.600000E-9	-2.055540E-5
2.650000E-9	8.564750E-6
2.700000E-9	5.138850E-6
2.750000E-9	3.425900E-6
2.800000E-9	1.712950E-6
2.850000E-9	-3.254605E-5
2.900000E-9	-9.078635E-5
2.950000E-9	-1.456008E-4
3.000000E-9	-2.072670E-4
3.050000E-9	-2.809238E-4
3.100000E-9	-3.477289E-4
3.150000E-9	-4.248116E-4
3.200000E-9	-5.138850E-4
3.250000E-9	-6.132361E-4
3.300000E-9	-7.194390E-4
3.350000E-9	-8.170772E-4
3.400000E-9	-9.078635E-4
3.450000E-9	-9.935110E-4
3.500000E-9	-1.063742E-3
3.550000E-9	-1.109992E-3
3.600000E-9	-1.133973E-3
3.650000E-9	-1.128834E-3
3.700000E-9	-1.101427E-3
3.750000E-9	-1.041474E-3
3.800000E-9	-9.506873E-4
3.850000E-9	-8.530491E-4
3.900000E-9	-7.708275E-4
3.950000E-9	-6.783282E-4
4.000000E-9	-5.806901E-4
4.050000E-9	-5.070332E-4
4.100000E-9	-4.522188E-4
4.150000E-9	-4.145339E-4
4.200000E-9	-4.025433E-4
4.250000E-9	-3.939785E-4
4.300000E-9	-3.837008E-4
4.350000E-9	-3.717102E-4
4.400000E-9	-3.528677E-4
4.450000E-9	-3.323123E-4
4.500000E-9	-3.288864E-4
4.550000E-9	-3.220346E-4
4.600000E-9	-3.031922E-4
4.650000E-9	-2.894886E-4
4.700000E-9	-2.912015E-4
4.750000E-9	-3.049051E-4
4.800000E-9	-3.425900E-4
4.850000E-9	-4.008303E-4
4.900000E-9	-4.573577E-4
4.950000E-9	-5.155980E-4
5.000000E-9	-5.789771E-4
5.050000E-9	-6.200879E-4
5.100000E-9	-6.218009E-4
5.150000E-9	-6.012455E-4
5.200000E-9	-5.618476E-4
5.250000E-9	-4.950426E-4
5.300000E-9	-4.111080E-4
5.350000E-9	-3.254605E-4
5.400000E-9	-2.312483E-4
5.450000E-9	-1.404619E-4
5.500000E-9	-7.023095E-5
5.550000E-9	-3.083310E-5
5.600000E-9	-1.199065E-5
5.650000E-9	-2.569425E-5
5.700000E-9	-6.166620E-5
5.750000E-9	-1.096288E-4
5.800000E-9	-1.747209E-4
5.850000E-9	-2.569425E-4
5.900000E-9	-3.391641E-4
5.950000E-9	-4.093951E-4
6.000000E-9	-4.796260E-4
6.050000E-9	-5.481440E-4
6.100000E-9	-5.858289E-4
6.150000E-9	-6.115232E-4
6.200000E-9	-6.423563E-4
6.250000E-9	-6.492081E-4
6.300000E-9	-6.200879E-4
6.350000E-9	-5.926807E-4
6.400000E-9	-5.567088E-4
6.450000E-9	-4.933296E-4
6.500000E-9	-4.282375E-4
6.550000E-9	-3.717102E-4
6.600000E-9	-3.014792E-4
6.650000E-9	-2.295353E-4
6.700000E-9	-1.764339E-4
6.750000E-9	-1.353231E-4
6.800000E-9	-9.421225E-5
6.850000E-9	-6.680505E-5
6.900000E-9	-7.023095E-5
6.950000E-9	-9.592520E-5
7.000000E-9	-1.199065E-4
7.050000E-9	-1.524526E-4
7.100000E-9	-2.124058E-4
7.150000E-9	-2.774979E-4
7.200000E-9	-3.288864E-4
7.250000E-9	-3.717102E-4
7.300000E-9	-3.991174E-4
7.350000E-9	-4.008303E-4
7.400000E-9	-3.699972E-4
7.450000E-9	-3.049051E-4
7.500000E-9	-1.969893E-4
7.550000E-9	-5.138850E-5
7.600000E-9	1.507396E-4
7.650000E-9	4.265246E-4
7.700000E-9	7.571239E-4
7.750000E-9	1.151102E-3
7.800000E-9	1.637580E-3
7.850000E-9	2.201141E-3
7.900000E-9	2.834932E-3
7.950000E-9	3.592056E-3
8.000000E-9	4.522188E-3
8.050000E-9	5.661300E-3
8.100000E-9	7.074484E-3
8.150000E-9	8.843961E-3
8.200000E-9	1.100913E-2
8.250000E-9	1.362138E-2
8.300000E-9	1.672696E-2
8.350000E-9	2.032073E-2
8.400000E-9	2.435130E-2
8.450000E-9	2.875015E-2
8.500000E-9	3.339910E-2
8.550000E-9	3.812684E-2
8.600000E-9	4.278607E-2
8.650000E-9	4.725344E-2
8.700000E-9	5.137309E-2
8.750000E-9	5.503195E-2
8.800000E-9	5.818377E-2
8.850000E-9	6.079260E-2
8.900000E-9	6.284300E-2
8.950000E-9	6.440178E-2
9.000000E-9	6.553747E-2
9.050000E-9	6.631857E-2
9.100000E-9	6.685987E-2
9.150000E-9	6.728810E-2
9.200000E-9	6.768208E-2
9.250000E-9	6.809148E-2
9.300000E-9	6.854541E-2
9.350000E-9	6.905244E-2
9.400000E-9	6.959373E-2
9.450000E-9	7.016586E-2
9.500000E-9	7.071914E-2
9.550000E-9	7.115081E-2
9.600000E-9	7.139062E-2
9.650000E-9	7.144029E-2
9.700000E-9	7.127414E-2
9.750000E-9	7.082877E-2
9.800000E-9	7.009905E-2
9.850000E-9	6.911925E-2
9.900000E-9	6.788764E-2
9.950000E-9	6.643334E-2
1.000000E-8	6.479234E-2
1.005000E-8	6.299888E-2
1.010000E-8	6.111806E-2
1.015000E-8	5.920812E-2
1.020000E-8	5.725193E-2
1.025000E-8	5.526148E-2
1.030000E-8	5.332242E-2
1.035000E-8	5.150670E-2
1.040000E-8	4.982458E-2
1.045000E-8	4.832746E-2
1.050000E-8	4.706159E-2
1.055000E-8	4.602012E-2
1.060000E-8	4.519105E-2
1.065000E-8	4.460693E-2
1.070000E-8	4.429518E-2
1.075000E-8	4.426434E-2
1.080000E-8	4.449559E-2
1.085000E-8	4.497179E-2
1.090000E-8	4.566896E-2
1.095000E-8	4.655798E-2
1.100000E-8	4.761487E-2
1.105000E-8	4.880023E-2
1.110000E-8	5.005240E-2
1.115000E-8	5.132170E-2
1.120000E-8	5.257386E-2
1.125000E-8	5.379862E-2
1.130000E-8	5.497884E-2
1.135000E-8	5.608027E-2
1.140000E-8	5.708749E-2
1.145000E-8	5.801248E-2
1.150000E-8	5.883298E-2
1.155000E-8	5.950446E-2
1.160000E-8	6.003205E-2
1.165000E-8	6.043116E-2
1.170000E-8	6.067269E-2
1.175000E-8	6.074977E-2
1.180000E-8	6.066413E-2
1.185000E-8	6.042431E-2
1.190000E-8	6.004918E-2
1.195000E-8	5.954900E-2
1.200000E-8	5.894261E-2
1.205000E-8	5.823516E-2
1.210000E-8	5.739582E-2
1.215000E-8	5.642800E-2
1.220000E-8	5.538139E-2
1.225000E-8	5.424056E-2
1.230000E-8	5.297983E-2
1.235000E-8	5.164887E-2
1.240000E-8	5.024254E-2
1.245000E-8	4.873000E-2
1.250000E-8	4.719349E-2
1.255000E-8	4.571692E-2
1.260000E-8	4.427462E-2
1.265000E-8	4.286829E-2
1.270000E-8	4.156645E-2
1.275000E-8	4.040507E-2
1.280000E-8	3.940984E-2
1.285000E-8	3.863216E-2
1.290000E-8	3.810286E-2
1.295000E-8	3.784763E-2
1.300000E-8	3.787675E-2
1.305000E-8	3.816453E-2
1.310000E-8	3.868013E-2
1.315000E-8	3.942697E-2
1.320000E-8	4.039479E-2
1.325000E-8	4.153904E-2
1.330000E-8	4.280662E-2
1.335000E-8	4.417527E-2
1.340000E-8	4.562614E-2
1.345000E-8	4.710099E-2
