Study Name	Fe_single_crystal
Sample Name	0dpa
Run Name	10degreesSpot04
Operator	Angus Wylie
Date	8/5/2019
Time	13:03
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	13:04:51
	
Time	Amplitude
0.000000E+0	-4.076841E-4
5.000000E-11	-4.179619E-4
1.000000E-10	-3.956936E-4
1.500000E-10	-3.545830E-4
2.000000E-10	-3.066206E-4
2.500000E-10	-2.586581E-4
3.000000E-10	-2.278251E-4
3.500000E-10	-2.038438E-4
4.000000E-10	-1.815754E-4
4.500000E-10	-1.969919E-4
5.000000E-10	-2.243989E-4
5.500000E-10	-2.312507E-4
6.000000E-10	-2.483801E-4
6.500000E-10	-2.912037E-4
7.000000E-10	-3.357403E-4
7.500000E-10	-3.699992E-4
8.000000E-10	-3.991193E-4
8.500000E-10	-4.196746E-4
9.000000E-10	-4.282393E-4
9.500000E-10	-4.333781E-4
1.000000E-9	-4.453687E-4
1.050000E-9	-4.487945E-4
1.100000E-9	-4.590721E-4
1.150000E-9	-4.573591E-4
1.200000E-9	-4.453685E-4
1.250000E-9	-4.453685E-4
1.300000E-9	-4.590721E-4
1.350000E-9	-4.436556E-4
1.400000E-9	-4.008321E-4
1.450000E-9	-3.614343E-4
1.500000E-9	-3.323143E-4
1.550000E-9	-3.014813E-4
1.600000E-9	-2.518059E-4
1.650000E-9	-1.935657E-4
1.700000E-9	-1.353256E-4
1.750000E-9	-6.852067E-5
1.800000E-9	-6.854631E-6
1.850000E-9	4.282080E-5
1.900000E-9	8.221851E-5
1.950000E-9	1.079126E-4
2.000000E-9	1.044867E-4
2.050000E-9	8.564415E-5
2.100000E-9	6.851457E-5
2.150000E-9	5.481091E-5
2.200000E-9	2.055191E-5
2.250000E-9	-3.940130E-5
2.300000E-9	-8.907680E-5
2.350000E-9	-1.079192E-4
2.400000E-9	-1.438911E-4
2.450000E-9	-1.764370E-4
2.500000E-9	-1.661592E-4
2.550000E-9	-1.250483E-4
2.600000E-9	-8.907628E-5
2.650000E-9	-5.824308E-5
2.700000E-9	-1.713218E-5
2.750000E-9	1.883986E-5
2.800000E-9	3.083060E-5
2.850000E-9	2.397890E-5
2.900000E-9	3.423629E-6
2.950000E-9	-2.569642E-5
3.000000E-9	-6.509424E-5
3.050000E-9	-1.250475E-4
3.100000E-9	-1.867136E-4
3.150000E-9	-2.141208E-4
3.200000E-9	-2.312504E-4
3.250000E-9	-2.689353E-4
3.300000E-9	-2.843519E-4
3.350000E-9	-2.586578E-4
3.400000E-9	-2.226860E-4
3.450000E-9	-1.627328E-4
3.500000E-9	-7.708547E-5
3.550000E-9	-2.831257E-9
3.600000E-9	4.967270E-5
3.650000E-9	8.907056E-5
3.700000E-9	1.199037E-4
3.750000E-9	1.387462E-4
3.800000E-9	1.644405E-4
3.850000E-9	1.627276E-4
3.900000E-9	1.318946E-4
3.950000E-9	1.010616E-4
4.000000E-9	8.907095E-5
4.050000E-9	6.851554E-5
