Study Name	Fe_single_crystal
Sample Name	2019-08-23
Run Name	3rdIrr10degSpot08
Operator	Angus Wylie
Date	8/23/2019
Time	17:42
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	17:43:44
	
Time	Amplitude
0.000000E+0	-1.130547E-4
5.000000E-11	-5.995325E-5
1.000000E-10	-2.740720E-5
1.500000E-10	-1.370360E-5
2.000000E-10	-1.027770E-5
2.500000E-10	-2.398130E-5
3.000000E-10	-5.310145E-5
3.500000E-10	-9.249930E-5
4.000000E-10	-1.267583E-4
4.500000E-10	-1.593044E-4
5.000000E-10	-1.952763E-4
5.500000E-10	-2.381001E-4
6.000000E-10	-2.997663E-4
6.500000E-10	-3.717102E-4
7.000000E-10	-4.436541E-4
7.500000E-10	-5.138850E-4
8.000000E-10	-5.806901E-4
8.500000E-10	-6.269397E-4
9.000000E-10	-6.543469E-4
9.500000E-10	-6.663376E-4
1.000000E-9	-6.611987E-4
1.050000E-9	-6.543469E-4
1.100000E-9	-6.611987E-4
1.150000E-9	-6.834671E-4
1.200000E-9	-7.005966E-4
1.250000E-9	-7.040225E-4
1.300000E-9	-7.125872E-4
1.350000E-9	-7.348556E-4
1.400000E-9	-7.571239E-4
1.450000E-9	-7.708275E-4
1.500000E-9	-7.811052E-4
1.550000E-9	-7.811052E-4
1.600000E-9	-7.605498E-4
1.650000E-9	-7.245779E-4
1.700000E-9	-6.766153E-4
1.750000E-9	-6.029584E-4
1.800000E-9	-5.087462E-4
1.850000E-9	-4.265246E-4
1.900000E-9	-3.597195E-4
1.950000E-9	-2.877756E-4
2.000000E-9	-2.312483E-4
2.050000E-9	-2.089799E-4
2.100000E-9	-2.175447E-4
2.150000E-9	-2.398130E-4
2.200000E-9	-2.723591E-4
2.250000E-9	-3.168958E-4
2.300000E-9	-3.837008E-4
2.350000E-9	-4.505059E-4
2.400000E-9	-4.933296E-4
2.450000E-9	-5.121721E-4
2.500000E-9	-5.241627E-4
2.550000E-9	-5.173109E-4
2.600000E-9	-4.933296E-4
2.650000E-9	-4.573577E-4
2.700000E-9	-4.145339E-4
2.750000E-9	-3.785620E-4
2.800000E-9	-3.511548E-4
2.850000E-9	-3.340253E-4
2.900000E-9	-3.460159E-4
2.950000E-9	-3.939785E-4
3.000000E-9	-4.693483E-4
